	featureCounts on ROC_-_1	featureCounts on ROC_-_3	featureCounts on ROC_-_2	featureCounts on ROC_MOXI_1	featureCounts on ROC_MOXI_3	featureCounts on ROC_MOXI_2
gene-b0179	25099.4747758631	36389.7681953493	22927.2214139268	26954.5310621375	23882.0303790864	27606.0081383539
gene-b0180	23595.8908277312	27978.1973374051	21853.9511524323	27576.9110044364	27728.6633522441	43786.4596009602
gene-b0181	10931.3423306912	7541.34887540906	11505.7784815029	14434.1440231708	14190.3887639186	18316.7533466889
gene-b0182	7504.67230499283	6111.39045415697	7847.22204288192	10487.224704466	10965.8462934445	13744.2634963874
gene-b0183	1176.81386836163	654.60702155026	1747.9546541271	1602.15809062223	2276.99535345207	2391.87490253545
gene-b0184	15920.1058120479	15777.8403850335	19384.1243579735	18924.1123322653	21771.9666470108	29823.7223952502
gene-b0185	9126.37922114971	4770.26539683068	14256.7237728919	11755.70209015	15436.9716631186	14473.8832426154
gene-b0186	704.321996261463	1069.45020648527	718.860156435959	651.004512575443	718.166255993849	639.963082496558
gene-b0187	471.38791912797	768.451720950305	439.749648769483	410.558122252352	378.298278658967	346.260218548862
gene-b0188	3734.67290494127	3581.79573188173	2882.46858816709	2429.81709404729	2521.98852439312	2636.11202097616
gene-b0189	1585.27646807439	1455.83221657028	1336.31685505064	2139.48216695648	1608.06792102971	1244.88792859234
gene-b4406	812.509387536735	657.194401082079	658.620478522331	1141.71143160216	910.317762614277	638.932546131829
gene-b0190	319.042408964832	243.213675991006	506.013294474474	471.078642265647	469.570244303671	441.069564103908
gene-b0191	352.160998130732	200.090683794019	458.825546775465	465.353728210336	540.426112369953	514.23764599965
gene-b0192	938.360026367153	860.734924251857	792.151764564206	723.792705564406	1029.21150733567	952.215601009372
gene-b0193	218.582688494937	185.428866447043	245.97868481398	186.468629230152	317.049985923706	210.229418404666
gene-b0194	27537.0029384733	15667.4455250093	33972.1663593904	39976.2570033765	38175.7005778135	53151.9740836151
gene-b0195	1844.7054165406	817.61193205487	1392.5405544367	2128.8501837109	1928.72074770254	2319.73735700443
gene-b0196	1080.76995978052	759.827122510908	1164.63377299681	1656.95369658021	1382.2899007507	1448.93412880863
gene-b0197	1953.99676078807	2704.67407059501	1448.76425382275	1675.76412847623	1286.21414744049	886.261273666731
gene-b0198	137.994121524581	173.354428631887	178.711044477096	243.717769783269	163.328780627364	167.977427450787
gene-b0199	208.647111745167	156.967691597032	197.786942483078	268.253115734605	224.577073362625	183.435472921719
gene-b0200	543.144862320752	876.259201442772	895.563211649267	818.662709909571	660.520804007721	627.596646119813
gene-b0201	6965.94325456087	124007.926201031	7893.40579594904	6739.0416879669	9113.98614839017	10054.9433106585
gene-b0202	88.3162377757321	148.343093157635	35.1398121162829	31.8959497367365	66.0520804007721	157.6720638035
gene-b0203	275.988243049163	1365.2739329566	180.719033740884	354.944671429325	281.021578432376	622.443964296169
gene-b0204	10432.3555872584	64326.5674602453	12567.0008074147	8920.23394304065	13764.0526086045	14167.813942291
gene-b0205	466.972107239183	1065.13790726557	873.475329747604	372.937258460304	673.731220087875	1240.76578313342
gene-b0206	353.264951102928	570.085956844166	1113.43004677022	453.086055234668	715.764362161094	1368.55229235979
gene-b0207	1175.70991538943	1102.22368055498	1141.54189646325	1117.99393051587	1169.72229655185	1190.26950126171
gene-b0208	1130.44784352937	1223.83051855049	794.159753827994	843.198055860907	671.32932625512	669.848637073692
gene-b0209	1949.58094889929	1936.22234964471	2007.9892637876	1328.99790569736	1509.59027388674	950.154528279914
gene-b0210	714.257573011233	591.647452942659	702.796242325658	686.989686637402	552.43558153373	747.138864428349
gene-b0211	12640.2615316517	14386.6926567587	10647.3630712337	19472.0683918451	13269.2624790569	21381.5684953923
gene-b0212	664.579689262384	927.144332235217	718.860156435959	1041.11651320168	871.887461290191	820.306946324091
gene-b0213	730.816867594183	980.616842559481	812.231657202082	833.383917480372	728.974778241248	703.856337109741
gene-b0214	394.111211074204	539.899862306275	391.557906438581	426.097174688198	369.891650244324	437.977955009722
gene-b0215	3382.51190681054	5244.61831099754	2879.45660427141	4003.35061439296	3680.90229869757	3510.00685826615
gene-b0216	171.112710690481	178.529187695526	178.711044477096	133.308713002258	175.33824979114	208.168345675209
gene-b0217	56.3016015820292	61.2346489197213	47.1877476990085	305.056134661608	279.820631515998	489.50477324616
gene-b4586	38.6383540268828	50.0226709485047	35.1398121162829	74.4238827190519	106.884275557613	212.290491134124
gene-b0219	270.468478188179	307.035704442546	244.974690182087	316.505962772232	295.432941428908	226.718000240327
gene-b0220	316.834503020439	158.692611284912	313.246325150865	478.439246051048	371.092597160701	299.886082136068
gene-b0221	7628.31503787886	4001.81367588038	3128.44727298107	4576.65986478917	3722.93544077079	1534.46864708112
gene-b0222	2809.56031424048	2659.82615871015	2747.93330749332	3080.00376175769	3062.41463676307	2069.31702037534
gene-b0223	5514.24509612227	4566.72487366091	4055.13431821905	4629.00193615202	4445.90548443015	3673.86214025802
gene-b0224	4262.36242565127	4309.71184016686	2272.03985197566	4434.35485827142	3760.1647951785	3810.92347676694
gene-b0225	1729.89430743215	2270.85676909333	2126.46063035106	1997.17716043873	2446.32886866132	3745.99968578903
gene-b0226	592.822746069602	932.319091298855	855.403426373516	834.201762345417	893.504505784989	1266.52919225164
gene-b0227	36.4304480824895	18.9741165666742	64.255656441203	58.8848302832059	81.6643903136818	35.0382364007777
gene-b0228	346.641233269748	293.23634693951	353.406110426617	456.357434694846	456.359828223516	289.580718488781
gene-b0231	772.767080537656	476.077833854735	581.312891866509	3371.15653371354	3767.37047667676	4750.77264139957
gene-b0232	290.339631687719	249.250894898584	226.902786807998	1041.11651320168	1176.92797805012	1388.13248328964
gene-b0233	437.165376989874	380.344791177424	286.138470089732	1419.7786857173	1515.59500846862	1899.2785201951
gene-b0234	51.8857896932426	69.8592473591187	54.2157101222651	157.844058953594	240.189383275535	275.153209382578
gene-b0237	9275.41287239626	6232.99729215248	9960.63074301837	9038.00360360706	9595.56586185761	8187.61141776998
gene-b0238	6561.89646673689	3462.77627341804	6794.03167402533	10980.3851580878	9292.92723893044	19922.3290029363
gene-b0239	4412.50002987001	3154.87810913156	4132.44190487487	4292.86769661872	4786.97440868141	6011.11861546284
gene-b4710	1385.4609801068	973.717163807963	1402.58050075564	1388.70058084561	1122.88536681313	1247.97953768652
gene-b4709	6.6237178331799	6.03721890757816	12.0479355827256	8.99629351548979	13.2104160801544	6.18321818837254
gene-b0241	40.8462599712761	28.4611748500113	26.1038604292387	40.8922432522263	25.2198852439312	9.27482728255881
gene-b0242	5155.46038015836	4022.51271213493	5199.68819857798	3882.30957436637	4574.40680448256	2962.79204859518
gene-b0243	3637.52504338796	2408.85034412368	3630.44458892797	3235.39428611615	2949.52562662357	2299.12662970986
gene-b0244	220.79059443933	300.998485534968	207.826888802016	219.182423831933	218.572338780737	230.840145699242
gene-b0245	26.4948713327196	31.0485543818305	37.1478013800705	109.591211915967	134.506054634299	189.618691110091
gene-b0246	54.0936956376359	23.2864157863729	54.2157101222651	121.858884891634	178.941090540273	164.885818356601
gene-b4504	29.8067302493096	24.1488756303126	33.1318228524953	60.520520013295	106.884275557613	156.641527438771
gene-b0247	69.549037248389	40.5356126651676	89.355522238548	103.866297860655	217.371391864359	233.931754793428
gene-b0248	62.9253194152091	50.8851307924445	134.535280673769	177.472335714662	293.031047596152	203.015663851565
gene-b0249	298.067302493096	194.915924730381	265.054582819963	426.097174688198	410.723845401164	482.291018693058
gene-b0250	759.519644871296	934.906470830675	416.657772235926	616.655028243573	737.381406655892	551.336955129885
gene-b0251	71.7569431927823	70.7217072030584	76.3035920239286	76.8774173141855	124.898479303278	81.4123728135718
gene-b0252	47.469977804456	110.394860024286	60.2396779136279	128.401643811991	141.711736132566	82.4429091783006
gene-b0253	447.100953739644	543.349701682034	516.053240793412	458.810969289979	557.239369199241	589.466800624849
gene-b0254	126.954591802615	97.4579623651903	68.2716349687782	144.758541112881	142.912683048943	136.030800144196
