	featureCounts on ROC_-_1	featureCounts on ROC_-_3	featureCounts on ROC_-_2	featureCounts on ROC_MOXI_1	featureCounts on ROC_MOXI_3	featureCounts on ROC_MOXI_2
gene-b0072	9.01165541454273	8.61229737730224	8.48417666023005	8.92563716534041	9.16692101218642	8.60314516814497
gene-b0073	8.01598846257882	8.1161213400309	7.67519464937111	8.30433122575393	8.44699040087838	7.64517112108427
gene-b0074	7.86009280244274	7.77327191564371	7.82974996283384	8.1000878247657	8.38612590408623	7.65996408676819
gene-b0075	4.4593752153941	7.68524911528724	4.71847449045832	5.17910316279962	5.38788388029858	4.24006820043258
gene-b0076	7.15793914725043	7.40561215116597	6.29591017542652	6.39767580700983	6.62764068351399	6.27092481962549
gene-b4726	3.51616812314045	4.88504987610769	3.65164958933017	3.80473763502587	3.30093042719621	3.25591725519969
gene-b0077	10.1307795705967	9.39534875756162	9.99548541209929	9.57195039284023	10.155429741338	9.52397542722133
gene-b0078	7.02943389023632	6.33007669091894	7.35915975650769	6.63090980636273	7.36720791709927	6.29018088258298
gene-b0080	12.0449081039453	11.6572259056174	12.3349231945451	11.9476095807906	12.2087659635785	11.5764511246627
gene-b0081	11.7935561942109	11.5118358425755	11.8729408423401	11.9762978466914	12.0453990554188	11.7556810596636
gene-b0082	13.8438356624269	13.2035735747205	13.4168355428698	13.7509322823892	13.5116075320038	13.6598807448508
gene-b0083	12.3289833198955	12.4799874198904	12.1538373157964	12.3102018753815	12.2466941772917	12.3106041315554
gene-b0084	11.5545126230811	12.5001021985792	11.5674050368645	11.6083765047708	11.7027944063039	11.5783971468844
gene-b0085	12.875400979238	12.7619955859711	12.8176828299363	12.5749904770633	12.7849576814812	12.9115321348687
gene-b0086	12.7329421755207	12.4553849207086	12.8482538867135	12.560218735864	12.6924483631991	12.8205365907239
gene-b0087	11.705212613204	11.6358801228138	11.7927430589212	11.4114956059491	11.6253884158969	11.6355896795166
gene-b0088	12.3943431535466	12.3207997563924	12.6991890992859	12.0991745781393	12.4058571678611	12.3994189041523
gene-b0089	10.9902089332824	11.2591474260319	11.4091706602972	10.8441076070165	11.1602538787135	11.1251666144373
gene-b0090	11.7922096014264	11.8917384025218	11.9121794577692	11.4436220115061	11.5965851986747	11.7040323456538
gene-b0091	12.2150171339564	11.8663018408302	12.7624691068539	11.8219065561763	12.3325062565707	12.1589077739307
gene-b0092	12.4774033004012	12.3056412963719	12.604216492529	11.9751260344304	12.226228390528	12.3242944348806
gene-b0093	13.0825550105378	12.7497629761584	12.9187856769783	12.4771895748996	12.5468779517679	12.7973317737469
gene-b0094	13.9446517273057	13.6971600108276	13.9305433410376	13.3987704479127	13.552559882043	13.6466099207165
gene-b0095	15.4009363518814	16.0048062617136	15.4025161408531	14.836752229678	14.8854048094915	14.7378865452588
gene-b0096	14.662168820373	14.4212196873554	14.7443071366474	14.7681313007386	14.9641613212417	14.6825918823323
gene-b0097	11.3802521084194	11.5587862829584	11.6522052112002	11.9189487932028	12.0937665691022	11.9504513336037
gene-b0098	14.7826762239534	14.3636555096351	14.599946537319	14.8467575399064	15.0194607080148	14.7266339742581
gene-b0099	9.96219491605385	9.73463419805307	9.41029506206732	9.75651814176146	9.93774395882807	10.3000976727427
gene-b0101	11.219231491559	11.3601093042829	11.0790632576999	11.2249419817826	11.2800541362187	11.7344577382603
gene-b0102	11.2152176677105	10.7507608442997	11.3185002380103	11.2956447237043	11.395174527891	11.7252655742158
gene-b0103	10.8174019801578	10.7864231193465	10.4608220727371	10.7871551374838	10.8656322732069	11.170379125937
gene-b4727	3.27575171341379	5.74034941846938	4.45969134718669	5.33761016606783	5.75763160474401	5.38300188472313
gene-b0104	13.2184283057719	12.2607083360321	12.350816171167	13.0481733752792	12.2094978003399	12.9894692396155
gene-b0106	10.1686346344704	8.84661115325882	9.41242243268572	9.36025336828234	9.10218234744611	9.88008927632134
gene-b0107	7.692979325648	7.61709758837215	8.13829655336552	8.12144098220111	8.25041825992522	7.72471369742391
gene-b0108	5.29954563040991	4.27242525163545	4.45969134718669	4.92037518242441	4.14670091730645	4.95822411186416
gene-b0109	9.50148537501959	9.70512305991836	10.1878282147903	9.80481039571079	10.0980938278558	9.16591447237908
gene-b0110	8.17330744866325	7.55221119151504	8.48012471279745	8.8636536915713	8.79791685014734	8.3117009990848
gene-b0111	9.99845937430008	9.69164349200875	9.94052983197592	10.2487152674449	10.5152524671744	9.75317520519119
gene-b0112	9.71741961738498	10.0378116378777	9.79485011281706	9.61622434282249	9.83714928768956	9.49542003190359
gene-b0113	11.1261038211031	11.4681451865193	11.4097031676369	11.7359636805267	11.3062899936991	11.5102042382673
gene-b0114	18.1384879364326	17.0388054069813	19.1072984197154	18.3017745511096	18.5885845016627	19.7754542504026
gene-b0115	16.6541012564797	14.9241557836792	17.8525627722107	16.6161401557216	17.3000527393193	18.1274223488398
gene-b0116	17.3784089717456	16.0586099116274	18.1500253123479	17.1182179694108	17.3989163770215	18.3410436511075
gene-b0117	7.58917135791696	8.0041990075236	8.13314384111651	7.83643748422663	8.27300846359706	8.99867358839006
gene-b0118	17.2373607859475	16.1032858111062	16.6388571720073	16.5183692301649	16.475750512526	15.5753996745534
gene-b0119	9.45685210002395	9.203950382286	9.85552419212975	10.024640580941	10.1153789450446	10.1602789942616
gene-b0120	11.6517661441014	11.1027285428914	11.8468315798331	12.341003005371	12.6577446984283	12.846607258506
gene-b0121	10.9278066761561	10.126194114671	11.3449131808308	11.89962325218	12.0421161607725	12.3187756910919
gene-b0122	11.4598702402287	12.5643739119334	11.0884065584685	10.8077073439905	11.2020382774977	11.0996483303052
gene-b0123	10.302036251334	9.99577504576031	9.90016978080757	9.96921607535448	9.62970802682215	9.90976042371716
gene-b0124	9.91513114507554	9.80309101981197	9.45225753296172	9.01502769566004	9.30755362966189	9.51384184124385
gene-b0125	11.4387969465813	11.7655480102127	11.9441435422962	11.8570004817018	12.0604860191282	12.289970414208
gene-b0126	11.8303220644573	12.0544468523629	12.3896641518235	12.0081552593729	12.1947900607623	12.0690336243508
gene-b0127	11.0057840188148	10.2941637417874	10.588601695097	11.2729369226712	11.4009526138208	11.3723143737036
gene-b0128	10.5955357083973	11.0128530818691	10.4191143503346	10.7804624442725	11.1427355542366	11.0880844708141
gene-b0129	9.14424537087326	10.0067019999139	9.40175406468469	9.30908420594599	9.80651798550758	9.1788000959677
gene-b0130	9.42708185365356	9.6780367758972	9.85082582818261	9.62969274210128	9.86342829567574	10.0068859270912
gene-b0131	9.58058366040865	9.94365881100521	10.0808849535779	10.0571226623435	9.9163864747841	9.66068069931632
gene-b0132	10.5590513583542	11.4838702865547	10.1372778829327	10.2822654591204	10.263687142579	10.3246520434877
gene-b0133	12.9245747049232	12.6368857966812	12.8704743184036	12.9374671617459	12.9645425724941	12.6452692305079
gene-b0134	9.61145449331416	8.98566733977677	10.1564424331837	9.96685986093738	10.2749184624735	9.71653253778244
gene-b0135	6.07505220172094	6.47779899646744	5.93911652133841	6.76763260471214	6.22359362628028	5.89588058008137
gene-b0136	4.9722534605169	5.8537225761388	5.0291835816324	5.93614060583619	5.94014047682604	6.01685560751545
gene-b0137	6.41292117495634	8.05657786365032	5.93911652133841	6.89243672749561	6.1517349436465	6.82604224939652
gene-b0138	4.80298812295616	5.33161705308049	4.52959744582282	5.74886693693657	5.34484328383455	5.05455553617988
gene-b0139	6.33567386196782	6.147655248588	5.39127281458558	6.36924247889547	6.64512925907134	7.19494576369773
gene-b0140	5.49297787327482	5.45291799293998	4.88301139594625	5.95549157986023	6.02323847732033	4.90730270401974
gene-b0141	3.69698163551623	3.58297108008344	3.91937011875364	4.99954825663676	4.75025878347075	4.32573686256239
gene-b0142	9.54264485028467	8.97828387791542	9.86487526044712	10.0867209420052	10.1091173847251	10.5446588090457
gene-b0143	12.8722181468897	11.809889610331	12.7050579034038	13.1555195863374	13.2383503235429	13.5032684214637
gene-b0144	11.185436696093	10.8053203651985	11.0629040298423	11.687777434257	11.7372050629154	11.9239125439605
gene-b0145	13.6399841075938	13.0547598763599	13.0734841276865	14.2695561488584	13.9612139291973	14.178098310295
gene-b0146	13.4271585505493	13.8602417667794	13.0825295090389	13.1163276706561	13.2987444226727	12.9219148220446
gene-b0147	9.19676378591664	9.29986347335733	9.34719555225989	9.23072250094895	9.40789504515521	9.54203839349646
gene-b0148	12.3486597808552	12.4415830821559	12.3826289294134	12.4761545197674	12.6150226515085	12.8435763596898
gene-b0149	11.880607222748	11.3690750364976	11.8791066145425	12.0189990720787	12.4427368277664	12.167659396975
gene-b0150	13.2100489136829	12.2672857648112	13.0137904455034	13.1723608103	13.7163725576718	14.1775367613724
gene-b0151	10.7422200656728	9.80587407849553	10.8541844805297	10.7595155582953	11.5377768485462	11.9284968621511
gene-b0152	9.5722386254954	8.97086242195975	9.73491543218098	9.29975272923443	10.4560448091075	10.6446324824319
gene-b0153	11.2877238761216	10.9456766363975	11.4869278744344	11.2542199754026	11.8527344279668	12.3103114323795
gene-b0154	11.732615949128	10.8903751541933	12.0003769869373	12.1514627149093	12.1951595875645	12.1176844744983
gene-b0155	11.0827022678499	11.7381280876512	10.7753876904638	10.6990506933945	10.8609818546957	10.9400531284077
gene-b4728	10.4287687463277	10.5404515743477	10.586719173066	11.0140585485853	10.6355809317832	11.094897961362
gene-b0156	13.1071311300487	13.8149423514306	12.7553640398295	13.3938458890031	12.9828506525632	13.4501912226481
gene-b0157	9.37285758485057	8.92295166049695	9.52090632351395	9.59349373540049	9.65786549828494	9.94789414647894
gene-b0158	9.10138890946297	9.74916641117193	10.1385634708349	9.85536470920827	10.1370828240826	10.1167526673222
gene-b0159	11.132502888537	10.7941519018299	11.7996668558258	11.7318067123786	11.8276900030062	11.8513296115182
gene-b0160	10.2493614511884	10.0752017562494	9.84138294224826	10.2232772316053	10.0596461754235	9.75833470886245
gene-b0161	13.9298282930951	13.7296733580673	14.1679679707189	13.7930197529931	13.7713080818421	14.1032846606713
gene-b0162	11.9927143317856	11.5199090388318	11.5345794641109	11.4278623843065	11.232601066304	10.9640684587768
gene-b0163	10.2868173105183	10.131750251862	10.230651827694	10.3669047613725	10.2707169577276	9.82213957721717
gene-b0164	8.24333662897278	7.73286314841028	8.49224655155537	8.44306156811559	8.45688927636057	7.91551466077108
gene-b0166	10.7744022668702	10.0728930519702	11.5178822795331	11.182928169119	11.286311148037	10.7250085626457
gene-b0167	11.8721347175013	11.0701120124719	12.4269674490426	11.8534973713541	12.4223646248955	12.2280977942853
gene-b0168	11.8158163168466	11.3761140970288	12.9141017614969	12.1697602646643	12.5955590634226	12.5655952742223
gene-b4414	12.5930178007525	11.9760031012418	12.7399897881403	12.6534542437872	12.5093321688837	13.409232069707
gene-b0169	17.1175707549637	16.0695610210262	17.5378089616563	17.4066879730892	17.4194717386517	18.0436125090269
gene-b0170	15.8682479193368	14.1406321064903	16.8722792466111	16.1874469180072	16.6963665385285	16.8979649477918
gene-b0171	15.958677887098	15.6622995500919	16.1842564973092	15.8252615924315	15.8865297747103	16.7383442789202
gene-b0172	14.8346741227882	13.9190990755339	14.8566600441516	14.7388707652705	14.6280800369878	15.2965577653907
gene-b0173	11.1592125562782	10.5873040880199	11.5873127507705	11.4457385476102	11.6818525063062	12.0547767058132
gene-b0174	11.7128242912718	11.2803132352545	11.8290264435614	12.0218392118503	12.2003230491212	11.8146533856699
gene-b0175	11.7686667081166	11.6393947530228	11.8944067340163	12.0449198346008	12.2021626730315	11.9680001766977
gene-b0176	13.607941447826	13.3999586316196	13.5727302881029	13.4192719732528	13.5011851943419	13.6295839435943
gene-b0177	16.1490622530052	15.8384789134793	15.8591044545285	15.9173079075763	15.8440092864053	15.9632235767296
gene-b0178	13.9728591421268	14.443114623168	13.8360465471788	13.8603353961368	13.6458073713847	13.6983051834172
gene-b0179	14.6161067482117	15.151753772984	14.485580912712	14.7189266670135	14.5444126336781	14.7533649493137
gene-b0180	14.527032168946	14.7726767593875	14.416453145157	14.7518442328103	14.7597577714103	15.4186198300534
gene-b0181	13.417874781004	12.8830582544169	13.4916784152133	13.8184794748585	13.7939300329299	14.1618862214547
gene-b0182	12.8760367039484	12.5803089977143	12.9403222504218	13.3581087316181	13.4224160493838	13.747887800813
gene-b0183	10.2162724927724	9.38235533161678	10.7819838870985	10.6572853474614	11.1610107406422	11.2316340814865
gene-b0184	13.9597242994031	13.9467845936543	14.2435423900956	14.2089156434503	14.4110339230785	14.8647931714092
gene-b0185	13.1578529671884	12.2237263567669	13.8006523426809	13.5226463739071	13.9153004799608	13.8224424424232
gene-b0186	9.48602033385799	10.0798081098396	9.5149787912543	9.37454580886547	9.51360974807217	9.35034335644884
gene-b0187	8.91926037142036	9.60960239477712	8.82173902217704	8.72550680474765	8.61111101750218	8.48774322959929
gene-b0188	11.8717097833078	11.8116213918805	11.4994895089888	11.2542199754026	11.3076576999317	11.3711922737703
gene-b0189	10.6421248668411	10.5202597119795	10.3977994198646	11.071659032438	10.6625552233407	10.2965555381078
gene-b4406	9.68875710154264	9.38793828086315	9.39100620428669	10.1730601082738	9.85034863137546	9.34806359633179
gene-b0190	8.3739469734911	7.99934151109612	9.01893539108023	8.91833828388742	8.91383263099549	8.82594209411809
gene-b0191	8.51127251704498	7.73286314841028	8.88132388704696	8.90116251866686	9.11161054401339	9.041631474807
gene-b0192	9.89352466194974	9.77069386674067	9.65272126170851	9.52467328462098	10.0251428148956	9.91439005301619
gene-b0193	7.85321628065943	7.62973114269577	8.01485687860161	7.63729329948902	8.36525300223424	7.8000916578566
gene-b0194	14.7497558893458	13.9366630790143	15.0526103107329	15.287318697738	15.2208517604441	15.6981838431643
gene-b0195	10.8591570569977	9.697649966901	10.4567051450963	11.0645146264476	10.922978201143	11.1876923228113
gene-b0196	10.094820177418	9.59358569662599	10.2014245444926	10.7054245094616	10.4461432447218	10.5134673660919
gene-b0197	10.9416390734819	11.4080586201097	10.5132996910049	10.7215863523648	10.3431999352487	9.81225085929876
gene-b0198	7.23410944499304	7.53887538202141	7.57989125116682	8.00218262710228	7.45881823481129	7.49649321645565
gene-b0199	7.7898040667776	7.40561215116597	7.71713967721009	8.13410264458409	7.89016658254622	7.6151212391354
gene-b0200	9.11868460274134	9.79610979152565	9.82710169320338	9.69947450594463	9.39508426382135	9.32274550211799
gene-b0201	12.7687565936662	16.9202220657777	12.9487743791885	12.7210705418007	13.1558952950648	13.297456479905
gene-b0202	6.65446484815862	7.33017905525256	5.55754227413949	5.45241084597179	6.29199398913676	7.41160154831775
gene-b0203	8.17330744866325	10.4284380705334	7.59497027235921	8.52224047648928	8.19825740545839	9.31108870844389
gene-b0204	13.350550008001	15.9734147979576	13.6188245618641	13.1249386839365	13.7499615783572	13.7916351653884
gene-b0205	8.90603872028716	10.0740478659618	9.79158493898283	8.59118901842619	9.42311929251692	10.2918191222551
gene-b0206	8.5156321937343	9.18697015345412	10.1372778829327	8.8636536915713	9.50886083088086	10.43186615681
gene-b0207	10.2149330169314	10.1228501315852	10.1728482315119	10.1431126016074	10.2076462232899	10.2324996325155
gene-b0208	10.1589153392512	10.2721953673738	9.6563159698382	9.74143380838858	9.41806237622479	9.41493609596309
gene-b0209	10.938396303341	10.9285417451956	10.9807102833001	10.3899513228888	10.5721256661516	9.91130528494565
gene-b0210	9.5058736744381	9.23938300412761	9.4829472127223	9.45071888744782	9.1426000534879	9.56969433116078
gene-b0211	13.6272019690419	13.8137331142174	13.3799454703298	14.2500686564312	13.6971945283843	14.3849453906721
gene-b0212	9.40375612727842	9.87641086642021	9.5149787912543	10.041532946248	9.78899767675003	9.70232488580818
gene-b0213	9.53836716631504	9.95623929058211	9.68827148811232	9.72479625697124	9.53478849722168	9.48508311318162
gene-b0214	8.66831911124743	9.11023724923318	8.65923403642087	8.77753061200267	8.57974746188997	8.81607800372493
gene-b0215	11.7293361372228	12.3601449902689	11.4979878751701	11.9716048760268	11.8508593762561	11.7825173041654
gene-b0216	7.52135734667432	7.57851776236186	7.57989125116682	7.18840977175759	7.55420220499132	7.78667676517358
gene-b0217	6.09869368421014	6.1997724762105	5.89055289533884	8.31177990067851	8.19234349325083	8.97227095757889
gene-b4586	5.66266885889665	5.95864015764684	5.55754227413949	6.43929037888523	6.8992946727703	7.81338275746046
gene-b0219	8.14544041256475	8.32074337555235	8.00924243570113	8.36287000716563	8.26739401653311	7.90313720066901
gene-b0220	8.36430958940326	7.42023543815732	8.34850864816674	8.94012503639936	8.58426995436177	8.28810363703103
gene-b0221	12.8995721761062	11.9710526675236	11.6171297144307	12.164115374707	11.8671840353359	10.595511480142
gene-b0222	11.4626945186651	11.3840503993347	11.4308438755717	11.594707526448	11.586479346657	11.02384276397
gene-b0223	12.4322986436733	12.1609889371061	11.9900878412167	12.1804759228314	12.1224160212426	11.8481069965536
gene-b0224	12.0617705069387	12.0776611481057	11.1578851153052	12.1186737671711	11.8814903528239	11.9007698647089
gene-b0225	10.7671093726502	11.1571378970218	11.0629040298423	10.9729704715896	11.2639396047706	11.8760637595752
gene-b0226	9.24218595953217	9.884332158988	9.76186094822658	9.72619007227076	9.8238280540168	10.3211697603505
gene-b0227	5.59725332523256	4.9285147941642	6.25829971249539	6.15252096400395	6.55546619177388	5.55436827420512
gene-b0228	8.48927417290941	8.25706797699914	8.51618870380345	8.87375181843599	8.8737591809786	8.23971741004674
gene-b0231	9.61755016456681	8.93317125211655	9.21449872853835	11.724503071043	11.8842430059216	12.2178348453427
gene-b0232	8.24333662897278	8.03300504924367	7.90425125834273	10.041532946248	10.2164108762991	10.4521727023136
gene-b0233	8.81347415532596	8.61864402171552	8.22318643980128	10.4844002884848	10.5778049554779	10.9009327043654
gene-b0234	6.00166334057048	6.36087087249282	6.05368699043263	7.4130602723853	7.98217769714686	8.16912614057783
gene-b0237	13.1811893456701	12.6086755175201	13.2838779363235	13.143834287657	13.2300792828999	13.0014850310931
gene-b0238	12.6827138593046	11.7630441684195	12.7327728669638	13.4243253219368	13.183907203066	14.2830273668902
gene-b0239	12.1115664145905	11.6292179246139	12.0172476837127	12.072028226418	12.2287574263141	12.5564921931046
gene-b4710	10.449418877671	9.94618369923839	10.466975518851	10.4527576284354	10.1493399915863	10.3000976727427
gene-b4709	4.09074407725124	4.03126756632385	4.52959744582282	4.30319787720131	4.60589028302687	4.04638545695764
gene-b0241	5.72515794011718	5.33161705308049	5.24209956176649	5.72643017606016	5.20695631869367	4.32573686256239
gene-b0242	12.3354692861182	11.9784719625507	12.3477627082943	11.9274555215371	12.1634069540288	11.5389690354616
gene-b0243	11.8338167534698	11.2417828068246	11.8310156784122	11.6654300595782	11.5325225277031	11.1748877215787
gene-b0244	7.86693665356951	8.29323082698389	7.78444221193385	7.85695610344289	7.85315165672867	7.92778668482991
gene-b0245	5.25735978224325	5.42357916856896	5.61884525027261	6.93173566329688	7.20022711460148	7.65996408676819
gene-b0246	6.05100951998867	5.12676045405621	6.05368699043263	7.07020656668623	7.58162681825514	7.4715474346533
gene-b4504	5.38020794067359	5.16312157915382	5.49341052613514	6.18557791290781	6.8992946727703	7.40283025207065
gene-b0247	6.35538169028205	5.71653274427703	6.66933181922843	6.86223938143366	7.84563315210982	7.94600091758374
gene-b0248	6.23282290681872	5.97871904269438	7.20051435401762	7.57050975441103	8.25609908823441	7.75258247258255
gene-b0249	8.27968119675476	7.69730103567512	8.11757423742967	8.77753061200267	8.72607165476072	8.95139611096695
