	featureCounts on 30min_-_1	featureCounts on 30min_-_3	featureCounts on 30min_-_2	featureCounts on 30min_MMC_1	featureCounts on 30min_MMC_3	featureCounts on 30min_MMC_2
gene-b0126	1014.73254692161	1120.20387435232	1625.07541811725	1426.26247596901	880.893710021986	930.634974682342
gene-b0127	1092.70784128526	1026.9217401842	1189.00502378861	1307.0686508168	917.147654304852	871.760176062039
gene-b0128	1091.65412109116	828.901771160631	1193.08044803467	1149.94951766162	826.898473856015	1322.10074094717
gene-b0129	466.798045987821	214.385255719729	438.108106451671	246.514502019335	341.712708878931	601.142680649415
gene-b0130	390.930192012374	460.682820496975	426.900689775	396.861258745412	367.167605928604	494.754886651323
gene-b0131	883.017522658677	494.231658224108	2013.25957755466	1659.23222513014	766.73235355679	1658.82327340715
gene-b0132	815.579430236057	706.98038527422	666.331864231146	834.35677606544	1105.35962036909	821.148507072655
gene-b0133	1771.30364628787	2074.3000887386	1961.29791841736	3002.87170866409	2913.42867141247	1935.63811604296
gene-b0134	792.397585965782	532.69008196009	1430.47391036778	1999.20552187109	665.684125874758	1270.45618075392
gene-b0135	154.896868533205	112.102213868713	77.4330606751791	56.8879620044618	103.362309232002	149.769224560421
gene-b0136	18.9669634938618	70.3707327934988	13.2451287997017	31.152931573872	56.3093177159413	10.3289120386497
gene-b0137	202.314277267859	243.024507438013	203.771212303103	255.995829020078	302.373322529438	352.215900517956
gene-b0138	1.05372019410343	25.3661943790519	6.11313636909308	48.7611102895387	10.0276867165375	36.1511921352741
gene-b0139	166.487790668342	126.830971895259	150.790697104296	230.260798589488	129.588566798331	132.210074094717
gene-b0140	40.0413673759305	10.6374363525056	0	1.35447528582052	17.7412918831048	1.03289120386497
gene-b0141	18.9669634938618	0	1.01885606151551	0	2.31408154997019	0
gene-b0142	54.7934500933785	67.0976754542663	43.8108106451671	139.510954439514	18.5126523997615	97.0917731633076
gene-b0143	626.963515491543	914.819526315484	1118.70395554403	1221.73670781011	930.260783088017	1481.16598634237
gene-b0144	1187.54265875457	1348.49962376379	814.065993150896	1248.82621352652	1088.38968900265	1678.44820628058
gene-b0145	27627.4897691979	20675.0849475969	20620.6278290125	28387.0930402265	20162.5925448903	29971.40406255
gene-b0146	58658.4957653499	46903.7299355366	46785.8703447924	53144.1923144539	46751.3895540478	50991.7729524061
gene-b0147	175.971272415273	146.469315930654	109.01759858216	128.675152152949	138.844892998211	68.1708194550883
gene-b0148	3934.59120478222	3810.65700720144	4031.61343541689	3629.99376599899	3599.1681707203	4595.33296599527
gene-b0149	4795.48060336472	3197.77702043015	4149.80073855269	3406.50534383861	3485.77817477176	4576.7409243257
gene-b0150	12195.7575265531	10791.2700474496	11183.9829872558	12290.5087435354	10292.2633737507	10803.0091012238
gene-b0151	742.87273684292	664.430639864198	924.102447794571	980.640106934056	745.905619607058	699.267345016588
gene-b0152	104.31829921624	47.4593314188713	166.073538027029	139.510954439514	58.6233992659115	83.664187513063
gene-b0153	1724.93995774732	1988.38233358375	272.034568424642	1087.64365451388	1956.17027024147	808.753812626275
gene-b0154	7155.81383815641	4189.5133942176	7827.8711206237	6207.56023491544	5623.21816642756	7213.71216779298
gene-b0155	7188.47916417362	8815.97994322274	7315.38652168139	8170.19492406938	8798.90941350332	7697.10525120179
gene-b4728	3923.00028264708	4539.73052951548	3867.57760951289	4427.77970934728	6916.01839234424	3993.15739414199
gene-b0156	19672.9560239111	24961.1535333219	14107.0810277438	20766.8150822002	41128.1713876202	18406.1212528739
gene-b0157	185.454754162204	325.669205253634	187.469515318855	629.831007906542	507.555219960128	328.459402829062
gene-b0158	161.219189697825	266.754173147449	200.714644118556	335.909870883489	239.893120680243	308.834469955627
gene-b0159	3071.59436581151	2049.75215869435	3808.48395794499	4385.79097548684	3303.73709284077	3908.46031542506
gene-b0160	522.645216275303	624.3356874586	463.579507989559	190.981015300693	421.934202611231	256.157018558514
gene-b0161	5754.36597999885	4539.73052951548	4420.81645091582	6169.63492691247	4467.72011247578	6546.46445009621
gene-b0162	1020.00114789212	615.33477977571	855.839091673032	789.659091633363	491.356649110337	762.273708452351
gene-b0163	2361.38695498579	2349.23690523413	4220.10180679726	2415.02943461799	1747.90293074415	3332.10702366841
gene-b0164	104.31829921624	16.3652866961625	73.357636429117	48.7611102895387	73.2792490823894	85.7299699207929
gene-b0166	1127.48060769067	960.642329064739	1355.07856181563	1145.88609180416	940.288469804554	1428.48853494526
gene-b0167	2354.01091362707	2498.97927850402	2997.47453297864	2696.76029406866	2675.8496322822	2273.39353970681
gene-b0168	2581.61447555341	2304.23236681968	2706.08169938521	2519.32403162617	2656.56561936578	3467.41577137472
gene-b4414	3087.40016872306	5764.67223872324	2117.18289582924	5967.81810932521	3750.35483198502	3823.76323670814
gene-b0169	56158.0177447425	94977.5778698488	40026.7792326985	91139.9330322912	67081.3673310525	73585.2351457485
gene-b0170	10770.0741039312	11537.5271207946	11588.4688436775	15909.6667072478	8811.25118176983	18439.1737713975
gene-b0171	2802.89571631513	4317.98089478248	2538.98930529666	2512.55165519706	3762.69660025153	2473.77443325661
gene-b0172	20871.0358846067	22270.7004004728	24572.7704916312	17727.372540819	19758.3996341621	21451.0845218678
gene-b0173	1817.66733482842	1683.98800103512	2040.76869121557	1284.04257095785	1389.99165101543	1639.19834053372
gene-b0174	584.814707727405	795.352933433498	882.329349272435	503.864806325233	598.575760925623	870.727284858174
gene-b0175	2923.01981844292	2611.08149237273	3002.56881328622	2364.91384904263	2156.72400457222	2869.3717643369
gene-b0176	3420.37575005974	3732.92189539467	4233.34693559696	3094.97602809989	3421.75525188925	4813.27301001078
gene-b0177	7624.71932453244	7533.75973057841	11413.2256010968	6784.56670667498	8331.46494040934	8402.56994344157
gene-b0178	13052.4320443592	12065.3076167458	20962.9634656817	10513.4371685389	15903.9111324285	13020.6265159219
gene-b0179	16230.4521497752	20046.6579384643	16151.9251432054	12650.7991695637	18190.9950643157	14121.6885392419
gene-b0180	8261.16632177092	8136.00228099719	5799.32870214631	6894.27920482645	8015.97848909674	8749.6213879402
gene-b0181	5410.85319672113	3578.26993611593	4952.65931502691	5839.14295717226	4410.63943424318	7626.86864933897
gene-b0182	1247.60470981846	1364.86491045995	1078.96856914493	1554.93762812196	1359.90859086582	1371.67951873269
gene-b0183	67.4380924226197	49.9141244232957	141.620992550656	81.2685171492312	135.759450931584	82.631296309198
gene-b0184	5631.08071728875	8006.71651609751	5728.00877784022	4771.81643194569	4979.90349553585	7216.81084140458
gene-b0185	3926.16144322939	3291.05915459828	4760.09551940048	2977.1366782335	3383.95858657308	3934.28259552169
gene-b0186	5022.03044509696	7064.07600239855	5193.10934554458	3188.4348228215	4868.82758113728	3509.76431073318
gene-b0187	988.38954206902	1296.94897067088	813.04713708938	627.122057334901	1079.90472331942	823.214289480385
gene-b0188	1020.00114789212	1158.66229808831	1307.1923269244	950.841650646005	849.26792883906	719.925169093887
gene-b0189	7739.57482568972	8921.53604241299	6121.28721758521	8140.39646778133	9301.06510984685	9523.25689963507
gene-b4406	7987.19907130402	7436.38627473625	7817.68256000854	9039.76805756615	7747.5450293002	9984.95926776271
gene-b0190	306.632576484099	261.026322803792	724.406659737531	372.480703600643	448.16046017756	279.913516247408
gene-b0191	976.798619933883	784.715497080992	1377.49339516898	873.636559354235	609.374808158817	848.003678373144
gene-b0192	2001.01464860242	1679.07841502627	3048.41733605442	1212.25538080937	1422.38879271501	1504.92248403127
gene-b0193	123.285262710102	138.286672582573	198.676931995525	127.320676867129	182.041081930988	197.28221993821
gene-b0194	9688.95718478107	6692.58399439566	10241.5411303539	8871.81312212441	8295.98235664313	10470.4181335792
gene-b0195	305.578856289996	315.031768901128	474.78692466623	333.200920311848	327.82821957911	284.045081062868
gene-b0196	219.173800373514	218.47657739377	709.123818814798	448.331319606592	321.657335445856	404.89335191507
gene-b0197	897.769605376125	1234.76088122546	1162.5147661892	1212.25538080937	818.413508172791	738.517210763457
gene-b0198	80.0827347518609	83.4629621504288	84.5650531057877	94.8132700074364	66.3370044324788	104.322011590362
gene-b0199	88.5124963046884	159.561545287584	94.7536137209428	143.574380296975	111.847274915226	129.111400483122
gene-b0200	227.603561926342	245.479300442438	287.317409347375	449.685794892413	352.511756112126	592.879551018495
gene-b0201	100084.451476332	64173.1987216621	103471.965039331	99673.1273329604	77628.1796753	124709.218172249
gene-b0202	0	6.546114678465	15.2828409227327	0	0.77136051665673	1.03289120386497
gene-b0203	2.10744038820687	24.5479300442438	9.16970455363963	23.0260798589488	2.31408154997019	2.06578240772995
gene-b0204	224412.897178596	103205.225756344	215506.396419639	208277.664700621	133184.649526984	274650.935563716
gene-b0205	140.144785815757	102.283041851016	43.8108106451671	142.219905011155	127.27448524836	167.328375026126
gene-b0206	247.624245614307	233.205335420316	96.7913258439739	254.641353734258	203.639176397377	338.788314867712
gene-b0207	692.294167525956	930.366548676839	1367.30483455382	812.685171492312	1115.38730708563	776.734185306461
gene-b0208	820.848031206574	1370.59276080361	1189.00502378861	593.260175189388	1296.65702849996	821.148507072655
gene-b0209	9526.68427488914	7987.89643639692	11967.4832985612	7297.91284000096	6737.83411299654	9402.40862878286
gene-b0210	1090.60040089705	819.900863477742	723.387803676015	792.368042205004	1070.64839711954	945.095451536452
gene-b0211	830.331512953505	927.093491337606	869.084220472734	921.043194357954	1032.0803712867	1837.51345167579
gene-b0212	315.062338036927	468.047199510248	315.845379069809	203.171292873078	296.973798912841	250.992562539189
gene-b0213	570.062625009957	787.170290085417	699.954114261158	463.230547750618	481.3289623938	661.050370473584
gene-b0214	303.471415901789	458.22802749255	504.33375045018	449.685794892413	242.207202230213	437.945870438749
gene-b0215	8555.15425592577	9265.20706303241	2785.55247218342	4643.14127979274	5612.41911919437	4047.90062794684
gene-b0216	218.120080179411	406.677374399638	124.300439504893	65.014813719385	246.064004813497	203.4795671614
gene-b0217	30.5578856289996	16.3652866961625	7.1319924306086	40.6342585746156	13.1131287831644	9.29602083478477
gene-b4586	18.9669634938618	14.7287580265463	46.8673788297137	1.35447528582052	3.85680258328365	15.4933680579746
gene-b0219	2977.8132685363	2251.04518505715	3279.69766201844	3233.13250725358	2806.20955959718	3441.5934912781
gene-b0220	469.959206570131	437.771419122347	2048.9195397077	720.580852056517	498.298893760248	1022.56229182633
gene-b0221	74947.9562459949	34331.9166955445	45259.6239646422	27950.9519981922	29675.7817968177	22388.9497349772
gene-b0222	1093.76156147936	1728.17427511476	1546.62350138055	1712.05676127714	1362.99403293244	1390.27156040226
gene-b0223	985.22838148671	1180.75543512813	1366.2859784923	1565.77343040852	1374.56444068229	872.793067265904
gene-b0224	792.397585965782	1207.75815817679	667.350720292662	1116.08763551611	1023.59540560348	724.056733909347
gene-b0225	8827.01406600446	11558.8019934996	4190.55498101331	8029.32949434404	8916.15621203514	8311.67551750145
gene-b0226	7792.26083539489	9274.2079707153	6306.71902078103	6250.9034440617	7256.95974070652	9388.98104313262
gene-b0227	429.917839194201	201.293026362799	632.709614201134	140.865429725334	203.639176397377	361.511921352741
gene-b0228	226.549841732238	274.118552160722	293.430545716468	228.906323303668	199.782373814093	279.913516247408
gene-b0231	2744.94110563944	2513.70803653056	3663.80639720979	3806.07555315566	3073.87165887707	3335.20569728
gene-b0232	356.15742560696	428.770511439458	571.578250510203	327.783019168566	549.208687859592	405.926243118935
gene-b0233	311.901177454616	479.502900197562	458.485227681981	269.540581878283	527.610593393203	340.854097275442
gene-b0234	34.7727664054133	17.1835510309706	17.3205530457637	23.0260798589488	10.7990472331942	52.6774513971137
gene-b0237	3368.74346054868	1589.88760253219	5240.99558043581	2790.21908879027	1835.83802964302	2881.76645878328
gene-b0238	485.765009481683	535.144874964514	368.825894268616	776.114338775158	505.241138410158	578.419074164386
gene-b0239	2336.09767032731	2022.74943564569	2889.475790458	3092.26707752825	3616.90946260341	1948.03281048934
gene-b4710	799.773627324506	1105.47511632578	789.613447674524	870.927608782594	1220.29233735095	586.682203795306
gene-b4709	4.21488077641373	7.36437901327313	0	1.35447528582052	0	0
gene-b0241	33.7190462113099	36.0036307315575	3.05656818454654	5.41790114328208	24.6835365330154	29.9538449120843
gene-b0242	4300.23211213611	4320.4356877869	5909.36515678998	5224.21117740975	3498.89130355493	5423.71171149498
gene-b0243	4966.18327480948	4038.1344922781	4727.49212543199	4312.64931005254	3305.27981387409	4503.40564885129
gene-b0244	224.442401344031	207.020876706456	80.4896288597256	69.0782395768465	179.727000381018	162.163919006801
gene-b0245	55.847170287482	51.5506530929119	89.6593334133652	37.9253080029746	74.8219701157028	53.7103426009787
gene-b0246	69.5455328108266	31.9123090575169	78.4519167366946	98.876695864898	83.3069357989269	63.0063634357635
gene-b4504	13.6983625233446	13.09222935693	22.4148333533413	51.4700608611798	17.7412918831048	19.6249328734345
gene-b0247	16.8595231056549	21.2748727050113	30.5656818454654	101.585646436539	82.5355752822701	8.2631296309198
gene-b0248	185.454754162204	48.2775957536794	233.318038087053	123.257251009667	134.216729898271	173.525722249316
gene-b0249	250.785406196617	218.47657739377	303.619106331623	299.339038166335	507.555219960128	246.860997723729
gene-b0250	8112.59177440233	11866.4693833874	5076.95975453181	6784.56670667498	7597.12972855214	5219.19925312972
gene-b0251	93.7810972752056	128.467500564876	119.206159197315	146.283330868616	153.500742814689	105.354902794227
gene-b0252	91.6736568869987	128.467500564876	286.298553285859	174.727311870847	244.521283780183	199.34800234594
gene-b0253	1113.78224516733	1271.58277629183	1003.57322059278	1502.11309197496	1006.62547423703	1143.41056267853
gene-b0254	126.446423292412	199.656497693183	73.357636429117	86.6864182925133	104.905030265315	150.802115764286
gene-b0256	796.612466742195	824.810449486591	803.877432535741	874.991034640056	720.450722557386	731.286972336402
gene-b4690	33.7190462113099	67.9159397890744	58.0747955063843	55.5334867186413	64.7942833991653	56.8090162125736
gene-b0258	201.260557073756	288.847310187268	230.261469902506	474.066350037182	449.703181210874	441.044544050344
gene-b0259	0	22.0931370398194	15.2828409227327	0	29.3116996329557	2.06578240772995
gene-b0260	347.727664054133	204.566083702031	323.996227561933	242.451076161873	281.546588579707	217.94004401551
