	featureCounts on 30min_-_1	featureCounts on 30min_-_3	featureCounts on 30min_-_2	featureCounts on 30min_MMC_1	featureCounts on 30min_MMC_3	featureCounts on 30min_MMC_2
gene-b0130	8.66738574079038	8.78152121566159	8.72785383865181	8.67775637927402	8.62503131661562	8.8323563055791
gene-b0131	9.9608986806652	9.56504894168846	10.6240859197223	10.4585317975909	9.85834624029595	10.4586620357316
gene-b0132	9.67242836541653	9.56611068635061	9.52335902051382	9.6896421532017	9.91038563514644	9.67757484962265
gene-b0133	10.9440183976388	11.0669080471474	11.0228487489199	11.3704321793012	11.3450999674342	11.012563236055
gene-b0134	9.80950854694889	9.53521554484384	10.2698468567638	10.5540572300575	9.68499432131881	10.1727466126597
gene-b0135	6.92186044252948	6.75523530881666	6.59256142054522	6.48316677477344	6.7167343426465	6.90350588863805
gene-b0136	4.87382425102246	5.22307263353388	4.82415424249788	4.97004947039076	5.14122481791641	4.79789167580519
gene-b0137	7.85963524381406	7.96891907506496	7.86368752163406	8.00140127757697	8.10918890906676	8.21210163483075
gene-b0138	4.1287485203176	4.34884879401813	4.17930245867996	4.51257217664003	4.21527476882605	4.42962610882537
gene-b0139	7.30767325659046	7.16379874818152	7.25362095341328	7.49827267407785	7.17448660647392	7.18518704342498
gene-b0140	3.66991457446466	3.43330638907925	3.32699333970361	3.34354843236359	3.49810679031865	3.33806759062782
gene-b0141	1.92478422647613	1.74690863999528	1.75805818095957	1.74825205992063	1.7711726672308	1.74745900203287
gene-b0142	5.96558112641565	6.03843284394358	5.89481717349225	6.37266362182921	5.7010604986283	6.19394506320525
gene-b0143	9.64142620797954	9.91218492046544	10.0671065925883	10.1368415055248	9.9247942523501	10.2942111621094
gene-b0144	10.2237199469763	10.3239378460615	9.94277219460043	10.2630032963117	10.1565041681434	10.5023908391129
gene-b0145	14.6759263219312	14.4368049493082	14.4347090901807	14.6988596869177	14.416857232572	14.7449412280521
gene-b0146	15.7486651561174	15.5615804039132	15.5595194351277	15.6653018173147	15.5589134857777	15.6307105702358
gene-b0147	7.15158362093226	7.05022252333629	6.90147864950762	6.98223954274683	7.02186009057504	6.70565156717804
gene-b0148	11.9400587732396	11.9140066083006	11.959989759666	11.874860808779	11.867969185418	12.0683079821318
gene-b0149	12.099928549087	11.7708662941587	11.9797696135318	11.8203735045058	11.8384833994722	12.0609561736504
gene-b0150	13.5243114412197	13.4227458005776	13.4521966674482	13.5307895051687	13.3840812230104	13.423642057818
gene-b0151	9.57655119296233	9.49460477387301	9.74294718304223	9.78934814284867	9.5795027593673	9.53194665742992
gene-b0152	6.61484976804542	6.31018936008622	6.85729555492065	6.75925003172856	6.37873814310662	6.51666498598719
gene-b0153	10.4956855816933	10.6178408191591	9.23376925466041	10.1216733846926	10.6037495721466	9.90011039233241
gene-b0154	12.7239969310356	12.2950007450999	12.8002359181692	12.605695852568	12.5252129086987	12.7307950841961
gene-b0155	12.8766447097546	13.0447286469755	12.89077928494	12.9813364426293	13.0431081677665	12.9322026834147
gene-b4728	12.0287369623048	12.1466812056462	12.0174190722218	12.1262806179504	12.5046206752173	12.0428717933027
gene-b0156	14.3350922130973	14.5330478901515	14.0734449991628	14.3793381931947	14.9741838135088	14.2812937714847
gene-b0157	8.02872896089982	8.37081853067079	8.03438894114505	8.8508923986408	8.68691640746148	8.37658158390662
gene-b0158	7.70335571420466	7.99808331547076	7.82466045874055	8.14974977561576	7.93118283569574	8.09372354115088
gene-b0159	11.6394587355938	11.3294771817636	11.8151201462005	11.9341141017941	11.698161518307	11.83676354799
gene-b0160	8.82183995526976	8.95781616218794	8.73385262813706	8.17454991617661	8.66676583641157	8.33962233600871
gene-b0161	12.4348986989063	12.2420756755566	12.2212101157016	12.4930175889633	12.2294587633728	12.5428104532182
gene-b0162	9.78131352776282	9.39666616278015	9.64284739411711	9.58095113517191	9.24012976548302	9.5543130811435
gene-b0163	11.2791217669659	11.2749961516956	11.7638299376444	11.2969621329807	11.0488543007717	11.5606108825233
gene-b0164	6.20549580834521	5.66812060851552	6.05279325502452	5.91012555974861	6.05284094555167	6.11705366667915
gene-b0166	10.15125552093	10.0301381295088	10.2957788593287	10.1637808445509	10.0143569615328	10.3379212260183
gene-b0167	11.2583712279558	11.3059447941588	11.4541763451523	11.3674774892937	11.3611896154397	11.2309502177847
gene-b0168	11.3597496162773	11.2695751706408	11.3976941195852	11.3402416787952	11.382764265737	11.6032294056385
gene-b4414	11.7413066226715	12.2585443253216	11.4599375709062	12.2886809599964	11.8959999333093	11.9117614309873
gene-b0169	15.8986807451322	16.3413276138534	15.6363555366746	16.3051604436378	16.0438576691301	16.1213358815768
gene-b0170	13.4888300393839	13.5446201963274	13.5482231150548	13.8145092291121	13.3304134154997	13.9433511364155
gene-b0171	11.497384241854	11.8575850428177	11.4190373754089	11.410940459943	11.739865001105	11.3986944471409
gene-b0172	14.3536381973773	14.4077472001414	14.4906512619313	14.2207856617723	14.3084733193664	14.3764171110442
gene-b0173	10.7569178553435	10.6954763059415	10.8518906559718	10.4854067444275	10.5452120391734	10.6739927422832
gene-b0174	9.31401895962534	9.54191588676109	9.62242800108109	9.21065937523078	9.33038853046857	9.61202554028396
gene-b0175	11.4493405436848	11.357343432091	11.4715289610969	11.2783624433284	11.2061035780506	11.4341061825025
gene-b0176	11.7986624702688	11.8693026543264	11.9730379622775	11.7195106098893	11.7989518902014	12.0814182979011
gene-b0177	12.9457821639458	12.9360190865728	13.2859946686573	12.8519379339163	13.0184887949913	13.0255207292406
gene-b0178	13.7132989025529	13.6493717890565	14.1175964676291	13.5398871405069	13.8780410738697	13.7113011165722
gene-b0179	13.9807842095734	14.1596040137542	13.9767557725158	13.7786137848303	14.0765268435151	13.8666142737553
gene-b0180	12.9599967956815	12.9472363528165	12.6733921859791	12.811001200282	12.9348381401482	13.008361951216
gene-b0181	12.3752562397326	12.0524270063351	12.3029864681456	12.4383528318423	12.2105631451272	12.6626082624348
gene-b0182	10.3240876509039	10.3942943501671	10.2135577551794	10.4983859901215	10.3914270889168	10.3982049165776
gene-b0183	6.37978256044126	6.27960151014266	6.70839224404943	6.4516064517976	6.68810053085785	6.45790122875286
gene-b0184	12.4954519948048	12.7910874403411	12.5093555962013	12.3630080013732	12.3966390088086	12.7019414928937
gene-b0185	11.8980776571875	11.754832720607	12.0599332460141	11.6758583493884	11.7770997031367	11.89978521577
gene-b0186	12.2498456091071	12.5415853983809	12.2777454919707	11.8891578989584	12.2242065486631	11.9624252153491
gene-b0187	9.90025918651187	10.1176675167164	9.75184695486893	9.56593817900922	9.96988288465337	9.7610987673484
gene-b0188	9.97192333049474	10.0721051797813	10.1691185906181	9.91803909815433	9.83283869990788	9.71290498643493
gene-b0189	12.9555622606001	13.0731094334056	12.7686294721307	12.9969692516691	13.1081492786336	13.1281001880856
gene-b4406	12.9871848386357	12.9289974691663	12.9696355305079	13.0898077908049	12.9622746101467	13.1739431266705
gene-b0190	8.42658137619768	8.32476316655466	9.05143194951855	8.55566242945229	8.68561306175819	8.36871986162071
gene-b0191	9.86918047308966	9.70273037656892	10.1464218007276	9.78337861947016	9.52105356610793	9.76081677821315
gene-b0192	10.8787666740644	10.737633700156	11.2365779879741	10.4895809729218	10.6086828154401	10.6521068058795
gene-b0193	7.18309505993662	7.24012045259309	7.44138570039239	7.19983142633612	7.39064478195032	7.43716796692478
gene-b0194	13.1945808742817	12.8952555686674	13.2412855222466	13.1213444904414	13.0663432229298	13.2600233883162
gene-b0195	8.33119055129722	8.35085174496616	8.63569755253319	8.38797300782262	8.37710084585736	8.28442940664002
gene-b0196	8.18584937746683	8.18264833475227	9.00332111072006	8.65213374308858	8.42273705589291	8.57989899852357
gene-b0197	9.88041673418041	10.1286916836613	10.0802968029312	10.1135248662815	9.811429222903	9.73719706540465
gene-b0198	6.38688320406215	6.40367244030703	6.40916340961422	6.45764610882997	6.31398053893028	6.50108476927059
gene-b0199	6.76780478128722	7.05311862941045	6.79646114467367	6.99528735720362	6.87113397800015	6.9414021285545
gene-b0200	8.16645760640041	8.21056744754811	8.30889619104238	8.6136656651533	8.44346239919605	8.8215466467469
gene-b0201	16.5681343218493	16.2083015686497	16.5962953207656	16.5646604246592	16.3586114824352	16.7571317638232
gene-b0202	1.87782082188616	1.94225066468243	2.02013897727773	1.87858753355323	1.88505502052877	1.88823851620651
gene-b0203	3.25135878554435	3.4430161536967	3.31633431314298	3.42851092960061	3.25201610725791	3.250861849143
gene-b0204	17.6618088807404	17.0391318309239	17.6270515257913	17.5979475823565	17.2326902431125	17.8385195815307
gene-b0205	6.95658285874561	6.8004725538675	6.48870002170946	6.96360723869491	6.90696161185265	7.05401877438842
gene-b0206	7.85696188564642	7.81958678210321	7.359411452488	7.8742407756281	7.73720584947954	8.06515136136269
gene-b0207	9.64229568602983	9.86069370931803	10.1677225872793	9.7589889252182	10.0025032078009	9.7254244924978
gene-b0208	9.80501979215482	10.205936699432	10.0902597474528	9.5764669744787	10.1605269829156	9.80527239566274
gene-b0209	13.1614441157289	13.0158210338771	13.3567146504915	12.9430521647819	12.8797064216218	13.1504309619577
gene-b0210	9.96178972755067	9.74274253089607	9.65169055936773	9.71779671579004	9.94748783073044	9.85034567428782
gene-b0211	9.84901126817605	9.93084410815417	9.88262867014407	9.92617250826039	10.0127611396881	10.4850013538179
gene-b0212	8.26502207032744	8.54311614118789	8.26668100999214	7.99611731864827	8.22619783223374	8.11981887668706
gene-b0213	9.19417048856223	9.43675566939916	9.34616268880936	9.0491095591896	9.07437909026534	9.30304428283178
gene-b0214	8.44242170321556	8.7218769991807	8.7913303685773	8.70780020633557	8.30304619816516	8.68931142793338
gene-b0215	12.7957724194686	12.8669779542104	11.8951814895224	12.2803831479973	12.4343191753811	12.172502586286
gene-b0216	7.66885580746239	8.09484464661601	7.35548251281882	7.08756447449212	7.74565137568383	7.62643481334701
gene-b0217	4.32047734995532	4.20813352464244	4.12597085733801	4.38945014741171	4.17957780258689	4.14612715208837
gene-b4586	4.01210234940956	3.97561263390829	4.21864760314288	3.85174160664077	3.87207349194583	3.98242644272265
gene-b0219	11.5396270559631	11.3190779836728	11.6186688867485	11.6068326573445	11.4917474010949	11.6586493484663
gene-b0220	9.22383868070223	9.17596579533413	10.3989244639721	9.52736769547811	9.26254275717413	9.80031644129514
gene-b0221	15.7896851185503	15.104049963096	15.3371710176944	14.9380865235964	14.9857117538456	14.7666758752889
gene-b0222	10.2907519308999	10.6465741583951	10.5569107572173	10.6387070226634	10.4573244088242	10.4728057666936
gene-b0223	10.0815251396637	10.2191770812735	10.3342533881263	10.4445643045773	10.3391936156014	9.99261926742255
gene-b0224	9.72139191841155	10.0488430160622	9.59700530297442	9.9848103706355	9.91671298141942	9.6553907956991
gene-b0225	13.0502730183874	13.2818895105724	12.4690634406544	12.9714228744897	13.0587320611608	13.0000385355364
gene-b0226	12.9147133076163	13.0603428369765	12.7440004180536	12.7370850990973	12.8562923105853	13.0706969689936
gene-b0227	8.4792038209941	7.9801884595785	8.77528393046829	7.79266942614985	7.98670491951362	8.35533979254607
gene-b0228	7.90207894313043	8.02059099622071	8.06436364365735	7.90856971714109	7.82796497486636	8.0338087938356
gene-b0231	11.5133066288388	11.4444310784519	11.7479225067259	11.7797748610625	11.6036781123977	11.67012593526
gene-b0232	8.62721110996006	8.75195856682516	8.95804966653595	8.57494939202777	8.92921591829088	8.71431670672459
gene-b0233	8.45871768326246	8.75349166607189	8.72081587813317	8.36843266986294	8.82399464381363	8.51644450172269
gene-b0234	4.71870257702515	4.58238456906235	4.58426947900894	4.63101275965671	4.52585665801702	4.8372285883778
gene-b0237	11.5974319539454	11.0119146629797	11.9819621676158	11.44183341434	11.1164688129443	11.4681103886052
gene-b0238	8.99002247225888	9.05900660479587	8.80372507357463	9.33912154346562	9.01771606605896	9.11568100220222
gene-b0239	11.2579123402381	11.1456150369307	11.4296739541423	11.4858673340951	11.6186942961582	11.1169886842059
gene-b4710	9.70655220683567	9.95706300857181	9.69702329042044	9.7707119129402	10.0370607810979	9.4845557291826
gene-b4709	1.10120908680083	1.13053915967478	1.06106911569464	1.0743663713403	1.06072662389141	1.06108819564508
gene-b0241	4.50888833975087	4.52635677163948	4.25264256511333	4.27852833431179	4.44185417452562	4.48152293086226
gene-b0242	12.1291647233469	12.1329158920064	12.3927732522571	12.2887012176891	11.9667588189951	12.3201235038662
gene-b0243	12.1866990695446	12.0160845381463	12.1454857994759	12.069619852467	11.8573876613958	12.105211916102
gene-b0244	7.44353717668421	7.39439310191723	6.91390839697041	6.85894143390815	7.30988917601004	7.25063946138925
gene-b0245	5.87752581588686	5.8510821601572	6.05862475528277	5.76545414442272	5.98449280665385	5.86468312049981
gene-b0246	6.11614942610433	5.87932198572969	6.16341734161445	6.26151296051821	6.18877103204732	6.07975372554624
gene-b4504	4.40060798881765	4.39424529468448	4.47301799483979	4.67405248622616	4.43440758143651	4.45050915954475
gene-b0247	5.10242772892331	5.13895418814074	5.21619730280397	5.63875889070069	5.5495896369232	5.02165792867033
gene-b0248	7.29937882551043	6.70137008597074	7.44048472242374	7.0776175197657	7.12010320690139	7.26073771623728
gene-b0249	8.10351286472586	8.01966136839024	8.22526861083766	8.21592286418739	8.58967309889203	8.09377050380823
