	featureCounts on 30min_-_1	featureCounts on 30min_-_3	featureCounts on 30min_-_2	featureCounts on 30min_MMC_1	featureCounts on 30min_MMC_3	featureCounts on 30min_MMC_2
gene-b0119	13.4722780779519	12.541262679114	13.6931354832764	13.6073769243326	12.9358247110782	14.0074456439436
gene-b0120	10.8863021413064	11.1988556315986	10.3122153617369	11.0928092725752	11.0443814254766	10.6659772868898
gene-b0121	9.63686799578935	10.0924307384759	9.78185757956159	10.0368397999882	9.58442176317719	9.578626174429
gene-b0122	9.59603082996636	9.89279608276079	8.49430422936775	9.76910486344052	10.0437912886991	10.4170490634951
gene-b0123	10.3111165462657	10.794998351027	10.0856843148905	10.6823461501	10.052219856399	10.1905754465921
gene-b0124	14.5502414244584	14.8329800389378	14.9083872513866	14.7836438819684	14.8296447741843	14.3713877979908
gene-b0125	9.64451608990089	9.93693933352195	9.76670052186899	9.99905774544613	9.55351818811187	9.86665404274204
gene-b0126	10.1204417128617	10.2512765206714	10.7518012454504	10.5748797596379	9.93517439976765	10.0068493666284
gene-b0127	10.2182991550763	10.1361852025168	10.3306239511042	10.4573477256035	9.98776565480681	9.92161538037143
gene-b0128	10.2170202008399	9.85622122981657	10.3351895177648	10.2861202957267	9.85309040195217	10.4727100067914
gene-b0129	9.13698387752203	8.2612707114271	9.06086686447904	8.40835004550153	8.77019569974907	9.44752524025783
gene-b0130	8.92605993304814	9.12109855622889	9.0299860404088	8.94373066278326	8.85295674957758	9.20742585060253
gene-b0131	9.93830899257241	9.20613904485275	11.0449144409913	10.7801236725746	9.75572547919638	10.7797878477226
gene-b0132	9.83527100473074	9.65200496507439	9.57688958297459	9.86471203393845	10.2335670747076	9.84406598936618
gene-b0133	10.8693244114029	11.0860274377905	11.0089677228222	11.5993349292758	11.5571235967887	10.9908801387084
gene-b0134	9.79807004072313	9.2977510043794	10.5788619430293	11.0352800701666	9.57566010251711	10.4192301608801
gene-b0135	7.93818150961834	7.64484372086082	7.34462829764009	7.12312760016472	7.575731630762	7.90631185016339
gene-b0136	6.52607188823098	7.2731718091093	6.38601534338659	6.76136387573831	7.11621928032736	6.30191917280053
gene-b0137	8.20165900235209	8.39311396991959	8.20899385126105	8.44891329280594	8.6318482025063	8.80493649331296
gene-b0138	5.8624752304206	6.65758574560822	6.15413507539151	7.02186551678015	6.29255432866269	6.842504100067
gene-b0139	8.00752218471795	7.75344591546011	7.91272210136637	8.33591216418985	7.77279900568479	7.7909331464953
gene-b0140	6.90128134633299	6.31136362752462	5.65395189502433	5.89030969431561	6.4982252229684	5.86040753822382
gene-b0141	6.52607188823098	5.65395189502433	5.8590024319614	5.65395189502433	5.96264799264165	5.65395189502433
gene-b0142	7.0979142205436	7.23851518060406	6.95513769415745	7.84014544005102	6.51586719157116	7.52369380082848
gene-b0143	9.50017432560899	9.984445672834	10.2494969669337	10.3668894155728	10.0063233158617	10.6259497989646
gene-b0144	10.3289821710604	10.4992981379819	9.83287155284308	10.3962271675421	10.2130507537695	10.7958159079058
gene-b0145	14.7590611719573	14.3426070466079	14.3388204710289	14.7980518457285	14.3065722447918	14.8761342551147
gene-b0146	15.8425260249961	15.5205075227882	15.5168855373157	15.7003542868385	15.5158241741479	15.6408218075635
gene-b0147	8.06169419685428	7.88538797203685	7.62088086361557	7.76642052614873	7.83573183969914	7.24999264682255
gene-b0148	11.978233202977	11.9332151962518	12.012520510617	11.864966226028	11.8529917595145	12.1970616233048
gene-b0149	12.2572891212174	11.6872490239323	12.0532153640981	11.775809662444	11.8080685993512	12.1913372007736
gene-b0150	13.5859312022981	13.4109467643157	13.4620498329704	13.5970057449527	13.3432858989742	13.4125008884905
gene-b0151	9.71520500574218	9.57327783873282	9.99763792337527	10.0754694032941	9.72041974289725	9.63805167586609
gene-b0152	7.58347843052513	7.00472370962294	8.00510516028502	7.84014544005102	7.14359283231439	7.40429430841547
gene-b0153	10.833089678956	11.0278163782975	8.51493596675834	10.2121420584521	11.005371352234	9.82441752740758
gene-b0154	12.8249918813541	12.0666356872723	12.9527873922324	12.6229350517477	12.482676245048	12.8364582806579
gene-b0155	12.8314722445523	13.1222452748919	12.8563762872556	13.0137746441123	13.1194804855251	12.9287926668869
gene-b4728	11.974081965777	12.179873757366	11.9540657299272	12.1446334010936	12.7765069122305	11.9990276348094
gene-b0156	14.2712828289927	14.6131998028693	13.7943757388847	14.3489629481738	15.3313652749863	14.1757589926885
gene-b0157	8.11376649145418	8.71541311199567	8.12457495709832	9.50590325004063	9.23854915987216	8.72509555680455
gene-b0158	7.97645061407299	8.4935446295985	8.19355994743366	8.75062710520073	8.3792987223929	8.65552963076698
gene-b0159	11.6309483621506	11.0696342493349	11.932413183748	12.1311907683254	11.7328858293275	11.9688575887145
gene-b0160	9.27438615095454	9.49490397582912	9.12864534976257	8.14320879349701	9.01608314000143	8.44959271561264
gene-b0161	12.5153635606737	12.179873757366	12.1424127716311	12.614234268456	12.1573050348836	12.6984410302053
gene-b0162	10.1272677832683	9.47670304160783	9.89766930223806	9.79361101312895	9.19904751345056	9.74823997491273
gene-b0163	11.2650635586754	11.257920437951	12.0768881345655	11.2961840731345	10.8511499141271	11.744863502048
gene-b0164	7.58347843052513	6.46569400333293	7.30392383778541	7.02186551678015	7.30312700633814	7.42344018117762
gene-b0166	10.2598787547389	10.0484193866739	10.5058484777491	10.2814099365172	10.0203543685535	10.5769860146524
gene-b0167	11.2607313425112	11.3435776763669	11.5968225452097	11.4494354908123	11.4386039570533	11.2125130555146
gene-b0168	11.3887552457001	11.2311491395951	11.4542377957713	11.3548324434794	11.4285423690172	11.8006602424433
gene-b4414	11.6381222647206	12.5179011760826	11.1142247986442	12.5670297511774	11.910792100769	11.9380429098905
gene-b0169	15.7797879522051	16.5368277811871	15.2923007187578	16.4773884317143	16.0357878081358	16.169101019854
gene-b0170	13.4081364022244	13.5065569582023	13.5128582370258	13.9667046641039	13.121479922303	14.1783333338609
gene-b0171	11.5031919621006	12.1092133953735	11.3656284402478	11.351095696069	11.9154097937028	11.3295113211927
gene-b0172	14.3561504990203	14.4493607842649	14.5906671569648	14.1218517889807	14.2775034835765	14.3955119862425
gene-b0173	10.9046700685941	10.8003082715754	11.0635881438568	10.4334931673766	10.5401195445823	10.7635794174848
gene-b0174	9.41320159568758	9.80286665485343	9.93729404839794	9.22964577024287	9.44218359630634	9.92007392600373
gene-b0175	11.5617096033177	11.4045287777535	11.5991940474274	11.2671304390816	11.1397448601077	11.5358683544506
gene-b0176	11.7815063614284	11.904244243812	12.0813050488973	11.6415481667154	11.7820717066601	12.2625233806677
gene-b0177	12.9153366565137	12.8982480148746	13.4910648644133	12.7492201336082	13.0416363103547	13.0537518145508
gene-b0178	13.6830978600448	13.5705437451675	14.3624606655488	13.3736673148862	13.9661859254975	13.6796049590741
gene-b0179	13.9953254384458	14.2982941895002	13.988371493848	13.6383570097032	14.1588903977856	13.7958582985803
gene-b0180	13.0295573369937	13.0077976039476	12.5264017212457	12.7720297568426	12.9866186283309	13.1114677970544
gene-b0181	12.4281233879828	11.8448167382646	12.302884437362	12.5361059371773	12.1391610909559	12.9157380135544
gene-b0182	10.3949170884857	10.5155374596999	10.2015331176213	10.6918369968108	10.5106386037304	10.5222459510705
gene-b0183	7.24216835825848	7.03682150577381	7.85403008769817	7.38170424407662	7.81508986662632	7.39460649900579
gene-b0184	12.4846569210587	12.9849712970016	12.5088534889762	12.2502979140512	12.3106430776962	12.8370693914891
gene-b0185	11.9752153068767	11.7275009216414	12.2468225658483	11.5873157549997	11.7665012173479	11.9781228306334
gene-b0186	12.3225584975633	12.8066350802277	12.3699606001467	11.6831552048477	12.2787455195052	11.8176888914638
gene-b0187	10.085816244278	10.4469126144323	9.83125396134038	9.50049167482084	10.2026817359209	9.84731471725253
gene-b0188	10.1272677832683	10.2961685163366	10.4574747897975	10.0349741216912	9.88766824149636	9.67512133129681
gene-b0189	12.9366294166087	13.139224737867	12.6030657458872	13.0085671173528	13.1986748846904	13.2323753097755
gene-b4406	12.9814937600407	12.8797272299251	12.9509321244834	13.1580089009953	12.9380953953854	13.2999821323472
gene-b0190	8.64750422659239	8.4699615054179	9.68303803981876	8.86963401747649	9.08800397448768	8.54625412657526
gene-b0191	10.0703125889734	9.78552618092662	10.5279446802449	9.92441140646727	9.46452235260128	9.88573607710628
gene-b0192	11.0365238852705	10.7963276674273	11.6203638603963	10.3564781975279	10.571207190233	10.6474981740028
gene-b0193	7.72812844587997	7.83202134246347	8.1831725038675	7.75690390127392	8.09525352187533	8.17601676300262
gene-b0194	13.2570047884845	12.7298146642259	13.3362273419762	13.1312513376024	13.0355522006841	13.3678079353728
gene-b0195	8.64364729421736	8.67787328555196	9.15747213309456	8.74139762861223	8.72291109123481	8.56239918060359
gene-b0196	8.28421612726525	8.28089905870524	9.65585851716921	9.08846076333687	8.70137299499323	8.96731414658053
gene-b0197	9.95989508073971	10.3810692024063	10.300589178819	10.3564781975279	9.8397534727359	9.70768275007448
gene-b0198	7.37036390930019	7.40241303996808	7.41268085601479	7.50423271821128	7.2303100000085	7.58350842055871
gene-b0199	7.44876098354785	7.96652293450303	7.50371905216557	7.86675426944723	7.64288028960636	7.76947081241394
gene-b0200	8.32369838175741	8.40384824348723	8.57505501935639	9.09207672600961	8.80590275472672	9.43025816655495
gene-b0201	16.6123088435759	15.9719445302755	16.6602834609205	16.6063734619279	16.2461625381397	16.9293728497503
gene-b0202	5.65395189502433	6.17136417815835	6.43905425027966	5.65395189502433	5.83240407380513	5.86040753822382
gene-b0203	5.94859286185635	6.64187900910045	6.26504283106577	6.61187628474507	5.96264799264165	5.94567620914506
gene-b0204	17.7764432375433	16.6565631742868	17.7180450739649	17.6688459003793	17.0241585035806	18.0677685071129
gene-b0205	7.84433170499807	7.56692799305964	6.95513769415745	7.8579444686215	7.7565781197572	8.01241331709478
gene-b0206	8.41315976364326	8.34932091172192	7.52114504670125	8.44319088799355	8.20833075093244	8.76036800908635
gene-b0207	9.62531867164561	10.0064720241219	10.5179429843768	9.83067884541247	10.245554146963	9.77237639914151
gene-b0208	9.84359283591131	10.5211782094971	10.3306239511042	9.431058144568	10.446610446487	9.84406598936618
gene-b0209	13.2328890326128	12.9816181581677	13.5588960467569	12.8529727044623	12.7393936457001	13.2141436424903
gene-b0210	10.2157401077274	9.84210032697574	9.68124203585234	9.79802200923133	10.1912841157015	10.0270321404464
gene-b0211	9.85845151157507	10.0018628966346	9.91761845108956	9.99330370059499	10.1427964592372	10.9195388040926
gene-b0212	8.67798261954457	9.14020701442582	8.68078034778578	8.20597837956319	8.61174520458754	8.42765659858937
gene-b0213	9.38146443618417	9.78954648795601	9.63929960842355	9.12773832003525	9.17403248597875	9.56683374971364
gene-b0214	8.63590135002179	9.11467147512331	9.23078022703813	9.09207672600961	8.38952145941398	9.06042460782807
gene-b0215	13.079412045348	13.1931616536842	11.4945436454778	12.2116781482637	12.4799513878505	12.0181972806588
gene-b0216	8.27919989743721	8.97249933956053	7.73542799835446	7.21590705382825	8.40639276314039	8.20752874257143
gene-b0217	6.75122294365751	6.46569400333293	6.19376684643528	6.90994339058898	6.38243431030298	6.2691752146479
gene-b4586	6.52607188823098	6.42502610575672	6.9968362137304	5.89030969431561	6.05197403244968	6.44431285501387
gene-b0219	11.5876330324603	11.1988556315986	11.7226580251729	11.7026376815868	11.5048385441049	11.790177366278
gene-b0220	9.14512635713508	9.05994889812874	11.0690749406147	9.67628235515586	9.21611130909904	10.1305743587019
gene-b0221	16.1955380135967	15.0714852104241	15.4691416170928	14.7757935818962	14.8618816667686	14.4569664834351
gene-b0222	10.2195769724684	10.8356471906182	10.6845604228621	10.8228570833149	10.5136902317163	10.5403910358096
gene-b0223	10.0816045422479	10.3213376041598	10.5169389815694	10.7012657010025	10.5250765556661	9.92315518063937
gene-b0224	9.79807004072313	10.351513432796	9.57882135049875	10.2463875959239	10.1319060137313	9.68242145671008
gene-b0225	13.1240295760341	13.5091919191288	12.0669860015298	12.9889899282032	13.1383641694304	13.0382462328479
gene-b0226	12.9462925701893	13.1945475392714	12.6454390305828	12.6328149638038	12.8449641141098	13.2121036052433
gene-b0227	9.03836590800124	8.19649390635504	9.51163136873431	7.84907515235318	8.20833075093244	8.83498450186528
gene-b0228	8.31882480108667	8.5232885070768	8.5983941949056	8.32969999322271	8.18881745427552	8.54625412657526
gene-b0231	11.4740872441405	11.3517344307341	11.87798768985	11.9315237866326	11.6319841781438	11.7461657435783
gene-b0232	8.81775531650416	9.0351851452759	9.38475783994973	8.72275452624144	9.33535981993073	8.97031852250238
gene-b0233	8.66663089682864	9.16942942430642	9.11534623728607	8.50487367477482	9.28598377897533	8.76731738153928
gene-b0234	6.82080470313314	6.4852091672921	6.48842727667247	6.61187628474507	6.31625344865223	7.07184096779085
gene-b0237	11.7601855148731	10.722029537577	12.3829544472709	11.4968757887362	10.9182894892271	11.541879914709
gene-b0238	9.18515297020775	9.30340316062875	8.85818316476275	9.77135009097021	9.23297278960846	9.39952883662666
gene-b0239	11.2501557200499	11.0513837106206	11.5456064199973	11.6403240787475	11.8598956557107	10.999645505506
gene-b4710	9.81001174277797	10.2337057087816	9.79353657446905	9.92037301259318	10.3653082440126	9.4171693921378
gene-b4709	6.06991933876644	6.20238815651313	5.65395189502433	5.89030969431561	5.65395189502433	5.65395189502433
gene-b0241	6.80388176341775	6.84020416991533	6.00851585815941	6.125099855381	6.64450187107517	6.74081377376722
gene-b0242	12.1034052535689	12.1100148680104	12.5530641831149	12.3784133400358	11.8133359266063	12.4314858499982
gene-b0243	12.3067410282299	12.0147960553695	12.2371111123739	12.1074711348884	11.7335397242285	12.1685333482033
gene-b0244	8.30902541531834	8.22521313510877	7.37426736956856	7.25960967699845	8.082557698599	7.98207568762637
gene-b0245	7.11067066091764	7.05769782465254	7.45904609005351	6.86974204747535	7.31871103003059	7.08464587572129
gene-b0246	7.26453124723618	6.77414713586587	7.35458994572132	7.5387288243935	7.40095232057798	7.19367583759715
gene-b4504	6.39816899295922	6.38186557786304	6.59951829277824	7.05667915507759	6.4982252229684	6.54061851861377
gene-b0247	6.47754242930039	6.57596592942798	6.7513565283439	7.56120622542592	7.39370475032621	6.23447068655667
gene-b0248	8.11376649145418	7.0155308420746	8.34983154500282	7.72792644270746	7.80464522474757	8.04793268341068
