	featureCounts on 30min_-_1	featureCounts on 30min_-_3	featureCounts on 30min_-_2	featureCounts on 30min_LEVO_1	featureCounts on 30min_LEVO_3	featureCounts on 30min_LEVO_2
gene-b0063	2502.93929157913	1202.03866314424	1924.02762292859	6357.27243200035	2176.19794002629	2792.51169910257
gene-b0064	2234.3963089023	1862.27313114446	1107.18979265301	3716.75179587422	3518.49375314379	2879.29652383659
gene-b0065	2374.60245179158	2401.78881860044	2406.28297075942	9626.63743763045	3712.97992840484	4690.57980134973
gene-b0066	455.48450652922	383.325037747093	307.473454016397	2765.66379423637	1098.67628831681	862.249226389566
gene-b0067	26.7059319789119	42.3373922287834	63.4921981611586	18.7714737165365	68.2407632494916	6.998776188227
gene-b0068	56.3791897332585	38.9046306967199	159.087193145375	172.071842401584	133.069488336509	207.163775171519
gene-b0069	232.935073371621	301.510887899579	194.756967393217	425.486737574826	484.50941907139	446.521920808882
gene-b4577	68.2484928349971	84.1026575355562	44.9439155522808	287.829263653559	77.1120624719255	127.377726625731
gene-b4662	35.6079093052159	49.2029152929104	37.0965652177556	172.071842401584	51.1805724371187	78.3862933081424
gene-b0070	784.115836158608	749.486267833868	502.230421409614	1141.93131775597	707.656714897228	800.659995933168
gene-b0071	1384.25747424027	1810.2095812415	1900.48557192502	1385.96047607094	1001.09199687004	1686.70506136271
gene-b0072	1240.34217413169	1371.96035898139	2234.35465888482	497.444053488216	683.772447759906	715.274926436799
gene-b0073	1032.62936985126	1042.9873788253	2024.61638630751	337.886526897656	526.13628465358	635.488877891011
gene-b0074	1076.39742503892	1216.34183619451	1436.77850670307	644.487264267752	565.03351970579	386.33244559013
gene-b0075	25.9641005350532	121.863034388255	3.56697742478419	0	44.3564961121695	0
gene-b0076	55.6373582893998	59.501199889101	196.897153848087	653.87300112602	201.992659218495	197.365488508001
gene-b4726	0	1.14425384402117	0	0	0	0
gene-b0077	1026.69471830039	812.992356177043	1084.36113713439	147.043210779536	494.745533558814	327.542725609023
gene-b0078	162.461086205047	69.2273575632809	442.30520067324	610.072895787435	85.9833616943594	172.169894230384
gene-b0080	2858.27655318743	1172.8601901217	3345.82482444757	4974.44053488216	1629.58942639786	3493.78907316292
gene-b0081	4243.27585887156	2291.94044957441	9548.79856614728	6122.62901054364	1057.04942273463	3113.05564852337
gene-b0082	8373.05150683274	5737.86090084417	9124.32825259796	22835.4977761666	5751.33152666715	9837.47981017187
gene-b0083	2640.17810869299	2052.79139617398	2272.87801507249	8725.6066992367	2288.79519938795	3636.56410740275
gene-b0084	614.236435514974	573.843302776618	490.102698165348	835.330580385872	371.229752077234	394.730977016003
gene-b0085	476.255786957262	360.439960866669	420.903336124535	456.772527102387	476.320527481451	344.339788460768
gene-b0086	350.886272945148	359.867833944659	291.06535786239	240.900579362218	438.105700061736	240.757900875009
gene-b0087	382.785025031071	165.91680738307	291.778753347347	197.100474023633	270.915830100482	382.133179877194
gene-b0088	526.700325139652	411.359256925612	504.370607864485	159.55752659056	354.851968897356	289.749334192598
gene-b0089	426.553080218732	330.689360922119	525.059076928233	588.172843118142	343.933446777438	407.328774154811
gene-b0090	654.295333483342	619.613456537465	510.791167229096	919.802212110286	463.354782464048	499.712619839408
gene-b0091	1100.1360312424	915.403075216938	823.971785125148	716.444580181141	629.179837160313	452.120941759464
gene-b0092	2456.20391061604	1978.98702323462	1218.47948830628	3244.33637400805	1746.96353918699	1811.28327751315
gene-b0093	5973.96861739382	4856.78544094787	3561.98365638949	6923.5452224492	3985.26057377031	4759.16780799436
gene-b0094	7471.72630254447	5663.48440098279	6098.81800089601	10828.0117554888	6578.40957725099	8342.54121636658
gene-b0095	16728.2990590129	11736.6116781252	14402.7414457936	27659.7665213165	18078.3430000553	20247.4595125407
gene-b0096	161344.62988204	86487.8546734183	164159.435043418	487276.171891759	145161.751584319	356447.671266401
gene-b0097	1467.34259595244	1543.59843558456	1857.68184282761	2427.77726733871	2137.98311260657	3192.84169706916
gene-b0098	7907.92319153336	7253.99724417222	8520.08227683952	7602.44685519726	10169.9209470717	10117.4308577009
gene-b0099	173.588557862927	189.374011185504	80.6136898001227	3.12857895275608	163.095424166285	254.755453251463
gene-b0101	600.883469525518	775.804106246355	418.763149669664	150.171789732292	397.843649744536	362.536606550158
gene-b0102	1649.83313114167	1696.35632376139	1768.507407208	747.730369708702	773.16784761674	1196.79072818682
gene-b0103	2522.22690911946	2143.75957677367	2080.26123413414	728.958895992166	921.932711500632	1122.60370059161
gene-b4727	2.22549433157599	36.0439960866669	5.70716387965471	0	12.9657450174034	0
gene-b0104	349.402610057431	337.554883986246	500.090234954744	431.743895480338	489.286272498855	355.537830361931
gene-b0106	98.6635820332023	140.171095892594	138.398724081627	43.8001053385851	92.1250303868137	64.3887409316884
gene-b0107	73.4413129420078	66.9388498752386	112.003091138224	75.0858948661458	103.725960139227	109.180908536341
gene-b0108	0	2.28850768804235	10.7009322743526	0	0	39.1931466540712
gene-b0109	317.503857971508	173.354457369208	377.386211542167	140.786052874023	272.963052997966	474.51702556179
gene-b0110	238.86972492249	144.175984346668	303.906476591613	409.843842811046	193.803767628556	466.118494135918
gene-b0111	930.998462042624	618.469202693444	736.937535960414	1420.37484455126	623.038168467858	862.249226389566
gene-b0112	1918.37611381851	1813.07021585155	3138.22673832513	2487.22026744108	1952.36823656795	1900.86761272245
gene-b0113	724.769320649915	445.114745324236	832.53253094463	2121.17652996862	599.836308963031	1129.60247677984
gene-b0114	16216.4353627504	12970.11732198	18333.5505679058	18417.944294875	32844.9617596128	22505.2647108627
gene-b0115	7755.10591409848	4555.27455304829	8726.25357199205	11047.0122821817	12031.5289685179	9656.91138451561
gene-b0116	5084.51271620728	4761.81237189411	5088.64999419713	11003.2121768431	16549.0674956342	10572.3513099357
gene-b0117	255.19001668738	204.249311157779	380.953188966952	184.586158212608	189.026914201092	106.38139806105
gene-b0118	16512.42610885	10768.5729260833	19188.911754369	21380.708563135	15707.658884768	22347.0923690088
gene-b0119	7930.17813484912	4097.57301543982	9203.51515142817	35146.4559552618	6782.44945936697	11871.3241704706
gene-b0120	1262.59711744745	1573.92116245112	821.118203185321	1723.8470029686	1310.90506202273	1103.00712726457
gene-b0121	491.834247278294	694.562083320852	547.887732446852	763.373264472483	584.823341048143	293.948599905534
gene-b0122	476.255786957262	596.156252735031	186.909617058692	256.543474125998	518.629800696136	390.531711303066
gene-b0123	824.916565570835	1172.8601901217	691.993620408133	125.143158110243	388.972350522102	597.695486474585
gene-b0124	16819.5443266075	20336.2514428663	21461.7897694415	6570.01580078776	10335.0635941355	10752.919735592
gene-b0125	494.801573053729	616.752821927412	541.46717308224	62.5715790551215	436.740884796746	342.940033223123
gene-b0126	714.383680435894	783.241756232493	1137.86579850616	247.15773726773	655.793734827614	697.078108347409
gene-b0127	769.279207281435	718.019287123286	832.53253094463	406.71526385829	573.222411295729	537.506011255833
gene-b0128	768.537375837576	579.564571996724	835.386112884458	876.002106771701	1080.93368987195	915.439925420091
gene-b0129	328.631329629388	149.897253566774	306.76005853144	528.729843015777	261.362123245553	443.722410333592
gene-b0130	275.219465671564	322.10745709196	298.912708196915	312.857895275608	351.439930734882	317.744438945506
gene-b0131	621.654749953561	345.564660894394	1409.66947827471	187.714737165365	548.655736525913	1041.41789680818
gene-b0132	574.177537546606	494.317660617147	466.560647161772	763.373264472483	640.780766912726	636.888633128657
gene-b0133	1247.01865712641	1450.34174729684	1373.28630854191	1761.38995040167	2265.59333988312	2435.57411350299
gene-b0134	557.857245781716	372.454626228892	1001.6072608794	1104.38837032289	611.437238715445	1048.4166729964
gene-b0135	109.049222247224	78.3813883154503	54.2180568567197	37.5429474330729	88.0305845918442	44.7921676046528
gene-b0136	13.352965989456	49.2029152929104	9.2741413044389	46.9286842913411	29.3435281972814	12.5977971388086
gene-b0137	142.431637220864	169.921695837144	142.679096991368	197.100474023633	274.327868262956	232.359369449136
gene-b0138	0.741831443858664	17.7359345823282	4.28037290974103	0	40.944457949695	0
gene-b0139	117.209368129669	88.6796729116409	105.582531773612	315.986474228364	180.838022611153	153.973076140994
gene-b0140	28.1895948666292	7.43764998613762	0	0	12.9657450174034	51.7909437928798
gene-b0141	13.352965989456	0	0.713395484956838	87.6002106771701	0	4.1992657129362
gene-b0142	38.5752350806505	46.9144076048681	30.676005853144	9.38573685826823	37.5324197872204	15.3973076140994
gene-b0143	441.389709095905	639.637898807835	783.308242482608	428.615316527582	614.849276877919	621.491325514557
gene-b0144	836.044037228715	942.865167473446	570.002992480514	1398.47479188197	962.877169450327	737.671010239125
gene-b0145	19450.0786265303	14455.9309384415	14438.4112200414	40515.0974381912	14907.8771394839	16007.6008977128
gene-b0146	41296.2728167241	32794.8872965688	32759.120669218	59283.4425757749	30546.6128533699	31638.667636499
gene-b0147	123.885851124397	102.410719039895	76.3333168903817	115.757421251975	83.2537311643798	60.1894752187522
gene-b0148	2769.99861136825	2664.3950758033	2822.90593397421	4739.79711342545	3794.86884430423	4767.56633942023
gene-b0149	3376.07490100078	2235.87201121737	2905.6598102292	3216.17916343325	2391.83875189468	3423.80131128065
gene-b0150	8585.95713122018	7545.20984747561	7830.94223837121	9977.03828033913	7938.44798881336	9290.17551225251
gene-b0151	522.991167920358	464.567060672596	647.049704855852	998.016685929188	588.917786843113	930.83723303419
gene-b0152	73.4413129420078	33.183361476614	116.283464047965	6.25715790551215	62.7815021895323	163.771362804512
gene-b0153	1214.37807359663	1390.26842048572	190.476594483476	1917.81889803947	1761.97650710187	905.641638756573
gene-b0154	5037.77733524419	2929.2898406942	5481.01751092339	10505.7681233549	4770.02935113946	6872.79821683891
gene-b0155	5060.77411000381	6164.09545774206	5122.1795819901	4858.68311363019	4791.8663953793	5617.21776867099
gene-b4728	2761.83846548581	3174.16016331473	2708.04926089616	10067.7670699691	8431.82870710718	6301.69807987959
gene-b0156	13849.9930568413	17452.7317559329	9877.67388471238	40834.2124913723	51145.087240229	30462.8732368768
gene-b0157	130.562334119125	227.706514960213	131.264769232058	513.086948251996	428.551993206807	345.739543698414
gene-b0158	113.500210910376	186.513376575451	140.538910536497	206.486210881901	283.881575117885	377.933914164258
gene-b0159	2162.43865884801	1433.17793963652	2666.67232276866	4411.29632338607	2493.51748913642	5389.05766493479
gene-b0160	367.948396153897	436.532841494077	324.594945655361	200.229052976389	238.842671373221	285.550068479661
gene-b0161	4051.14151491216	3174.16016331473	3095.42300922772	4380.01053385851	4616.48763382811	3812.93326734607
gene-b0162	718.092837655187	430.239445351961	599.252207363744	187.714737165365	358.946414692326	279.95104752908
gene-b0163	1662.44426568727	1642.57639309239	2954.88409869122	2549.7918464962	1917.56544731071	2464.96897349355
gene-b0164	73.4413129420078	11.4425384402117	51.3644749168924	3.12857895275608	61.4166869245424	27.995104752908
gene-b0166	793.759644928771	671.677006440428	948.815994992595	1329.64605492133	818.206751361404	1185.59268628565
gene-b0167	1657.25144558026	1747.27561982033	2098.80951674302	2146.20516159067	2271.73500857558	2392.18170113599
gene-b0168	1817.48703745373	1611.10941238181	1894.77840804536	2771.92095214188	1847.27746116374	2924.08869144124
gene-b4414	2173.56613050589	4030.63416556458	1482.43581774031	1517.3607920867	2738.5018292021	1338.166007189
gene-b0169	39535.9068004475	66407.9160916128	28026.4550220143	29702.7285774662	44823.2629327961	30637.8426415825
gene-b0170	7582.25918767941	8066.98960034927	8114.16024589908	5212.21253529162	8933.39831699095	6662.8349311921
gene-b0171	1973.27164066405	3019.11376744986	1777.78154851244	2064.86210881901	5569.12868879101	2816.30753814254
gene-b0172	14693.4554085086	15571.5784363621	17205.672306189	12808.4022325834	8192.98603573396	9417.55323887824
gene-b0173	1279.6592406562	1177.43720549779	1428.93115636855	657.001580078776	954.005870227893	1265.37873483144
gene-b0174	411.716451341559	556.10736819429	617.800489972622	438.001053385851	339.156593349973	235.158879924427
gene-b0175	2057.84042526393	1825.65700813578	2102.3764941678	1758.26137144891	1001.09199687004	1179.99366533507
gene-b0176	2407.98486676522	2610.04301821229	2964.15823999566	3197.40768971671	2066.33031119461	2733.72197912146
gene-b0177	5367.89232776129	5267.57257095147	7991.4562224865	3754.29474330729	5672.85464893024	5292.47455353725
gene-b0178	9189.06609507727	8436.01146504609	14678.1121029869	7248.91743353583	7024.70416890267	8227.76128687966
gene-b0179	11426.429729755	14016.5374623374	11309.4586230208	9216.7935948194	9302.5808461707	6941.38622348353
gene-b0180	5815.95851985193	5688.65798555126	4060.64710037432	8347.04864595321	5251.80913968087	6885.39601397772
gene-b0181	3809.30446421424	2501.91102995229	3467.81545237519	7364.6748547878	3278.96867413807	5849.57713812012
gene-b0182	878.328429528658	954.307705913658	755.485818569292	1038.68821231502	1120.51333255665	1294.77359482199
gene-b0183	47.4772124069545	34.8997422426458	99.1619724090005	53.1858421968533	74.3824319419459	121.77870567515
gene-b0184	3964.3472359807	5598.26193187359	4010.70941642734	2875.16405758283	2945.27134184806	3629.56533121452
gene-b0185	2764.06395981738	2301.09448032658	3332.98370571835	1933.46179280326	2193.94053847115	2655.33568581332
gene-b0186	3535.56866143039	4939.17171771739	3636.176786825	1655.01826600796	2241.0266651133	1772.09013085908
gene-b0187	695.837894339427	906.821171386779	569.289596995557	240.900579362218	660.570588255079	358.337340837222
gene-b0188	718.092837655187	810.13172156699	915.286407199623	472.415421866167	579.364079988184	685.880066446246
gene-b0189	5448.75195514189	6237.89983068142	4286.08007362068	6491.80132696886	5098.94983000201	4904.74235270948
gene-b4406	5623.08234444867	5199.48946723221	5473.88355607382	7223.88880191378	4531.86908739874	5530.43294393697
gene-b0190	215.872950162871	182.508488121377	507.224189804312	309.729316322852	133.069488336509	228.1601037362
gene-b0191	687.677748456982	548.669718208152	964.510695661645	269.057789937023	352.122338367377	445.122165571237
gene-b0192	1408.7379118876	1174.00444396572	2134.47929099086	1041.81679126777	812.06508266895	884.645310191892
gene-b0193	86.7942789314637	96.6894498197891	139.112119566583	0	88.0305845918442	134.376502813958
gene-b0194	6821.14012628042	4679.42609512459	7171.05141478614	9029.07885765404	5760.20282588959	7354.31401858893
gene-b0195	215.131118719013	220.268864974076	332.442295989887	250.286316220486	288.658428545349	202.964509458583
gene-b0196	154.300940322602	152.757888176827	496.523257529959	100.114526488194	221.782480560848	232.359369449136
gene-b0197	632.040390167582	863.339525313975	813.984248335752	1016.78815964572	352.122338367377	590.696710286358
gene-b0198	56.3791897332585	58.3569460450798	59.2118252514176	75.0858948661458	62.7815021895323	123.178460912795
gene-b0199	62.3138412841278	111.564749792064	66.345780100986	0	33.4379739922509	93.7836009222417
gene-b0200	160.235591873471	171.638076603176	201.177526757828	619.458632645703	247.03156296316	484.315312225308
gene-b0201	70460.6342005836	44869.6259856022	72450.3052657616	248593.755007045	85363.0531564215	189780.214875201
gene-b0202	0	4.57701537608469	10.7009322743526	3.12857895275608	0	1.3997552376454
gene-b0203	1.48366288771733	17.1638076603176	6.42055936461154	3.12857895275608	75.7472472069357	1.3997552376454
gene-b0204	157989.326261467	72160.6522924292	150895.986187101	455649.367258348	144493.674512106	396386.887462137
gene-b0205	98.6635820332023	71.5158652513233	30.676005853144	62.5715790551215	149.447271516387	134.376502813958
gene-b0206	174.330389306786	163.056172773017	67.7725710708996	122.014579157487	188.344506568597	309.345907519633
gene-b0207	487.383258615142	650.508310326037	957.376740812077	347.272263755924	880.305845918442	737.671010239125
gene-b0208	577.886694765899	958.312594367732	832.53253094463	913.545054204774	893.95399856834	750.268807377934
gene-b0209	6706.89808392618	5585.10301266734	8379.54336630302	6275.92937922869	3485.05577915154	6080.53675233161
gene-b0210	767.795544393717	573.271175854607	506.510794319355	269.057789937023	537.737214405994	667.683248356855
gene-b0211	584.563177760627	648.219802637994	608.526348668183	1120.03126508668	1092.53461962436	943.435030172999
gene-b0212	221.807601713741	327.256599390055	221.15260033662	184.586158212608	96.9018838142781	104.981642823405
gene-b0213	401.330811127537	550.386098974184	490.102698165348	544.372737779557	312.542695682672	404.52926367952
gene-b0214	213.647455831295	320.391076325928	353.130765053635	244.029158314974	85.9833616943594	361.136851312513
gene-b0215	6022.92949268849	6478.19313792587	1950.423255872	3466.46547965373	2913.88059075329	1760.89208895791
gene-b0216	153.559108878743	284.347080239261	87.0342491647343	75.0858948661458	95.5370685492883	71.3875171199154
gene-b0217	21.5131118719013	11.4425384402117	4.99376839469787	3.12857895275608	53.2277953346034	47.5916780799436
gene-b4586	13.352965989456	10.2982845961906	32.8161923080146	3.12857895275608	3.41203816247458	9.79828666351779
gene-b0219	2096.41566034458	1573.92116245112	2296.42006607606	1845.86158212608	1346.39025891247	1738.49600515559
gene-b0220	330.856823960964	306.087903275664	1434.6383202482	28.1572105748047	214.275996603404	226.760348498555
gene-b0221	52764.2451073352	24004.7292667982	31690.4542327527	38481.5211188997	14383.7880777278	18194.0185789149
gene-b0222	770.021038725293	1208.33205928636	1082.93434616448	1007.40242278746	1153.9513065489	974.229645401198
gene-b0223	693.612400007851	825.579148461276	956.66334532712	394.200948047266	951.276239697913	1047.01691775876
gene-b0224	557.857245781716	844.459336887625	467.274042646729	657.001580078776	975.160506835235	753.068317853225
gene-b0225	6214.32200520403	8081.86490032154	2934.19562962748	6579.40153764603	6652.79200919294	6058.14066852929
gene-b0226	5485.84352733482	6484.48653406799	4415.91805188283	6169.55769483498	5900.09639055104	6242.90835989848
gene-b0227	302.667229094335	140.743222814604	443.018596158197	206.486210881901	123.51578148158	123.178460912795
gene-b0228	159.493760429613	191.662518873546	205.457899667569	0	282.516759852895	117.579439962214
gene-b0231	1932.47091125182	1757.57390441652	2565.37016390479	869.744948866189	1411.21898399949	2729.52271340853
gene-b0232	250.739028024229	299.794507133547	400.214867060786	56.3144211496094	197.215805791031	421.326326531265
gene-b0233	219.582107382165	335.266376298204	321.027968230577	93.8573685826823	315.272326212651	306.546397044342
gene-b0234	24.4804376473359	12.0146653622223	12.1277232442663	9.38573685826823	46.4037190096543	44.7921676046528
gene-b0237	2371.63512601615	1111.64260946657	3669.70637461798	2008.5476876694	1325.23562230513	2719.72442674501
gene-b0238	341.984295618844	374.171006994923	258.249165554375	344.143684803168	587.552971578123	221.161327547973
gene-b0239	1644.64031103466	1414.29775121017	2023.18959533759	1479.81784465362	1939.40249155055	1688.10481660035
gene-b4710	563.050065888726	772.943471636302	552.88150084155	309.729316322852	1016.10496478493	684.4803112086
gene-b4709	2.96732577543466	5.14914229809528	0	0	0.682407632494916	0
gene-b0241	23.7386062034773	25.1735845684658	2.14018645487051	3.12857895275608	27.2963052997966	16.7970628517448
gene-b0242	3027.41412238721	3020.8301482159	4137.69381274966	3200.53626866947	2058.82382723716	3162.04708184096
gene-b0243	3496.25159490588	2823.44636012224	3310.15505019973	3106.67890008678	2350.89429394499	2228.41033833148
gene-b0244	158.010097541895	144.748111268678	56.3582433115902	244.029158314974	70.2879861469764	97.9828666351779
gene-b0245	39.3170665245092	36.0439960866669	62.7788026762018	0	13.6481526498983	89.5843352093056
gene-b0246	48.9608752946718	22.3129499584129	54.9314523416765	0	22.5194518723322	43.3924123670074
gene-b4504	9.64380877016263	9.15403075216938	15.6947006690504	3.12857895275608	16.377783179878	11.1980419011632
gene-b0247	11.8693031017386	14.8752999722752	21.4018645487051	6.25715790551215	30.0259358297763	48.991433317589
gene-b0248	130.562334119125	33.7554883986246	163.367566055116	28.1572105748047	38.8972350522102	100.782377110469
gene-b0249	176.555883638362	152.757888176827	212.591854517138	150.171789732292	193.803767628556	138.575768526895
gene-b0250	5711.36028626786	8296.98462299752	3554.84970153993	6347.88669514208	5023.88499042757	4050.89165774579
gene-b0251	66.0229985034211	89.823926755662	83.4672717399501	59.4430001023654	51.1805724371187	159.572097091576
gene-b0252	64.5393356157038	89.823926755662	200.464131272872	21.9000526692925	82.5713235318848	212.762796122101
gene-b0253	784.115836158608	889.085236804451	702.694552682486	572.529948354362	774.53266288173	685.880066446246
gene-b0254	89.0197732630397	139.598968970583	51.3644749168924	150.171789732292	127.610227276549	74.1870275952062
gene-b0256	560.82457155715	576.703937386671	562.869037630945	419.229579669314	498.157571721289	524.908214117025
gene-b4690	23.7386062034773	47.4865345268787	40.6635426425398	147.043210779536	52.5453877021085	19.5965733270356
gene-b0258	141.689805777005	201.960803469737	161.227379600245	168.943263448828	215.640811868393	159.572097091576
gene-b0259	0	15.4474268942858	10.7009322743526	0	15.0129679148882	47.5916780799436
gene-b0260	244.804376473359	143.031730502647	226.859764216275	391.072369094509	169.237092858739	148.374055190412
gene-b0261	649.102513376331	410.787130003601	558.588664721204	1711.33268715757	406.71494896697	944.834785410644
gene-b0262	120.176693905104	58.3569460450798	20.6884690637483	103.243105440951	106.455590669207	43.3924123670074
gene-b0264	0	0.572126922010586	6.42055936461154	0	0	0
gene-b0265	18.5457860964666	14.3031730502647	9.98753678939573	0	25.9314900348068	5.5990209505816
gene-b0266	163.202917648906	227.706514960213	159.800588630332	215.871947740169	89.395399856834	149.773810428058
