	featureCounts on 30min_-_1	featureCounts on 30min_-_3	featureCounts on 30min_-_2	featureCounts on 30min_LEVO_1	featureCounts on 30min_LEVO_3	featureCounts on 30min_LEVO_2
gene-b0098	12.9583836418299	12.8346949966549	13.0652869008982	12.9019204456115	13.3192604759593	13.3118324190326
gene-b0099	7.79349263041554	7.89386065089489	6.98482445052655	5.18050033037628	7.72257433298865	8.24708543278369
gene-b0101	9.34674047957142	9.69041104385464	8.87218099915061	7.62998566227544	8.80608047765361	8.68710052211373
gene-b0102	10.7318907460873	10.7708350575917	10.8292258371021	9.64048869369077	9.68579604611752	10.2848140126734
gene-b0103	11.3293469775946	11.0997995454563	11.0574366251277	9.60611562426439	9.92553151500564	10.1963205462073
gene-b4727	5.10255298508629	6.30309008548235	5.35365604028255	4.67881656271648	5.6847717629525	4.67881656271648
gene-b0104	8.64018989828278	8.59651222458919	9.10361341118564	8.91171599535261	9.07493415996149	8.66229452581029
gene-b0106	7.18365888246358	7.55386909496588	7.53993403482691	6.45173350956221	7.1149790761461	6.77651379524484
gene-b0107	6.89678458058598	6.81153199588963	7.31384681365732	6.91749616011317	7.23454086281764	7.28732052239784
gene-b0108	4.67881656271648	5.10846667030532	5.59581174220371	4.67881656271648	4.67881656271648	6.36569538354846
gene-b0109	8.51940998442668	7.79194891300383	8.73835082279736	7.55867165511037	8.33160254869255	9.03477876424238
gene-b0110	8.16900701134481	7.58485202495067	8.46465152632123	8.84436996590156	7.92078704574959	9.01143335740218
gene-b0111	9.93892755119871	9.38524679511454	9.62082597510477	10.5227338795663	9.39508471567796	9.83408688847175
gene-b0112	10.943444780814	10.8641433340283	11.6390003325271	11.3095833497077	10.9681391391157	10.9305584091069
gene-b0113	9.59833062251544	8.95133104050755	9.78629579339573	11.084875429929	9.3444147336977	10.2049049746278
gene-b0114	13.989715705812	13.6685851346487	14.166221256849	14.1728286952473	15.0056319280337	14.4612531809869
gene-b0115	12.9304136387169	12.1694110021535	13.0995788046887	13.438035435273	13.5606553870378	13.2449688317202
gene-b0116	12.3263203279386	12.2326914814842	12.3274821322939	13.4323303954727	14.0189177315592	13.3749737034038
gene-b0117	8.24916220133539	7.98231768174419	8.75039306196215	7.8641672373695	7.89172892727778	7.26048880836468
gene-b0118	14.0157297743714	13.4013780411844	14.2318289838173	14.3874724296336	13.9438740599513	14.4511009419827
gene-b0119	12.9624120814939	12.0184232146652	13.1759659413976	15.1031920525271	12.7384258424868	13.541398627364
gene-b0120	10.359007191153	10.6659965432133	9.76750906021146	10.7933625233852	10.4111398863895	10.1720085245685
gene-b0121	9.08174957246905	9.5409181013021	9.22404303969384	9.66851903915091	9.31065066223238	8.42317416404336
gene-b0122	9.03956493318791	9.33621135752441	7.8786550874097	8.25561098314944	9.1515307605857	8.78223837590202
gene-b0123	9.77378799378126	10.2568578724967	9.53592912376478	7.43102096956279	8.77710202773309	9.33964822596248
gene-b0124	14.0422349405452	14.3153934139039	14.3929201445734	12.6928646071959	13.3423840229055	13.3992893346916
gene-b0125	9.08964613040941	9.38153362034246	9.20844082996656	6.75096924172931	8.926649334062	8.6165305187133
gene-b0126	9.5788486779665	9.70335212088632	10.214975062731	8.210277298681	9.46371043627777	9.5457885134831
gene-b0127	9.67896153119085	9.5856985799678	9.78629579339573	8.83448562171553	9.28400621340807	9.19872988667004
gene-b0128	9.67765402595797	9.29863371850436	9.79095443502136	9.8556790492638	10.1441233411547	9.91586029705372
gene-b0129	8.56271095660083	7.62795068887579	8.47631865633838	9.1769781372437	8.27833585359032	8.94725648870948
gene-b0130	8.3417355801349	8.53748362320346	8.44400175192306	8.50093523108151	8.64756810657769	8.52036018353075
gene-b0131	9.39211302723638	8.62618646716414	10.5121940009918	7.88364082792733	9.22589802974297	10.0928147266654
gene-b0132	9.28621864857009	9.08836131623452	9.01267192332225	9.66851903915091	9.43266273586613	9.42450300454605
gene-b0133	10.3417851756936	10.5518343146083	10.4757861728651	10.8235697636826	11.1777537464673	11.2799220163497
gene-b0134	9.24793861865435	8.72153308751109	10.0392072393948	10.1737356299976	9.36997283333021	10.1020363079184
gene-b0135	7.28607012560928	6.95804572580455	6.62650866265227	6.33330440840644	7.0701196487055	6.46948569237664
gene-b0136	5.69909453298649	6.54544083213075	5.53434494162217	6.50686317918314	6.15742934765574	5.67093972986444
gene-b0137	7.5714420059001	7.7691153421523	7.57335228615999	7.94049778622951	8.33774022901064	8.13572598239663
gene-b0138	4.92404587427489	5.84714857692315	5.26455605092478	4.67881656271648	6.39913236744443	4.67881656271648
gene-b0139	7.36147394032823	7.0773318075041	7.25273439886171	8.5134023154446	7.84047704391429	7.65786158747142
gene-b0140	6.13033128202794	5.44713314792009	4.67881656271648	4.67881656271648	5.6847717629525	6.58793056937402
gene-b0141	5.69909453298649	4.67881656271648	4.91931093833225	7.06531620772221	4.67881656271648	5.25905433660949
gene-b0142	6.35367023013646	6.50661715505634	6.18792153948995	5.53933030230194	6.33309488974547	5.77111405676652
gene-b0143	8.94040399675328	9.43027154583659	9.70346728020619	8.90228658575023	9.37740429802522	9.39176157330373
gene-b0144	9.79202640124774	9.95627628591259	9.2765236398906	10.5010893289546	9.98506813373566	9.62217077984421
gene-b0145	14.2512805656456	13.8244727383471	13.8227293890097	15.3079943755894	13.8687318741126	13.9710752558394
gene-b0146	15.3355119019478	15.003434186881	15.0018623566855	15.8565874227947	14.9011411470474	14.9517342743412
gene-b0147	7.42023084430769	7.22150341888907	6.93299180767128	7.34835683940801	7.01581364981407	6.71669663610921
gene-b0148	11.4619871099215	11.406938344633	11.4887962027562	12.226076953995	11.909114800335	12.2344152846861
gene-b0149	11.7427767453203	11.1591217773309	11.5297547630246	11.6738411768323	11.2543180424232	11.7627303983705
gene-b0150	13.0763325489257	12.8910906482065	12.9443616729007	13.2917749524879	12.9639061726403	13.1894125224273
gene-b0151	9.16257469162501	9.00707898558337	9.44570883297843	10.0342728113965	9.31993794128902	9.93869039527902
gene-b0152	6.89678458058598	6.24315769594168	7.35312366891219	5.38481895324255	6.75394618344595	7.72725237242093
gene-b0153	10.3050196744764	10.4928942682717	7.90061094834969	10.9430364353211	10.8240367259884	9.90114139549435
gene-b0154	12.3131309973819	11.5412399821163	12.4336181330602	13.365903063388	12.2351525373139	12.7573754035067
gene-b0155	12.3196360554195	12.601588893962	12.3368633410044	12.2614414694471	12.2416725876038	12.4687076459135
gene-b4728	11.4578075035661	11.6551653909259	11.4299495685026	13.3047689341794	13.050355071987	12.633181710415
gene-b0156	13.7629189313612	14.0953904876745	13.2774086239807	15.3192989418425	15.6437519529876	14.8971873868857
gene-b0157	7.476587024534	8.11145299632098	7.48238491394023	9.13737143490312	8.90209509040419	8.62682754708164
gene-b0158	7.32771270593483	7.8761948581444	7.55674356896818	7.99515307274497	8.37997936035057	8.74020647759221
gene-b0159	11.1120280750667	10.5352387148869	11.4081478578501	12.1235962815996	11.3131585927809	12.4094342979184
gene-b0160	8.70599128956498	8.92603069468983	8.54715515271332	7.95895216603013	8.16887031508894	8.38722946129424
gene-b0161	12.0021849385075	11.6551653909259	11.6195051487818	12.1134455610598	12.1884570302343	11.915875614971
gene-b0162	9.58583682181374	8.90718937968726	9.34311580691183	7.88364082792733	8.67442939189056	8.36275288786489
gene-b0163	10.7425517924329	10.7257202180805	11.5535775952031	11.3447209037832	10.9428506602825	11.2968787369287
gene-b0164	6.89678458058598	5.62599460859354	6.58102771641466	5.18050033037628	6.73446733037182	6.12569789769864
gene-b0166	9.72145635941984	9.49584462749451	9.96489818214501	10.4308677755963	9.76267764454429	10.2717996992018
gene-b0167	10.7381714909761	10.8122873981948	11.0699402803485	11.1014064935806	11.1815740650021	11.2545205933938
gene-b0168	10.8675585569195	10.6986535422913	10.9260495915534	11.4629699680245	10.8903845809525	11.5387198353556
gene-b4414	11.1192638590603	11.9949543897932	10.5823625325044	10.6148652202133	11.4457872580765	10.4397478984019
gene-b0169	15.2727433716931	16.0201798443616	14.777134987507	14.8607927602692	15.4536074319421	14.9054362582765
gene-b0170	12.8981100163472	12.9869326557569	12.9952912966562	12.361755840069	13.1332308096463	12.7129490114747
gene-b0171	10.9831175767745	11.5840823938274	10.8365626478734	11.0469728671939	12.4564156116187	11.4854797463708
gene-b0172	13.8479027186832	13.9313619955135	14.0748824205749	13.6505556403737	13.0091520456511	13.208952232723
gene-b0173	10.3776362898057	10.2622469358247	10.5311028732595	9.46617945459024	9.97237567695313	10.3620607424557
gene-b0174	8.85025379613677	9.24377303598178	9.38380125842119	8.93039089162543	8.60249561148924	8.1501328491346
gene-b0175	11.0421762924412	10.8738545930308	11.0723324516257	10.8210765205852	10.0385001638782	10.2652482129077
gene-b0176	11.2638234601465	11.3777652195421	11.5580222405604	11.6655278649688	11.0479737960509	11.4433128427983
gene-b0177	12.4038103193084	12.3768513465777	12.9734464486856	11.8938129744826	12.4827995058762	12.3835904210415
gene-b0178	13.1737117248447	13.0510662623261	13.8464006605158	12.8336914206475	12.7886852799762	13.015224854834
gene-b0179	13.4865332563455	13.7801006241379	13.4717548792553	13.1780344278533	13.1913271717779	12.7715965199665
gene-b0180	12.518425260995	12.4867772429603	12.0055241960567	13.0358639088821	12.3725690545449	12.7599979767323
gene-b0181	11.9145200351913	11.3179102831149	11.7808905366364	12.8563891153423	11.701305638811	12.5266685362028
gene-b0182	9.85929960814666	9.97280936551396	9.6544538155399	10.0892020404476	10.1937466340997	10.3939400301848
gene-b0183	6.51627870262349	6.27948795109494	7.18875366720689	6.61024648883005	6.9086767009901	7.40195602239913
gene-b0184	11.9713316929507	12.4638748484574	11.987894373168	11.5147960452751	11.5489561678954	11.8457305548631
gene-b0185	11.4589485977935	11.1996981021934	11.724520792193	10.9544563376187	11.1324192287977	11.4021165665974
gene-b0186	11.8084060410595	12.2849012024085	11.848319856317	10.7362836370817	11.1623704725001	10.8320645705408
gene-b0187	9.54338982063112	9.90292126177234	9.27486028228518	8.17923113254404	9.47345039019759	8.6722685698902
gene-b0188	9.58583682181374	9.74919207341801	9.91563083910496	9.0289724475743	9.29817357591016	9.52398413123874
gene-b0189	12.4251789453671	12.6186199555999	12.0825333698917	12.6757205682094	12.3303704097452	12.2749128502395
gene-b4406	12.4701995483323	12.3582640924429	12.4317564644195	12.8287365021707	12.1620615780589	12.4464479908253
gene-b0190	8.04777949600862	7.85108454477652	9.12224147532551	8.48835837069624	7.49717069252777	8.11383763239634
gene-b0191	9.52750684108604	9.22593177806534	9.98739313222188	8.31389275332103	8.65003098191275	8.95135272427557
gene-b0192	10.5112731806388	10.2582070283784	11.0936853031264	10.0933418983891	9.75243236776607	9.86908519125693
gene-b0193	7.05627457987281	7.16328804267112	7.54555983645593	4.67881656271648	7.0701196487055	7.50778120436391
gene-b0194	12.7465712340241	12.2077811880186	12.8182200628239	13.1485136092064	12.5046492823646	12.8543720529234
gene-b0195	8.04369092416108	8.07176812266826	8.57724427328952	8.22554968996089	8.4006386874447	7.97489241133927
gene-b0196	7.66024004499244	7.64901063847674	9.09420800166858	7.19843821780606	8.0799348349516	8.13572598239663
gene-b0197	9.41427366293602	9.83581053114098	9.75564167635561	10.0598851763337	8.65003098191275	9.32395439135631
gene-b0198	6.65989280595295	6.68969288678937	6.70236122221473	6.91749616011317	6.75394618344595	7.41412276756903
gene-b0199	6.74730480225568	7.30976032196161	6.80347188163172	4.67881656271648	6.24861995153056	7.13273364424154
gene-b0200	7.70260724732039	7.78057854336758	7.96449957259297	9.38738295563489	8.20965791368203	9.06154383215426
gene-b0201	16.1055781394599	15.4550972151427	16.1457236739643	17.9237277717362	16.3821895301127	17.5343594103119
gene-b0202	4.67881656271648	5.28422953711859	5.59581174220371	5.18050033037628	4.67881656271648	5.01531613932142
gene-b0203	5.02520821118301	5.82910292507449	5.39379606022226	5.18050033037628	6.92573421917387	5.01531613932142
gene-b0204	17.269935233338	16.1399483754658	17.2036845493076	18.7977267200026	17.141158145462	18.5967361395307
gene-b0205	7.18365888246358	6.8721138898068	6.18792153948995	6.75096924172931	7.62460880608714	7.50778120436391
gene-b0206	7.7983732781962	7.72230220127699	6.82277885653245	7.40401378517681	7.88752844304264	8.48680942440928
gene-b0207	9.06982272974154	9.45285611732271	9.97721167132142	8.6324338865373	9.86237000975175	9.62217077984421
gene-b0208	9.29477832994121	9.97855141293168	9.78629579339573	9.9130255422685	9.88338535083181	9.6450745497581
gene-b0209	12.7223864936293	12.4605104315045	13.0414353360501	12.6273177662708	11.7879420075474	12.5820610912105
gene-b0210	9.67634533234186	9.28411925315362	9.12038950129976	8.31389275332103	9.19929849690887	9.48783195011408
gene-b0211	9.31005851192137	9.44813084182757	9.36360238356477	10.1931524019468	10.1588459365637	9.95710417273755
gene-b0212	8.08006997983185	8.55743187751495	8.07654203286576	7.8641672373695	7.165494894271	7.24687251205544
gene-b0213	8.81731291018957	9.23006868934048	9.07712148724326	9.21552245180967	8.49967313652458	8.82753856689895
gene-b0214	8.03547818568795	8.53077184517006	8.65366274910352	8.19483901258653	7.04711500804668	8.68217359348253
gene-b0215	12.5684425751235	12.6727168342619	10.9667375104312	11.7803369259716	11.5337608000676	10.8231732936825
gene-b0216	7.65485270802559	8.38200582956332	7.05897315330203	6.91749616011317	7.15125350161824	6.87045276443364
gene-b0217	5.95862840013291	5.62599460859354	5.31077717803498	5.18050033037628	6.61091155870342	6.51823447555149
gene-b4586	5.69909453298649	5.57894284549915	6.23523462488324	5.18050033037628	5.20249866877617	5.55748657901914
gene-b0219	11.068332627638	10.6659965432133	11.1968277166305	10.8893078443778	10.4482682485902	10.8052245747054
gene-b0220	8.57121593032186	8.47357905962426	10.5366582081385	6.12956113428198	8.03896325899075	8.10646580556404
gene-b0221	15.6886726487463	14.5541048603193	14.9540899585557	15.2337968022183	13.8172803952504	14.1552300611814
gene-b0222	9.68026785020103	10.2981054595902	10.1466731049704	10.0471358972639	10.2343781454677	10.0011490891793
gene-b0223	9.53907545258179	9.77488048668894	9.97618955701208	8.79425226716966	9.96844770419234	10.100196706262
gene-b0224	9.24793861865435	9.80566767349876	9.01466804766314	9.46617945459024	10.0024597416245	9.65011517114121
gene-b0225	12.6132009725722	12.9895737914496	11.5436129878082	12.6949082678668	12.7107893434678	12.5767818586448
gene-b0226	12.4348761638082	12.6741067522364	12.1250897715809	12.6028562698261	12.5389679392342	12.6197684687126
gene-b0227	8.45955490343368	7.55833770697802	8.94519242469796	7.99515307274497	7.41703879136809	7.41412276756903
gene-b0228	7.69738099502766	7.90783558683044	7.98926706449238	4.67881656271648	8.37402129517705	7.36479729393216
gene-b0231	10.9537356331615	10.8205280827147	11.3533375467188	9.84589535943796	10.5137243310561	11.4411354741614
gene-b0232	8.22774611022179	8.44766987278723	8.81372793095653	6.65890498209449	7.94118238679902	8.88007440237611
gene-b0233	8.06804714087655	8.58791954441795	8.53326604313568	7.13351790602894	8.51056607322559	8.47544837623685
gene-b0234	6.03837884987008	5.6485515826329	5.65293843661397	5.53933030230194	6.49778414720332	6.46948569237664
gene-b0237	11.2423350007023	10.1827725033316	11.8613802592766	11.0080472891241	10.4262493214392	11.4360421290789
gene-b0238	8.61299812911622	8.72740873570097	8.26369662984744	8.62096681953292	9.31684884124281	8.07658909686941
gene-b0239	10.7274778912206	10.5167601860017	11.0182695502057	10.5798963583903	10.9587696894568	10.7640040473481
gene-b4710	9.26022954090727	9.68540257275838	9.23606207995222	8.48835837069624	10.058960943607	9.52123520930688
gene-b4709	5.16752586194138	5.32037662297183	4.67881656271648	4.67881656271648	4.91404155757442	4.67881656271648
gene-b0241	6.01900356521531	6.05616861026122	5.09440906038064	5.18050033037628	6.10888714011628	5.81735372115
gene-b0242	11.5879778526693	11.5848887756671	12.0323087600523	11.666916748301	11.0428490244907	11.6497363992783
gene-b0243	11.7925028199952	11.489067491815	11.714754795345	11.6246572904893	11.2299288916917	11.1544060941897
gene-b0244	7.68686956518364	7.58922238025123	6.65957342387082	8.19483901258653	6.85613527727639	7.1766692059373
gene-b0245	6.36809239679546	6.30309008548235	6.75390794498436	4.67881656271648	5.70985821033268	7.08731951286303
gene-b0246	6.54139185507288	5.9807336539522	6.63762659707631	4.67881656271648	5.98636473145322	6.4443623604225
gene-b4504	5.55073753826961	5.52894275373315	5.78113163014704	5.18050033037628	5.80374079334946	5.61616569806054
gene-b0247	5.64287761450621	5.7532625198601	5.95551581468691	5.38481895324255	6.17314915609876	6.54190377601747
gene-b0248	7.476587024534	6.25539546657244	7.72445965277023	6.12956113428198	6.35995185878427	7.20518723848863
