	featureCounts on 30min_-_1	featureCounts on 30min_-_3	featureCounts on 30min_-_2	featureCounts on 30min_LEVO_1	featureCounts on 30min_LEVO_3	featureCounts on 30min_LEVO_2
gene-b0141	3.42418456785125	3.04275498550203	3.07264439590075	4.31509899103703	3.04640673898731	3.19510956583228
gene-b0142	4.9652438095856	5.05293271447747	4.8742719100984	4.59653776791979	4.95396764859036	4.67016956631928
gene-b0143	8.96516698713821	9.25721034605938	9.42589176482428	8.94590781120509	9.22499087902303	9.23355332988836
gene-b0144	9.74021810394526	9.83839018679511	9.44996876227484	10.1668172967597	9.85574485631406	9.64135473535299
gene-b0145	14.2223709300088	13.9731207762504	13.9721342375826	14.8895491461175	13.9983733044886	14.0573121534343
gene-b0146	15.2717035167649	15.0746710656672	15.0737575893741	15.5950288281895	15.0155165786438	15.0446884627402
gene-b0147	6.70866384021664	6.58727653925897	6.4142086871723	6.65897376017022	6.46330763694381	6.29201770334676
gene-b0148	11.5817458303841	11.5511145946352	11.5967840078557	12.0336709848695	11.8422782703858	12.038968813363
gene-b0149	11.630544599764	11.2855916408894	11.5020011504903	11.5884528676502	11.3402565318236	11.642664251823
gene-b0150	13.0612746267264	12.9522911627426	12.9833383968443	13.190649313883	12.9947918747829	13.128957158023
gene-b0151	9.1949062348334	9.10829842666678	9.35957568622086	9.71402641638617	9.28539800904499	9.65758030168598
gene-b0152	6.09949560317683	5.70614817704069	6.38829614302882	5.38136944313527	6.01119885360599	6.62516291541213
gene-b0153	10.1652943843213	10.2815217508556	8.89170924328456	10.5659705868247	10.4910175579506	9.92291206062701
gene-b0154	12.3593157779176	11.9296051461265	12.4303431402468	13.0099956383582	12.3138743039251	12.6258892323695
gene-b0155	12.3271766850033	12.4961842268596	12.3373694400429	12.2929993278887	12.2813448738933	12.4160183993279
gene-b4728	11.804015911166	11.91068148791	11.7892139728234	12.9093287506706	12.7452746914458	12.4826298429728
gene-b0156	14.0970938556722	14.2799910951729	13.8460476836366	15.0197838888698	15.2312312276923	14.7538108856404
gene-b0157	7.57081650871391	7.94308971544778	7.57391706755668	8.58146904132404	8.43586867726822	8.26011029245907
gene-b0158	7.28832268596672	7.61259635186305	7.42152961036954	7.6851118753309	7.92435057339817	8.15136842354759
gene-b0159	11.2501958415903	10.9345929061063	11.4219226792041	11.8596586139263	11.3661698411627	12.043152683617
gene-b0160	8.39051785107186	8.52823888485827	8.29275104505925	7.94905189081326	8.06497283324618	8.19578180659726
gene-b0161	11.9493424092174	11.7456558464659	11.7254016631263	12.0161836563536	12.0617544054451	11.8977951652848
gene-b0162	9.12731779762016	8.7005506295588	8.97229470924906	8.11675534873012	8.55934285679881	8.37647932826325
gene-b0163	10.8600714609011	10.8504139485015	11.3461104106925	11.2164365674051	10.975974649643	11.1874901550455
gene-b0164	5.47624269900301	4.76404739177895	5.28329242897918	4.6677484617102	5.37662969210952	5.02143124851898
gene-b0166	9.73813739240432	9.61073168115337	9.88153177384688	10.1625596476263	9.76201759779492	10.0669723221759
gene-b0167	10.8222859938222	10.8652261732405	11.0175606170258	11.036333925509	11.0848938519989	11.1292158994503
gene-b0168	10.9155576475491	10.8178871954124	10.9498101688546	11.2739618570404	10.9288903098258	11.3215472965067
gene-b4414	11.0562173072559	11.6063682290173	10.7424821755213	10.7618684472973	11.2560817806938	10.6629019691612
gene-b0169	15.2516541806642	15.7155530214939	14.9641519175219	15.0114811501099	15.3607732161454	15.0368973594235
gene-b0170	12.8694294368535	12.9228055665757	12.9278513776384	12.5592587914358	13.0118530913901	12.7598942663191
gene-b0171	11.1361469413061	11.4894894102219	11.0537517582236	11.1731191239457	12.042180729028	11.4298453515531
gene-b0172	13.7549380497063	13.8059825316611	13.8947580036254	13.6360320625315	13.2682894347577	13.3796518804453
gene-b0173	10.2306224595123	10.1604450746025	10.3252040355592	9.7024710297163	9.98765159561272	10.2209477280934
gene-b0174	8.6947422461318	8.93689470912634	9.02473716811109	8.74288216045197	8.54660004069588	8.28811366443365
gene-b0175	10.8609067553009	10.7575694893688	10.8796095055696	10.725222930904	10.2714275347262	10.3990191998138
gene-b0176	11.2899932196642	11.3572000390542	11.4652818900549	11.5300422842424	11.1661076312075	11.3962796499303
gene-b0177	12.3989552177984	12.3830329264214	12.7422921662011	12.1112241426998	12.4459048750774	12.3870171667475
gene-b0178	13.1457010341465	13.0728585693126	13.5620628080842	12.9464323435752	12.9205038323007	13.0517793160617
gene-b0179	13.4122963072827	13.5928279741415	13.4033527453186	13.2286406082231	13.2363685923012	12.9967968681321
gene-b0180	12.5128690045861	12.4941021917759	12.2173698460324	12.8285657977456	12.426949530639	12.6582382292012
gene-b0181	11.944295922594	11.6062713878911	11.8663463760045	12.5252734884542	11.8205116007762	12.3161839013262
gene-b0182	9.85749973010949	9.92439356943861	9.74004186768391	9.9938227818422	10.0571786885494	10.1785274481268
gene-b0183	5.90690313963389	5.7723660777672	6.30935240888703	5.96903028607119	6.13823418487327	6.43806387346673
gene-b0184	11.9209417546192	12.2243778259612	11.9309013290612	11.6541085045509	11.6731561287016	11.846017681382
gene-b0185	11.3723697237815	11.217981733123	11.533276338345	11.0780180357669	11.1787801956494	11.3381448909766
gene-b0186	11.6468257750156	11.9477237835578	11.6715473940738	11.0232991586549	11.2607118255242	11.0747165051724
gene-b0187	9.27959016690199	9.5074479565596	9.11399327705346	8.49315702270079	9.23612470782863	8.75839613228377
gene-b0188	9.45819798340057	9.55790190256534	9.66088481837926	9.13368049037345	9.28648924008722	9.42086939244156
gene-b0189	12.4027680974752	12.5190002777107	12.203625411237	12.553397634665	12.3465982050708	12.3141017307778
gene-b4406	12.4495141872868	12.3831729987225	12.4266362717974	12.6674018965108	12.2690023590633	12.4353687586403
gene-b0190	7.84221867424856	7.72386329948259	8.51921400244124	8.11017180341722	7.51704644903077	7.88258998482302
gene-b0191	9.23783038429991	9.05127864414936	9.5308137397353	8.52715333432335	8.70884193130835	8.88597968226219
gene-b0192	10.3572746526448	10.2039037275968	10.7238814063267	10.106701153209	9.90949024545529	9.97632647971635
gene-b0193	6.38740776800956	6.45406813016754	6.694907233628	5.50421993677986	6.39601173304385	6.66747200098352
gene-b0194	12.7241895782229	12.4130192181045	12.7671240221268	12.9692966350827	12.5818018688965	12.7888970111669
gene-b0195	7.85331587352802	7.86997969839745	8.17980236779666	7.96283789283025	8.07012503212763	7.81329625734383
gene-b0196	7.48155437571153	7.47436846160717	8.38772111030771	7.22909350037327	7.73754909604693	7.77158419341287
gene-b0197	9.35257774684685	9.60914936243559	9.55951646042473	9.74732100235877	8.91558886376239	9.29927037394577
gene-b0198	6.02173475994293	6.03861653753194	6.04637058628623	6.17180190217452	6.07654009278857	6.47359899006969
gene-b0199	5.84213620641577	6.19492019557619	5.87656856774961	5.10238339797948	5.54747579344999	6.07740177977636
gene-b0200	7.73640174122874	7.78098766590303	7.8897707198027	8.77624905867934	8.03680000308101	8.56880691590199
gene-b0201	16.3292592768757	15.9873388511769	16.351583570006	17.447370396054	16.4856273187764	17.192646665541
gene-b0202	1.58817890200328	1.68330479720402	1.79432879605795	1.65430222012247	1.5879177917884	1.61989161864545
gene-b0203	3.43869655619826	3.78042441961699	3.56196821713242	3.51546246442547	4.46820121000975	3.44978323441562
gene-b0204	17.3957405294358	16.7988123212206	17.3579523816856	18.3465259746216	17.3225844354513	18.2136749311503
gene-b0205	6.4991989114752	6.30947658225572	5.9197443554458	6.24739448999939	6.77554744755283	6.69838300936877
gene-b0206	7.38014964581031	7.33331654751852	6.80357115168741	7.14659973948131	7.43548476533375	7.81229729269674
gene-b0207	9.1168441729595	9.3433999550185	9.66717964931973	8.87639684433117	9.59503368097307	9.44606143746856
gene-b0208	9.39760863767925	9.80297240010289	9.68599839372983	9.76218856984952	9.74477613789812	9.60166322971436
gene-b0209	12.6393123284426	12.4826736883938	12.8360337843896	12.5818801615579	12.1025498134487	12.5548114293981
gene-b0210	9.36140843773273	9.11853262040203	9.01955378708456	8.56501753763139	9.06705292109759	9.24320504333901
gene-b0211	9.40193885619315	9.4816737100851	9.43272931604501	9.93112996528728	9.91121710382271	9.78608630625486
gene-b0212	7.64777245073978	7.95032268509893	7.6456152212738	7.51388807934605	7.09813847085956	7.14933358524952
gene-b0213	8.71552871573157	8.96673481851418	8.8724736712201	8.95585129947854	8.5290655162439	8.72190122749303
gene-b0214	7.83946031331883	8.14444340352285	8.22162130392618	7.93633946622596	7.270766469864	8.23831321355472
gene-b0215	12.2376762035478	12.3050511303357	11.2844800200676	11.7475614056089	11.6021749142755	11.2086310329196
gene-b0216	7.05026123584348	7.51845913216862	6.68313531643779	6.61196253699307	6.73879170085023	6.57533545652234
gene-b0217	4.39375843138056	4.22818271151014	4.10352486731745	4.10644301885984	4.76879710292889	4.70581460078775
gene-b4586	3.54813345715406	3.49610988211609	3.81931810515515	3.37952047878721	3.3648544221408	3.4884353934368
gene-b0219	10.9411834837471	10.7004102687649	11.0202697649983	10.832696899429	10.5747125382518	10.7825876098035
gene-b0220	8.28049174272148	8.21857566296589	9.60814236517471	6.98446592560857	7.94761951508509	7.99039740682253
gene-b0221	15.3347426021551	14.6352245257867	14.8727431719945	15.0449815180764	14.2288275135457	14.4098049899041
gene-b0222	9.77185151469155	10.1388054413123	10.0466066029878	9.98687265990601	10.0998175547188	9.95943400157875
gene-b0223	9.51564718709393	9.65677010048878	9.77980137141388	9.10019801668972	9.77503988814523	9.85632485387668
gene-b0224	9.2641627106915	9.59941052845461	9.12957258401267	9.39349852717224	9.72182810687871	9.503885586007
gene-b0225	12.5688349601411	12.7992999810408	11.9679288651217	12.6180136794385	12.6277331198152	12.547007625347
gene-b0226	12.4491032346407	12.5923118794322	12.2695522645186	12.5491986417118	12.5109460815066	12.5594270084549
gene-b0227	7.97013642413461	7.41429627995386	8.28392256156616	7.67905275347333	7.3311841384078	7.33311339202404
gene-b0228	7.19897073717126	7.33331905288141	7.38517411339568	5.986288976534	7.63540943385525	6.99213007487807
gene-b0231	10.8669857871586	10.7869365247306	11.1136231632585	10.2412490321627	10.6069218701656	11.1688160725292
gene-b0232	7.95304122672698	8.08977360440281	8.32169357371725	7.10330741320887	7.77850130876332	8.36263989790035
gene-b0233	7.87847771896729	8.19806051496282	8.16366244613668	7.36690011342762	8.1495445504348	8.1268929291675
gene-b0234	4.55717214617938	4.36631236817301	4.36949931194424	4.34629328901443	4.81312834553093	4.79119884678123
gene-b0237	11.1285619595699	10.5201228884133	11.517034650546	10.9874783829412	10.6527693429167	11.2476615179627
gene-b0238	8.41623127774083	8.48611676335288	8.2073507309726	8.4209679594815	8.85578630584617	8.10031046975744
gene-b0239	10.6988993520722	10.575531270649	10.8739539097043	10.6125059010629	10.837881086738	10.7206507691801
gene-b4710	9.19932872802667	9.45781927191991	9.18494221372267	8.76677800363699	9.69278171500837	9.35655556861906
gene-b4709	0.59583331766146	0.637784903164301	0.535964905543558	0.541688346470914	0.550122734065959	0.537218838245334
gene-b0241	4.08300880688546	4.10316009900521	3.72056215502451	3.76975632404461	4.13025820504043	3.98263084009768
gene-b0242	11.5684113751842	11.5665714648433	11.8391990177258	11.6155327088013	11.2540222209483	11.6052870900901
gene-b0243	11.6531571598291	11.4695710434275	11.6055495929511	11.5507257961516	11.3176201781726	11.2743989962897
gene-b0244	7.08051261549912	7.01966776647679	6.4614611669722	7.39223121480573	6.57443258013146	6.76696280732507
gene-b0245	5.19025222893733	5.15232710405736	5.42348120832439	4.63985225471769	4.83363112354466	5.62544442537948
gene-b0246	5.11342000800563	4.8003157435399	5.1706006209178	4.47071322559602	4.80371446897084	5.05363991266711
gene-b4504	3.41688249467495	3.40836548149389	3.51257495579021	3.31605597194405	3.52275363368768	3.44240641122309
gene-b0247	4.2483158094428	4.29730775290252	4.39674389050685	4.17550372418855	4.5117797138197	4.71417164117571
gene-b0248	6.55365219617926	5.809970277672	6.71233929220959	5.77950558156086	5.87030419893034	6.37923097966709
