Geneid	1714__ROC_MMC_N=3_library-read-1.fastq.gz
gene-b2880	796
gene-b2881	3651
gene-b2882	906
gene-b2883	1430
gene-b4464	1411
gene-b2886	492
gene-b2887	1322
gene-b2888	445
gene-b4684	85
gene-b4753	75
gene-b2889	1945
gene-b2890	38600
gene-b2891	11651
gene-b2892	6672
gene-b2893	2927
gene-b2894	2896
gene-b2895	1601
gene-b2896	2712
gene-b2897	3050
gene-b2898	8183
gene-b2899	1337
gene-b2900	820
gene-b2901	6092
gene-b2902	919
gene-b2903	8070
gene-b2904	2679
gene-b2905	2117
gene-b4754	62
gene-b2906	2649
gene-b2907	3306
gene-b2908	8193
gene-b2909	8820
gene-b2910	2420
gene-b2911	28753
gene-b2912	3445
gene-b4446	253
gene-b4665	149
gene-b2913	3080
gene-b2914	6056
gene-b2916	526
gene-b2917	1637
gene-b2918	761
gene-b2919	1314
gene-b2920	1298
gene-b2921	996
gene-b2922	2042
gene-b2923	1002
gene-b2924	2626
gene-b2925	32247
gene-b2926	18250
gene-b2927	4544
gene-b2928	1831
gene-b2929	2343
gene-b2930	1507
gene-b4465	2917
gene-b2933	1995
gene-b2934	202
gene-b2935	8199
gene-b2936	2863
gene-b2937	4224
gene-b2938	10702
gene-b2939	717
gene-b2940	1198
gene-b2941	522
gene-b2942	1541
gene-b2943	906
gene-b2944	317
gene-b2945	375
gene-b2946	1016
gene-b2947	1814
gene-b2948	2325
gene-b2949	1050
gene-b2950	1430
gene-b2951	2112
gene-b2952	1301
gene-b2953	470
gene-b2954	1778
gene-b2955	1505
gene-b2956	1272
gene-b2957	1899
gene-b2958	3476
gene-b2959	3311
gene-b2960	3287
gene-b2961	876
gene-b2962	341
gene-b2963	1226
gene-b2964	5750
gene-b2965	1423
gene-b2966	743
gene-b2967	171
gene-b2968	1160
gene-b2971	481
gene-b2972	917
gene-b4466	6320
gene-b2975	998
gene-b2976	4145
gene-b2977	886
gene-b4467	1169
gene-b4468	805
gene-b2979	910
gene-b2980	3148
gene-b2981	1375
gene-b2982	667
gene-b2983	2138
gene-b2984	571
gene-b2985	446
gene-b2986	652
gene-b2987	2676
gene-b2988	3943
gene-b2989	1108
gene-b2990	294
gene-b2991	798
gene-b2992	1107
gene-b2993	1019
gene-b2994	3898
gene-b2995	1609
gene-b2996	1135
gene-b2997	1007
gene-b2998	338
gene-b4755	202
gene-b3001	2717
gene-b3002	2662
gene-b3003	731
gene-b3005	28324
gene-b3006	26610
gene-b3008	783
gene-b3009	3379
gene-b3010	2425
gene-b3011	2902
gene-b3012	924
gene-b3013	1013
gene-b3014	308
gene-b4469	4651
gene-b3017	2965
gene-b3018	1115
gene-b3019	3094
gene-b3020	2953
gene-b3021	3612
gene-b3022	1028
gene-b3023	1071
gene-b3024	990
gene-b3025	825
gene-b3026	2239
gene-b3027	574
gene-b3028	1641
gene-b3029	2075
gene-b3030	6372
gene-b3031	2555
gene-b3032	3515
gene-b3033	1795
gene-b3034	1510
gene-b3035	3543
gene-b3036	574
gene-b3037	2116
gene-b3038	4337
gene-b3039	1082
gene-b3040	1076
gene-b4756	532
gene-b3041	6183
gene-b3042	717
gene-b3043	1071
gene-b3044	40
gene-b3045	239
gene-b3047	828
gene-b3048	1638
gene-b3049	741
gene-b3050	1854
gene-b3051	1404
gene-b4447	309
gene-b4664	186
gene-b4611	181
gene-b4666	105
gene-b3052	3389
gene-b3053	2834
gene-b3054	1692
gene-b3055	6413
gene-b3056	4814
gene-b3057	1219
gene-b3058	1168
gene-b3059	716
gene-b3060	997
gene-b3061	479
gene-b3062	651
gene-b3063	737
gene-b3064	1394
gene-b3065	32971
gene-b3066	30177
gene-b3067	76600
gene-b3068	2151
gene-b3069	264
gene-b3070	9215
gene-b3071	2330
gene-b3072	2807
gene-b3073	1976
gene-b3074	595
gene-b3075	1044
gene-b3076	2232
gene-b3077	671
gene-b3078	2238
gene-b3079	872
gene-b3080	1437
gene-b3081	1282
gene-b3082	627
gene-b3083	471
gene-b3084	2527
gene-b3085	967
gene-b3086	406
gene-b3087	1449
gene-b3088	736
gene-b3089	1424
gene-b3090	150
gene-b3091	4234
gene-b3092	3279
gene-b3093	2200
gene-b3094	4366
gene-b3095	7862
gene-b3096	8707
gene-b3097	2304
gene-b3098	2000
gene-b3099	4041
gene-b3100	2457
gene-b3101	873
gene-b3102	1050
gene-b3103	487
gene-b3104	550
gene-b3105	825
gene-b3106	670
gene-b3107	726
gene-b4470	6249
gene-b3110	3347
gene-b4471	2338
gene-b3113	2252
gene-b3114	8818
gene-b3115	5128
gene-b3116	10309
gene-b3117	8004
gene-b3118	1802
gene-b3119	431
gene-b3120	1489
gene-b3121	530
gene-b3123	7085
gene-b3124	1350
gene-b3125	1229
gene-b3126	1337
gene-b3127	1035
gene-b3128	852
gene-b3129	1774
gene-b3130	3388
gene-b3131	1315
gene-b3132	997
gene-b3133	619
gene-b3136	1174
gene-b3137	863
gene-b3138	685
gene-b3139	1109
gene-b3140	1577
gene-b3141	713
gene-b3142	825
gene-b3143	1080
gene-b3144	4553
gene-b3145	2159
gene-b3146	831
gene-b3147	2979
gene-b3148	400
gene-b3149	1643
gene-b3150	1957
gene-b3151	493
gene-b3152	597
gene-b3153	193
gene-b3154	403
gene-b3155	606
gene-b3156	1722
gene-b3157	1690
gene-b3158	630
gene-b3159	1162
gene-b3160	1092
gene-b3161	543
gene-b3162	256718
gene-b4685	17107
gene-b3163	82034
gene-b3164	29889
gene-b4449	2146
gene-b3165	7084
gene-b3166	6512
gene-b3167	3318
gene-b3168	57140
gene-b3169	70705
gene-b3170	39661
gene-b3171	2156
gene-b3172	1451
gene-b3173	1147
gene-b3174	1444
gene-b3175	5789
gene-b3176	2843
gene-b3177	1505
gene-b3178	30419
gene-b3179	13262
gene-b3180	6363
gene-b3181	25418
gene-b3182	1033
gene-b3183	8212
gene-b3184	4343
gene-b3185	49065
gene-b3186	53207
gene-b3187	2674
gene-b3188	169
gene-b3189	2247
gene-b3190	881
gene-b3191	1310
gene-b3192	4195
gene-b3193	3952
gene-b3194	2808
gene-b3195	6058
gene-b3196	1942
gene-b3197	5111
gene-b3198	4471
gene-b3199	2729
gene-b3200	2283
gene-b3201	2875
gene-b3202	7932
gene-b3203	1351
gene-b3204	2633
gene-b3205	1902
gene-b3206	518
gene-b3207	4323
gene-b3208	1685
gene-b3209	601
gene-b4450	287
gene-b3210	2969
gene-b3211	792
gene-b3212	4734
gene-b3213	3025
gene-b3214	1346
gene-b3215	831
gene-b3216	3049
gene-b3218	242
gene-b3219	1763
gene-b3220	2250
gene-b3221	646
gene-b3222	1907
gene-b3223	2293
gene-b3224	4903
gene-b3225	7778
gene-b3226	1858
gene-b3227	2218
gene-b3228	63663
gene-b3229	140621
gene-b3230	148131
gene-b3231	123228
gene-b3232	822
gene-b3233	2229
gene-b3234	1372
gene-b3235	1777
gene-b3236	15379
gene-b3237	1675
gene-b3238	1437
gene-b3239	432
gene-b3240	3328
gene-b3241	2884
gene-b3242	1541
gene-b3243	1026
gene-b3244	2193
gene-b4472	4230
gene-b3247	3357
gene-b3248	2576
gene-b3249	2291
gene-b3250	10626
gene-b3251	32282
gene-b3252	2745
gene-b3253	1682
gene-b3255	16912
gene-b3256	36576
gene-b3257	236
gene-b3258	2615
gene-b3259	4658
gene-b3260	13346
gene-b3261	4456
gene-b3262	773
gene-b3263	521
gene-b3264	842
gene-b3265	900
gene-b3266	2207
gene-b3267	324
gene-b3269	1235
gene-b3270	758
gene-b3271	723
gene-b3272	2115
gene-b3273	128
gene-b3274	190
gene-b3275	53266
gene-b3276	158
gene-b3277	71
gene-b3278	61301
gene-b3279	1336
gene-b3280	1720
gene-b3281	3828
gene-b3282	1682
gene-b3283	2820
gene-b3284	2120
gene-b4473	1580
gene-b3287	4950
gene-b3288	8176
gene-b3289	3746
gene-b3290	2158
gene-b3291	2979
gene-b4550	1515
gene-b3292	1227
gene-b3293	1738
gene-b3294	117782
gene-b3295	257961
gene-b3296	190379
gene-b3297	128512
gene-b3298	91783
gene-b3299	20434
gene-b3300	366881
gene-b3301	99593
gene-b3302	149382
gene-b3303	214312
gene-b3304	179437
gene-b3305	152958
gene-b3306	150774
gene-b3307	121717
gene-b3308	331063
gene-b3309	408907
gene-b3310	191239
gene-b3311	99738
gene-b3312	32049
gene-b3313	114993
gene-b3314	258474
gene-b3315	164627
gene-b3316	58500
gene-b3317	100767
gene-b3318	62546
gene-b3319	99259
gene-b3320	217583
gene-b3321	86680
gene-b3322	347
gene-b3323	1184
gene-b3324	785
gene-b3325	1393
gene-b3326	836
gene-b3327	492
gene-b3328	234
gene-b3329	403
gene-b3330	319
gene-b3331	701
gene-b3332	1595
gene-b3333	1421
gene-b3334	414
gene-b3335	631
gene-b3336	991
gene-b3337	517
gene-b3338	2069
gene-b3339	164605
gene-b3340	673742
gene-b3341	102487
gene-b3342	79033
gene-b3343	1158
gene-b3344	928
gene-b3345	1132
gene-b3346	2578
gene-b3347	8910
gene-b3348	219
gene-b3349	5815
gene-b4551	443
gene-b3350	1188
gene-b3351	403
gene-b3352	1815
gene-b3353	1292
gene-b3354	489
gene-b3355	689
gene-b3356	389
gene-b3357	4650
gene-b3358	1966
gene-b3359	1286
gene-b3360	893
gene-b3361	502
gene-b3362	403
gene-b3363	939
gene-b3364	2660
gene-b3365	1071
gene-b3366	288
gene-b3367	372
gene-b3368	1158
gene-b3369	162
gene-b3370	732
gene-b3371	933
gene-b4474	878
gene-b3374	629
gene-b3375	847
gene-b3376	1487
gene-b3377	1450
gene-b3378	302
gene-b3379	814
gene-b3380	770
gene-b3381	615
gene-b3382	148
gene-b3383	226
gene-b3384	2799
gene-b3385	774
gene-b3386	1103
gene-b3387	1503
gene-b3388	3480
gene-b3389	4612
gene-b3390	4298
gene-b3391	1001
gene-b3392	196
gene-b3393	351
gene-b3394	274
gene-b3395	298
gene-b3396	3312
gene-b3397	2374
gene-b3398	7200
gene-b3399	1234
gene-b3400	1893
gene-b3401	4055
gene-b3402	2683
gene-b3403	23044
gene-b3404	3427
gene-b3405	1465
gene-b3406	170
gene-b3407	2407
gene-b3408	4769
gene-b3409	18079
gene-b3410	819
gene-b3411	587
gene-b3412	642
gene-b3413	1420
gene-b3414	6382
gene-b3415	1506
gene-b3416	2548
gene-b3417	2228
gene-b3418	5057
gene-b4475	1485
gene-b3421	1355
gene-b3422	978
gene-b3424	1819
gene-b3425	542
gene-b3426	35897
gene-b3427	2255
gene-b3428	6906
gene-b3429	1874
gene-b3430	1604
gene-b3431	1867
gene-b3432	2301
gene-b3433	3218
gene-b3434	1476
gene-b4476	1998
gene-b3437	615
gene-b3438	1563
gene-b3439	819
gene-b3440	1972
gene-b4451	233
gene-b3441	285
gene-b3442	701
gene-b3444	25
gene-b3445	156
gene-b4612	258
gene-b3446	442
gene-b3447	935
gene-b3448	865
gene-b3449	1301
gene-b3450	1140
gene-b3451	452
gene-b3452	614
gene-b3453	876
gene-b3454	504
gene-b3455	603
gene-b3456	836
gene-b3457	666
gene-b3458	692
gene-b3459	328
gene-b3460	482
gene-b3461	51656
gene-b3462	4861
gene-b3463	4270
gene-b3464	5628
gene-b3465	265
gene-b3466	260
gene-b3467	390
gene-b3468	488
gene-b3469	4637
gene-b3470	3154
gene-b3471	3161
gene-b3472	3950
gene-b3473	1073
gene-b3474	674
gene-b3475	1436
gene-b3476	1054
gene-b3477	390
gene-b3478	328
gene-b3479	605
gene-b3480	580
gene-b3481	633
gene-b3482	651
gene-b3483	155
gene-b3484	752
gene-b3485	652
gene-b3486	2367
gene-b3487	1102
gene-b3488	1493
gene-b3491	2360
gene-b3492	2987
gene-b3493	7439
gene-b3494	531
gene-b3495	2659
gene-b3496	3205
gene-b3497	626
gene-b3498	5134
gene-b3499	5136
gene-b3500	5291
gene-b4613	1133
gene-b4712	94
gene-b4713	98
gene-b3501	403
gene-b3502	1222
gene-b3503	377
gene-b3505	962
gene-b3506	2726
gene-b3507	1247
gene-b3508	1760
gene-b3509	16562
gene-b3510	27223
gene-b3511	1262
gene-b4704	367
gene-b3512	1428
gene-b4718	351
gene-b3513	961
gene-b3514	3272
gene-b3515	1977
gene-b4452	1338
gene-b3516	2445
gene-b3517	2181
gene-b3518	760
gene-b3519	1237
gene-b3520	612
gene-b3521	395
gene-b3522	1081
gene-b3523	806
gene-b3524	2188
gene-b3525	699
gene-b3526	1415
gene-b3527	6443
gene-b3528	6392
gene-b3529	3496
gene-b3530	3546
gene-b3531	618
gene-b3532	3688
gene-b3533	2763
gene-b3535	221
gene-b3536	2325
gene-b3537	364
gene-b3538	1596
gene-b4453	617
gene-b4454	183
gene-b3539	3975
gene-b3540	1203
gene-b3541	782
gene-b3542	300
gene-b3543	310
gene-b3544	1837
gene-b3545	92
gene-b3546	3000
gene-b3547	947
gene-b3548	402
gene-b3549	362
gene-b3550	359
gene-b3551	3023
gene-b3552	530
gene-b3553	1584
gene-b3554	1619
gene-b3555	233
gene-b3556	12032
gene-b4455	57
gene-b3557	322
gene-b3558	754
gene-b3559	16506
gene-b3560	5750
gene-b4553	338
gene-b3561	698
gene-b3562	268
gene-b3563	349
gene-b3564	1512
gene-b3565	1092
gene-b3566	1432
gene-b3567	974
gene-b3568	1010
gene-b3569	4032
gene-b3570	29899
gene-b3571	1660
gene-b3572	2067
gene-b3573	324
gene-b3574	1119
gene-b3575	436
gene-b3576	376
gene-b3577	203
gene-b3578	351
gene-b3579	533
gene-b3580	1466
gene-b3581	643
gene-b3582	1145
gene-b3583	928
gene-b3584	815
gene-b3585	2847
gene-b3586	1689
gene-b3587	224
gene-b3588	886
gene-b3589	380
gene-b3590	2464
gene-b3591	1277
gene-b3592	453
gene-b3593	1039
gene-b3594	2943
gene-b3596	770
gene-b4615	620
gene-b3597	364
gene-b3598	274
gene-b3599	2055
gene-b3600	2173
gene-b3601	3070
gene-b4554	1047
gene-b3602	606
gene-b3603	1856
gene-b3604	912
gene-b3605	1680
gene-b3606	620
gene-b3607	1599
gene-b3608	5010
gene-b3609	7676
gene-b3610	4281
gene-b3611	4705
gene-b3612	7310
gene-b3613	1583
gene-b3614	2007
gene-b3615	3493
gene-b3616	19854
gene-b3617	26145
gene-b3618	21079
gene-b3619	24757
gene-b3620	6180
gene-b3621	2632
gene-b3622	4068
gene-b3623	919
gene-b3624	1195
gene-b3625	1103
gene-b3626	1379
gene-b3627	2644
gene-b3628	3652
gene-b3629	3353
gene-b3630	3467
gene-b3631	11073
gene-b3632	12002
gene-b3633	1712
gene-b3634	825
gene-b3635	2285
gene-b3636	47092
gene-b3637	49441
gene-b3638	588
gene-b3639	3913
gene-b3640	1316
gene-b3641	1419
gene-b3642	746
gene-b3643	4337
gene-b3644	2166
gene-b3645	4633
gene-b3646	758
gene-b3647	1528
gene-b3648	22674
gene-b3649	23216
gene-b3650	29635
gene-b3651	1779
gene-b3652	2596
gene-b3653	1281
gene-b3654	690
gene-b3655	1651
gene-b3656	1437
gene-b3657	364
gene-b3658	118
gene-b3659	1410
gene-b3660	769
gene-b3661	851
gene-b4555	290
gene-b3662	1182
gene-b3663	1224
gene-b3664	963
gene-b3665	1024
gene-b3666	1026
gene-b3667	856
gene-b3668	1635
gene-b3669	806
gene-b3670	520
gene-b3671	681
gene-b3672	86
gene-b4616	131
gene-b4618	39739
gene-b3673	12100
gene-b3674	1355
gene-b3675	505
gene-b3676	564
gene-b3677	708
gene-b3678	2276
gene-b3679	1351
gene-b3680	983
gene-b3681	1030
gene-b3682	576
gene-b3683	527
gene-b3684	297
gene-b3685	1498
gene-b3686	1400
gene-b3687	4359
gene-b3688	799
gene-b3689	1064
gene-b3690	666
gene-b3691	772
gene-b4478	943
gene-b4477	241
gene-b3693	596
gene-b4479	480
gene-b3696	738
gene-b3697	1676
gene-b3698	609
gene-b3699	103112
gene-b3700	16815
gene-b3701	15882
gene-b3702	35572
gene-b4757	404
gene-b3703	34292
gene-b3704	35549
gene-b4557	21411
gene-b3705	77642
gene-b3706	14454
gene-b3707	3049
gene-b3708	63623
gene-b3709	10686
gene-b3710	286
gene-b3711	580
gene-b3712	654
gene-b3713	748
gene-b3714	1328
gene-b3715	1143
gene-b3716	825
gene-b3717	937
gene-b3718	373
gene-b3719	994
gene-b3720	2158
gene-b3721	1590
gene-b3722	1033
gene-b3723	313
gene-b3724	2783
gene-b3725	9345
gene-b3726	4562
gene-b3727	8434
gene-b3728	20815
gene-b3729	8380
gene-b3730	4134
gene-b3731	6858
gene-b3732	35113
gene-b3733	38863
gene-b3734	61521
gene-b3735	17979
gene-b3736	21295
gene-b3737	22561
gene-b3738	17277
gene-b3739	3030
gene-b3740	3261
gene-b3741	35056
gene-b3742	17888
gene-b3743	638
gene-b3744	1302
gene-b3745	1205
gene-b3746	1681
gene-b3747	2206
gene-b3748	3223
gene-b3749	4465
gene-b3750	2906
gene-b3751	6896
gene-b3752	2139
gene-b3753	1534
gene-b3754	927
gene-b3755	558
gene-b3756	260307
gene-b3757	9003
gene-b3758	244499
gene-b3759	1518
gene-b3760	1019
gene-b3761	2246
gene-b4480	641
gene-b3764	1631
gene-b3765	1720
gene-b3766	275
gene-b4669	42
gene-b3769	193
gene-b3770	1281
gene-b3771	3377
gene-b3772	1735
gene-b3773	1744
gene-b3774	1331
gene-b3775	590
gene-b3778	5904
gene-b3779	3320
gene-b3780	6219
gene-b3781	53844
gene-b3782	14686
gene-b3783	149129
gene-b3784	5815
gene-b3785	2700
gene-b3786	2543
gene-b3787	3179
gene-b3788	2388
gene-b3789	903
gene-b3790	1363
gene-b3791	2415
gene-b3792	1689
gene-b4481	1785
gene-b3793	759
gene-b3794	314
gene-b3795	766
gene-b3796	301
gene-b3797	743
gene-b3798	810
gene-b3799	359
gene-b3800	1545
gene-b3801	2415
gene-b4456	2585
gene-b3802	2373
gene-b3803	3312
gene-b3804	1246
gene-b3805	1613
gene-b3806	17995
gene-b3807	418
gene-b3808	553
gene-b4558	1682
gene-b3809	2887
gene-b3810	1591
gene-b3811	1584
gene-b3812	2116
gene-b3813	7924
gene-b4482	1059
gene-b3816	4948
gene-b3817	896
gene-b3818	391
gene-b3819	853
gene-b3820	159
gene-b3821	1645
gene-b3822	2448
gene-b3823	741
gene-b3824	535
gene-b3825	2727
gene-b3826	3817
gene-b3827	965
gene-b3828	289
gene-b3829	1705
gene-b3830	873
gene-b3831	1951
gene-b3832	1541
gene-b3833	2733
gene-b3834	2533
gene-b4707	803
gene-b3835	5373
gene-b3836	5019
gene-b3838	4695
gene-b3839	4248
gene-b4483	1210
gene-b3842	897
gene-b3843	10779
gene-b3844	3292
gene-b3845	1621
gene-b3846	1533
gene-b3847	1039
gene-b3848	463
gene-b3849	1823
gene-b3850	462
gene-b3851	86720
gene-b3852	111
gene-b3853	69
gene-b3854	236051
gene-b3855	2687
gene-b3856	659
gene-b3857	319
gene-b3858	759
gene-b3859	5213
gene-b3860	12011
gene-b3861	1438
gene-b3862	1234
gene-b3863	4496
gene-b3864	510
gene-b3865	2686
gene-b4457	2911
gene-b3866	489
gene-b3867	7291
gene-b4686	9857
gene-b3868	4495
gene-b3869	4922
gene-b3870	48008
gene-b3871	140429
gene-b3872	571
gene-b3873	1487
gene-b3874	1057
gene-b3875	965
gene-b3876	2413
gene-b3877	1349
gene-b3878	4971
gene-b3879	1339
gene-b3880	1523
gene-b3881	1390
gene-b3882	665
gene-b3883	450
gene-b3884	793
gene-b3885	1348
gene-b3886	1256
gene-b3887	1002
gene-b3888	1924
gene-b3889	797
gene-b3890	676
gene-b3891	2811
gene-b3892	2844
gene-b3893	7961
gene-b3894	17150
gene-b3895	1246
gene-b3896	670
gene-b3897	1418
gene-b3898	1039
gene-b3899	503
gene-b3900	298
gene-b3901	259
gene-b3902	1245
gene-b3903	1088
gene-b3904	840
gene-b3905	1039
gene-b3906	1039
gene-b3907	669
gene-b3908	22904
gene-b3909	834
gene-b3910	763
gene-b3911	2115
gene-b3912	1343
gene-b4484	5793
gene-b4716	1585
gene-b3915	3011
gene-b3916	8351
gene-b3917	539
gene-b3918	707
gene-b3919	2660
gene-b3920	492
gene-b3921	597
gene-b3922	566
gene-b3923	1228
gene-b3924	556
gene-b3925	1726
gene-b3926	14810
gene-b3927	8284
gene-b3928	783
gene-b3929	1459
gene-b3930	929
gene-b3931	5058
gene-b3932	1796
gene-b3933	1374
gene-b3934	2139
gene-b3935	2494
gene-b3936	6276
gene-b3937	2473
gene-b3938	1158
gene-b3939	559
gene-b3940	3074
gene-b3941	442
gene-b3942	4331
gene-b3943	1066
gene-b3944	350
gene-b3945	1107
gene-b3946	659
gene-b3947	1949
gene-b3949	550
gene-b3950	731
gene-b3951	3209
gene-b3952	774
gene-b3953	163
gene-b3954	471
gene-b3955	4411
gene-b3956	4123
gene-b3957	1170
gene-b3958	890
gene-b3959	1253
gene-b3960	2445
gene-b4458	26
gene-b3961	1854
gene-b3962	12773
gene-b3963	2752
gene-b3964	2572
gene-b3965	3554
gene-b3966	2972
gene-b3967	8065
gene-b3968	7015
gene-b3969	8013
gene-b3970	3191
gene-b3971	18
gene-b3972	5222
gene-b3973	6309
gene-b3974	4436
gene-b3976	960
gene-b3977	1599
gene-b3978	2117
gene-b3979	1350
gene-b3980	46651
gene-b3981	10284
gene-b3982	5885
gene-b3983	77855
gene-b3984	205056
gene-b3985	99757
gene-b3986	416770
gene-b3987	991797
gene-b3988	303012
gene-b3989	684
gene-b4691	556
gene-b3990	2022
gene-b3991	820
gene-b4407	666
gene-b3992	1666
gene-b3993	546
gene-b3994	1953
gene-b3995	684
gene-b3996	807
gene-b3997	1600
gene-b3998	1464
gene-b3999	2013
gene-b4000	2337
gene-b4001	1103
gene-b4002	428
gene-b4003	1114
gene-b4004	1426
gene-b4005	930
gene-b4006	567
gene-b4007	2280
gene-b4008	3220
gene-b4009	3370
gene-b4010	10
gene-b4011	536
gene-b4012	314
gene-b4013	1046
gene-b4014	19160
gene-b4015	17030
gene-b4016	32542
gene-b4017	1454
gene-b4018	1378
gene-b4019	3224
gene-b4020	1581
gene-b4021	618
gene-b4022	2546
gene-b4023	569
gene-b4024	1385
gene-b4025	10643
gene-b4026	794
gene-b4027	160
gene-b4028	210
gene-b4029	1314
gene-b4620	232
gene-b4030	459
gene-b4031	1779
gene-b4032	981
gene-b4033	893
gene-b4034	887
gene-b4035	488
gene-b4036	1738
gene-b4037	1382
gene-b4039	680
gene-b4040	1529
gene-b4041	13810
gene-b4042	1328
gene-b4043	35330
gene-b4044	13420
gene-b4045	1113
gene-b4046	1635
gene-b4047	234
gene-b4048	517
gene-b4049	4388
gene-b4050	1415
gene-b4051	1996
gene-b4052	6857
gene-b4053	3176
gene-b4054	1588
gene-b4621	339
gene-b4055	649
gene-b4056	1499
gene-b4057	1469
gene-b4058	168614
gene-b4059	5489
gene-b4060	2708
gene-b4061	12276
gene-b4062	27012
gene-b4063	1876
gene-b4459	1687
gene-b4064	1126
gene-b4065	1021
gene-b4066	732
gene-b4067	1130
gene-b4068	352
gene-b4069	1353
gene-b4070	692
gene-b4071	369
gene-b4072	425
gene-b4073	454
gene-b4074	730
gene-b4075	181
gene-b4076	254
gene-b4077	1241
gene-b4078	433
gene-b4079	4878
gene-b4080	1071
gene-b4081	1344
gene-b4082	792
gene-b4622	208
gene-b4083	754
gene-b4084	2147
gene-b4085	2835
gene-b4086	2196
gene-b4087	2555
gene-b4088	628
gene-b4089	918
gene-b4090	246
gene-b4487	250
gene-b4092	1536
gene-b4093	297
gene-b4094	376
gene-b4095	1081
gene-b4096	963
gene-b4097	873
gene-b4098	666
gene-b4099	1283
gene-b4100	579
gene-b4101	490
gene-b4102	614
gene-b4105	1493
gene-b4106	810
gene-b4107	520
gene-b4108	91985
gene-b4109	1733
gene-b4110	845
gene-b4111	20940
gene-b4703	2830
gene-b4112	4561
gene-b4113	1221
gene-b4114	1253
gene-b4115	744
gene-b4116	764
gene-b4117	2749
gene-b4118	902
gene-b4119	1596
gene-b4120	1981
gene-b4121	487
gene-b4122	1574
gene-b4123	1104
gene-b4124	1204
gene-b4125	2091
gene-b4126	101
gene-b4127	311
gene-b4128	1273
gene-b4559	831
gene-b4129	50193
gene-b4130	1291
gene-b4131	7426
gene-b4132	2092
gene-b4133	1833
gene-b4134	51
gene-b4135	623
gene-b4136	1929
gene-b4137	404
gene-b4138	5562
gene-b4139	9060
gene-b4140	2553
gene-b4141	1228
gene-b4142	10047
gene-b4143	53293
gene-b4144	433
gene-b4145	1485
gene-b4146	2758
gene-b4147	24118
gene-b4410	6628
gene-b4411	6924
gene-b4148	1291
gene-b4149	942
gene-b4150	979
gene-b4151	434
gene-b4152	677
gene-b4153	1305
gene-b4154	1792
gene-b4155	1160
gene-b4156	3049
gene-b4157	939
gene-b4158	1555
gene-b4159	4106
gene-b4160	2344
gene-b4161	5286
gene-b4162	1030
gene-b4163	818
gene-b4164	4834
gene-b4165	10393
gene-b4670	3287
gene-b4166	18189
gene-b4167	5186
gene-b4168	490
gene-b4169	1073
gene-b4170	3063
gene-b4171	3945
gene-b4172	1056
gene-b4173	4046
gene-b4174	5906
gene-b4175	2164
gene-b4176	339
gene-b4177	86907
gene-b4178	4921
gene-b4179	8863
gene-b4180	3839
gene-b4181	317
gene-b4182	735
gene-b4183	364
gene-b4184	329
gene-b4185	574
gene-b4186	1835
gene-b4187	1928
gene-b4188	1320
gene-b4189	552
gene-b4190	707
gene-b4191	395
gene-b4192	902
gene-b4193	759
gene-b4194	371
gene-b4195	635
gene-b4196	943
gene-b4197	2435
gene-b4198	1197
gene-b4199	227
gene-b4200	50159
gene-b4201	29520
gene-b4202	19619
gene-b4203	102802
gene-b4204	1640
gene-b4206	597
gene-b4207	1416
gene-b4208	2621
gene-b4209	2961
gene-b4210	635
gene-b4211	1204
gene-b4212	356
gene-b4213	2467
gene-b4214	2329
gene-b4215	2419
gene-b4216	1799
gene-b4217	339
gene-b4218	7976
gene-b4219	912
gene-b4220	1969
gene-b4221	7725
gene-b4222	660
gene-b4223	446
gene-b4224	730
gene-b4225	766
gene-b4226	12909
gene-b4227	1712
gene-b4485	1235
gene-b4230	733
gene-b4231	1067
gene-b4232	4563
gene-b4233	4788
gene-b4234	8152
gene-b4235	1627
gene-b4237	1265
gene-b4238	4358
gene-b4239	2743
gene-b4240	3234
gene-b4241	2106
gene-b4702	7912
gene-b4242	72299
gene-b4243	6467
gene-b4244	1930
gene-b4245	1118
gene-b4246	122
gene-b4248	542
gene-b4249	815
gene-b4251	519
gene-b4252	1028
gene-b4253	874
gene-b4254	533
gene-b4255	3324
gene-b4256	253
gene-b4257	496
gene-b4258	10425
gene-b4259	678
gene-b4260	6755
gene-b4261	3196
gene-b4262	4639
gene-b4263	1510
gene-b4264	677
gene-b4265	760
gene-b4266	292
gene-b4267	373
gene-b4268	280
gene-b4269	625
gene-b4270	131
gene-b4272	29
gene-b4273	710
gene-b4277	500
gene-b4278	836
gene-b4279	4214
gene-b4280	8323
gene-b4655	316
gene-b4284	656
gene-b4287	931
gene-b4288	880
gene-b4289	868
gene-b4290	1149
gene-b4291	2952
gene-b4292	2148
gene-b4293	2188
gene-b4294	714
gene-b4295	5359
gene-b4296	1843
gene-b4297	4412
gene-b4298	1382
gene-b4299	951
gene-b4300	724
gene-b4301	781
gene-b4302	694
gene-b4624	574
gene-b4303	2768
gene-b4304	1501
gene-b4565	409
gene-b4305	2867
gene-b4306	703
gene-b4307	498
gene-b4566	496
gene-b4309	1489
gene-b4310	3350
gene-b4311	1348
gene-b4312	1619
gene-b4313	889
gene-b4314	1453
gene-b4315	359
gene-b4316	502
gene-b4317	3668
gene-b4318	1137
gene-b4319	631
gene-b4320	1637
gene-b4321	1977
gene-b4322	2477
gene-b4323	5042
gene-b4324	3953
gene-b4325	1530
gene-b4720	108
gene-b4721	209
