	featureCounts on ROC_-_1	featureCounts on ROC_-_3	featureCounts on ROC_-_2	featureCounts on ROC_LEVO_1	featureCounts on ROC_LEVO_3	featureCounts on ROC_LEVO_2
gene-b0076	123.305070992706	149.425150585443	62.4432309382274	96.5166041878763	68.9010325642099	77.6084403575457
gene-b4726	2.0899164575035	17.2413635290895	2.83832867901034	0	3.28100155067666	5.46538312377082
gene-b0077	1049.13806166675	628.899260156313	949.893997908793	972.203710934129	821.344054852725	527.956009756262
gene-b0078	111.810530476437	64.860367561813	142.862543510187	151.81257533718	114.835054273683	69.9569039842665
gene-b0080	3987.56060091667	3062.39456969066	4856.38036978669	4526.22658389395	4000.63455745841	3011.42610119772
gene-b0081	3348.0461649206	2767.64935507432	3522.36589065183	4818.79254033845	3989.69788562282	3176.4806715356
gene-b0082	13905.2591499995	8967.97208705928	10293.6720092108	14775.0834910941	12670.1343215297	12846.9295707357
gene-b0083	4858.01080546688	5426.10340779775	4282.09186706693	5057.06790692727	4829.63428259605	4535.17491610503
gene-b0084	2834.97167460349	5502.45801771228	2847.78977460704	2948.78333419835	3107.1084684908	2772.04232037656
gene-b0085	7100.49116436813	6600.15816239765	6791.17441931207	6779.28606290469	7079.30767917668	6202.11676885513
gene-b0086	6431.71789796701	5334.14946897593	6936.87529150127	6082.55682642345	7067.27734015753	6076.4129570084
gene-b0087	3148.45914322902	3017.23861759067	3331.25175959847	2894.49274434267	3041.48843747727	3178.66682478511
gene-b0088	5083.72178287725	4857.9594286487	6254.73029897912	4733.33513038043	5601.76331418862	4982.24325562948
gene-b0089	1913.31851684445	2321.01593793981	2550.71137287062	2021.82178147728	2203.73937487116	1950.04869856143
gene-b0090	3344.91129023434	3605.08701220153	3619.81517529785	2925.659564445	3174.91583387145	3369.95523411709
gene-b0091	4488.09559248876	3541.86867926153	6535.72483820114	4564.43107305165	4661.20953632798	3791.8828112722
gene-b0092	5385.71471098651	4807.05635537234	5855.47206479833	4966.58359050113	5105.23841285289	4467.40416537027
gene-b0093	8198.74226278621	6544.32898525584	7285.04360945987	7035.65829277873	6604.65612151212	7027.38962054453
gene-b0094	14912.5988825162	12631.3513283353	14701.5964477139	12129.9253075701	12059.8680331039	11325.3669090779
gene-b0095	40941.4634024935	62582.8655413513	40803.8130894526	31476.4775407712	32554.0973858139	26649.2081115065
gene-b0096	24529.3494617185	20872.7230952401	25851.4976084262	30464.0585780921	30991.2469805082	23104.3606174288
gene-b0097	2511.03462369045	2859.60329389613	3020.92782402667	3492.69461404877	3359.7455878929	3469.42520696972
gene-b0098	26667.3339977446	20055.8108708857	23388.7744246049	26776.3199930803	29101.3900873184	23765.6719754051
gene-b0099	932.102740046559	798.849843514481	629.162857180625	644.449409212799	939.460110677085	1017.65433764613
gene-b0101	2244.57027535875	2490.14550398707	2026.56667681338	2129.39757989502	2486.99917541291	3137.12991304445
gene-b0102	2238.30052598624	1628.0773275326	2394.60329552506	2337.51150767513	2702.45161057401	2703.17849301705
gene-b0103	1695.96720526409	1669.12819307805	1316.03839750113	1880.06301907634	1969.69459758956	2213.48016512718
gene-b4727	1.04495822875175	39.4088309236332	10.4072051563712	8.04305034898969	12.0303390191478	28.4199922436083
gene-b0104	9009.62984829757	4659.27323940872	4910.30861468789	10057.8344614116	5816.12208216617	8377.33925211592
gene-b0106	1077.35193384305	426.107984361784	630.108966740295	942.042272125418	691.197660009217	803.411319194311
gene-b0107	183.912648260308	174.876687223622	253.55736199159	185.995539320387	237.325778832279	247.035317194441
gene-b0108	26.1239557187937	8.21017310909025	10.4072051563712	28.1506762214639	19.68600930406	18.5823026208208
gene-b0109	673.998057544877	782.429497296301	1087.07988406096	958.128372823397	858.528739093727	660.218281351516
gene-b0110	261.239557187937	166.666514114532	324.515578966849	482.583020939382	320.444484782754	229.546091198375
gene-b0111	956.136779307849	775.040341498119	913.941834641329	1397.47999813696	1083.82417890686	952.069740160878
gene-b0112	784.763629792563	988.504842334466	825.007536032338	810.337322660711	781.972036244605	1087.61124163039
gene-b0113	2103.50091447727	2684.72660667251	2551.65748243029	2473.23798231433	1567.22507403989	2639.78004878131
gene-b0114	273122.822165302	128163.265284832	532194.196190916	418726.228074871	545391.04476433	622620.817766471
gene-b0115	97606.4132730145	29583.7167639849	223019.783734118	146993.782796842	213160.108744361	179265.659536308
gene-b0116	161264.223610342	64961.3526910548	274089.831655551	206603.845077085	255662.202831827	275833.513950214
gene-b0117	170.328191286535	232.347898987254	252.61125243192	309.657438436103	301.852142662253	460.185259021503
gene-b0118	146242.949072036	67004.8647779073	96150.2762205946	114970.37783234	112081.200305482	65466.5452097764
gene-b0119	653.098892969842	549.260580998138	860.959699299803	1174.2853509525	839.936396973226	837.29669456169
gene-b0120	3033.51373806632	2081.27888315438	3458.97655015393	4566.4418356389	5191.63812035404	6563.92513164876
gene-b0121	1831.81177500181	1051.72317527446	2439.07044482955	3354.95737682233	3686.75207577701	4317.65266777895
gene-b0122	2654.19390102944	5753.68931485045	2039.81221064876	1458.80825704801	2345.91610873381	2572.00929804655
gene-b0123	1182.89271494698	959.76923645265	888.396876530236	1045.59654536866	1047.73316184941	1050.44663638875
gene-b0124	901.798951412758	838.258674438114	648.085048374027	670.589322847016	661.668646053127	629.612135858399
gene-b0125	2615.53044656562	3302.1316244761	3701.18059742948	3668.63634043292	3789.55679103155	4374.49265226617
gene-b0126	3434.77769790699	4036.94211773968	5044.65617216104	4332.18799422457	3929.54619052708	4270.65037291452
gene-b0127	1934.21768141949	1183.0859450199	1439.03264025824	2089.18232815007	2407.16147101311	2420.07164720572
gene-b0128	1452.49193796493	1954.84221727439	1278.19401511432	1766.45493289686	1900.79356502535	1959.88638818422
gene-b0129	523.524072604626	967.158392250831	625.378418941945	539.889754675933	739.319016085808	525.769856506753
gene-b0130	639.51443599607	767.651185699938	858.121370620792	811.342703954335	792.908708080194	945.511280412353
gene-b0131	712.661512008692	925.286509394471	1008.55279060834	1010.40820009183	967.895457449616	949.883586911369
gene-b0132	1415.91839995862	2714.28322986524	1049.23550167416	1253.71047314877	1346.30430296099	1433.02345505271
gene-b0133	7347.10130635354	6050.89758139951	7044.73178130366	7951.56065126993	7707.07264253948	7324.70646247766
gene-b0134	728.335885439968	470.442919150871	1063.42714506921	1083.80103452636	1063.04450241924	806.690549068574
gene-b0135	52.2479114375874	73.0705406709032	46.3593684238355	44.2367769194433	45.9340217094733	55.7469078624624
gene-b0136	18.8092481175315	43.5139174781783	19.8683007530724	46.2475395066907	20.7796764876189	48.0953714891833
gene-b0137	68.9672430976154	241.379089407253	46.3593684238355	73.3928344345309	88.5870418682699	122.424581972466
gene-b0138	15.6743734312762	27.0935712599978	11.3533147160414	20.1076258724742	25.1543452218544	63.3984442357416
gene-b0139	64.7874101826084	55.8291771418137	28.3832867901034	64.3444027919175	89.6807090518288	66.6776741100041
gene-b0140	31.3487468625524	30.3776405036339	17.029972074062	18.0968632852268	32.8100155067666	12.0238428722958
gene-b0141	3.13487468625524	2.46305193272707	4.73054779835056	5.02690646811856	6.56200310135333	7.65153637327915
gene-b0142	693.852263891161	467.979867218144	866.636356657823	786.208171613742	1036.79649001383	1055.91201951252
gene-b0143	7084.81679093685	3405.57980565064	6280.27525709021	7861.0763348438	8767.9298105916	9813.64193704289
gene-b0144	2192.32236392117	1691.29566047259	2003.8600473813	2655.21199646022	3107.1084684908	3342.62831849824
gene-b0145	12071.3574585402	8087.8415297648	8110.99725505188	20423.3155986721	12684.351994916	20991.443501779
gene-b0146	10414.0537077399	14144.4862323407	8162.08717127406	9477.72945499073	8136.88384567813	8656.07379142823
gene-b0147	543.378278950909	587.848394610862	601.725679950192	544.916661144052	581.830941653328	676.614430722828
gene-b0148	4924.88813210699	5283.24639569958	5020.05732360962	5403.92445322745	6018.45051112456	5649.01999672952
gene-b0149	3557.03781067095	2505.74483289434	3537.50364360655	4042.63818166094	4447.944435534	3837.79202951187
gene-b0150	8957.38193685998	4680.61968949235	7781.75112828668	6430.41875401726	6835.41989724305	12712.4811458909
gene-b0151	1609.23567227769	839.900709059932	1732.32660375598	1343.18940828128	1754.24216242846	2363.2316627185
gene-b0152	708.481679093685	465.516815285417	790.947591884214	459.459251186036	882.589417132023	979.396655779732
gene-b0153	2354.29088937769	1865.3513303853	2692.62780682114	1960.49352256624	2751.66663383416	3882.60817112679
gene-b0154	3209.06672049662	1794.74384164713	3848.77368873802	4381.45167761213	4649.17919730883	3838.88510613663
gene-b0155	2040.80342075216	3239.73430884701	1639.60786690831	1764.44417030961	1937.97824926635	1876.8125647029
gene-b4728	1292.61332896591	1405.58163627625	1437.1404211389	1968.53657291523	1610.97176138224	2059.35636103685
gene-b0156	8339.8116236677	13706.8840056262	6503.55711317236	9118.80833316706	9588.18019826077	10653.1247848541
gene-b0157	615.480396734779	449.917486378146	680.252773402811	692.707711306737	847.592067258138	950.976663536123
gene-b0158	507.849699173349	807.060016623571	1050.18161123383	773.138214796634	1079.44951017262	935.673590789565
gene-b0159	2112.90553853603	1678.15938349805	3347.33562211286	3838.54577905533	3328.0292395697	3052.96301293838
gene-b0160	1140.04942756816	1014.77739628355	852.444713262772	1260.74814220413	1200.84656754766	989.234345402519
gene-b0161	14760.0349811184	12919.5284044644	17333.6732427161	8415.04142763047	14170.6456973725	11024.7708372705
gene-b0162	3845.44628180643	2783.24868398159	2783.45432454947	3151.87035551034	2684.95293563707	2638.68697215655
gene-b0163	1170.35321620196	1055.82826182901	1120.19371864941	1391.44771037522	950.396782512674	1263.59657821581
gene-b0164	274.82401416171	190.476016130894	327.353907645859	283.517524801887	300.758475478694	249.22147044395
gene-b0166	1645.809210284	1013.13536166174	2751.28659952069	2510.43709017841	1994.84894281141	1170.68506511171
gene-b0167	3536.13864609591	2034.48089643256	5177.11151051486	3617.36189445811	4795.73059990572	3853.09510225843
gene-b0168	3400.29407635819	2518.06009255798	7261.39087046812	4245.72520297293	5047.27405212427	4968.03325950768
gene-b4414	5836.09170757851	3822.65659959242	6434.49111531644	6813.46902688789	6504.03874062471	10030.0711087442
gene-b0169	134589.574904996	65456.4261295329	179302.899310441	176050.307563861	172018.536633243	240331.478254824
gene-b0170	56607.4771679397	17181.4292653932	113038.331860706	90224.9280523791	98575.5042557132	87523.7384206907
gene-b0171	60270.0557597146	49354.6346279851	70158.7543973372	55758.446544371	71874.7136363066	93806.7428597777
gene-b0172	27646.459858085	14733.9766615734	27946.1841735358	29534.0808814901	29241.379486814	37772.3558450049
gene-b0173	2152.6139512286	1452.37962299807	2887.52637611318	2629.07208282601	3447.23896257761	3315.30140287938
gene-b0174	3165.17847488904	2355.49866499799	3416.40161996878	3983.32068533714	3896.73617502032	2847.4646074846
gene-b0175	3290.57346233925	3024.62777338885	3575.34802599336	3747.05608133557	4392.16740917249	3742.69436315826
gene-b0176	11805.9380684372	10277.4946979592	11469.6861918808	10000.5277276751	12190.0144279474	10100.0280127285
gene-b0177	68773.9258252963	55766.7798261846	55999.2787273143	51670.566204497	59035.0609013252	54780.6281261797
gene-b0178	15207.2771030242	21192.0988291837	13768.7324218792	13765.6806722959	12848.4020724498	11745.1083329835
gene-b0179	23758.1702888997	34641.1833991845	21605.3579046267	22015.839567772	23483.2217653764	24651.0640414559
gene-b0180	22334.9371813399	26633.8015658888	20593.9667853393	22674.3643150956	29331.0601958658	42967.7490424615
gene-b0181	10347.1763810998	7178.97536658851	10842.4155538195	13394.6949749487	14915.4330493761	15213.4404633285
gene-b0182	7103.62603905438	5817.72866510135	7394.7923183816	8733.74729770918	10813.0874438467	10930.7662475416
gene-b0183	1113.92547184936	623.15213897995	1647.17674338567	1366.31317803462	2050.62596917291	1833.08949971273
gene-b0184	15069.342616829	15019.6906857697	18266.5372685509	18181.3153138912	22764.6824257783	25915.7536962965
gene-b0185	8638.6696770907	4541.04674663782	13434.7557473156	12826.6545440513	13851.2948797733	11521.0276249089
gene-b0186	666.683349943615	1018.06146552719	677.414444723801	596.191107118861	752.443022288515	638.356748856432
gene-b0187	446.197163676996	731.526424019941	414.395987135509	407.179423917603	418.874531303054	382.576818663958
gene-b0188	3535.09368786716	3409.68489220518	2716.28054581289	2596.89988143005	2958.36973152679	2917.42151146887
gene-b0189	1500.56001648751	1385.87722081443	1259.27182392092	1842.86391121226	1387.86365593623	1512.81804865976
gene-b4406	769.089256361286	625.615190912677	620.647871143594	1246.6728040934	733.850680168014	901.788215422186
gene-b0190	301.992928109255	231.526881676345	476.839218073737	409.190186504851	479.026226398793	372.73912904117
gene-b0191	333.341674971808	190.476016130894	432.372068769242	470.518445415897	544.646257412326	379.297588789695
gene-b0192	888.214494438986	819.375276287207	746.480442579719	834.466473707681	893.526088967611	826.365928314149
gene-b0193	206.901729292846	176.51872184544	231.796842119178	206.103165192861	192.485424306364	229.546091198375
gene-b0194	26065.4380579836	14914.6004699733	32013.5091705576	34665.5470041456	35515.7481188913	42615.7783692906
gene-b0195	1746.12520024417	778.324410741756	1312.25395926245	2089.18232815007	1916.10490559517	2134.77864814488
gene-b0196	1023.01410594796	723.316250910851	1097.48708921733	1482.93740809497	1300.37028125152	1248.29350546926
gene-b0197	1849.57606489059	2574.7102870107	1365.23609460397	1754.39035737338	1633.93877223698	1213.31505347712
gene-b0198	130.619778593968	165.024479492714	168.40750162128	220.178503303593	207.796764876189	143.193037842796
gene-b0199	197.49710523408	149.425150585443	186.383583255012	272.458330572026	229.670108547366	208.777635328045
gene-b0200	514.11944854586	834.153587883569	843.929727225741	811.342703954335	673.698985072275	662.404434601024
gene-b0201	6593.68642342353	118049.153031743	7438.31335812643	9166.06125396738	10433.5849311518	4824.84022166488
gene-b0202	83.5966583001398	141.214977476352	33.1138345884539	34.1829639832062	156.394407248921	182.543796333946
gene-b0203	261.239557187937	1299.67040316899	170.29972074062	301.614388087113	539.177921494532	505.001400636424
gene-b0204	9874.85526170402	61235.5761341496	11842.4533583908	11852.4400705299	13883.0112280965	7609.9994615385
gene-b0205	442.017330761989	1013.95637897265	823.115316912998	514.75522233534	766.66069567478	968.46588953219
gene-b0206	334.386633200559	542.692442510865	1049.23550167416	537.878992088686	839.936396973226	934.580514164811
gene-b0207	1112.88051362061	1049.26012334173	1075.72656934492	1186.34992647598	1168.03655204089	1164.12660536319
gene-b0208	1070.03722624179	1165.02356417991	748.372661699059	893.783970031479	685.729324091423	700.66211646742
gene-b0209	1845.39623197559	1843.18386299076	1892.21911934023	1597.55087556808	1287.24627504881	1453.79191092304
gene-b0210	676.087974002381	563.217875283591	662.276691769079	545.922042437675	488.869231050823	662.404434601024
gene-b0211	11964.7717192075	13695.3897632734	10033.4918803015	13262.990025484	13132.7555401751	17566.8344364242
gene-b0212	629.064853708552	882.593609227202	677.414444723801	803.299653605345	715.258338047513	732.36133858529
gene-b0213	691.762347433657	933.496682503561	765.402633773121	764.089783154021	637.607968014832	848.227460809232
gene-b0214	373.050087664374	513.95683662905	368.982728271344	470.518445415897	381.689847062052	366.180669292645
gene-b0215	3201.75201289536	4992.60626763778	2713.44221713388	3399.19415374177	3147.57415428248	4686.0194903211
gene-b0216	161.968525456521	169.950583358168	168.40750162128	120.645755234845	155.300740065362	175.985336585421
gene-b0217	53.2928696663391	58.2922290745408	44.4671493044953	170.914819916031	223.108105446013	354.156826420349
gene-b4586	36.5735380063112	47.6190040327234	33.1138345884539	28.1506762214639	59.0580279121799	101.656126102137
gene-b0219	256.014766044178	292.282162683613	230.850732559508	353.894215355546	249.356117851426	229.546091198375
gene-b0220	299.903011651752	151.067185207261	295.186182617075	379.028747696139	355.441834656639	313.712991304445
gene-b0221	7220.66136067458	3809.52032261788	2948.07738793207	5331.53700008654	4719.1738970566	2631.03543578327
gene-b0222	2659.4186921732	2532.01738684343	2589.5018648171	3346.91432647334	2602.92789687015	2336.9978237244
gene-b0223	5219.56635261498	4347.28666126329	3821.33651150759	4643.85619524792	4515.75180091465	4285.95344566108
gene-b0224	4034.5837212105	4102.6235026124	2141.04593353347	3665.62019655205	3653.94206027024	4203.97269880452
gene-b0225	1637.44954445399	2161.73857962346	2003.8600473813	1551.30333606139	2047.34496762224	2662.73465790115
gene-b0226	561.142568839689	887.519713092656	806.085344838936	652.492459561789	797.283376814429	1064.65663251056
gene-b0227	34.4836215488077	18.0623808399985	60.5510118188872	20.1076258724742	42.6530201587966	60.1192143614791
gene-b0228	328.116883828049	279.145885709068	333.03056500388	427.287049790077	324.81915351699	264.524543190508
gene-b0231	731.470760126223	453.201555621782	547.797435048995	3104.61743471002	3506.29699048979	3757.99743590482
gene-b0232	274.82401416171	237.274002852708	213.820760485446	831.450329826809	1065.23183678636	1028.58510389367
gene-b0233	413.803458585692	362.06863411088	269.641224505982	1025.48891949619	1446.92168384841	1862.6025685811
gene-b0234	49.1130367513321	66.502402183631	51.0899162221861	137.737237226448	181.548752470775	208.777635328045
gene-b0237	8779.73903797219	5933.49210593952	9386.35294148719	9762.25236108624	8544.82170514559	6677.60510062319
gene-b0238	6211.23171170039	3296.38450329973	6402.32339028765	7742.4413421962	8791.9904886299	15066.9681956114
gene-b0239	4176.69804032074	3003.28132330521	3894.18694760218	4124.07406644446	4473.09878075585	6027.22450889447
gene-b4710	1311.42257708344	926.928544016289	1321.71505485915	1817.72937887167	1106.79118976159	1145.54430274236
gene-b4709	6.26974937251049	5.74712117636317	11.3533147160414	12.0645755234845	5.46833591779444	5.46538312377082
gene-b0241	38.6634544638147	27.0935712599978	24.5988485514229	31.1668201023351	25.1543452218544	27.3269156188541
gene-b0242	4879.95492827066	3829.22473807969	4899.90140953151	4258.79515979004	4150.46696160598	3056.24224281265
gene-b0243	3443.13736373701	2293.10134936891	3421.13216776713	3211.18785183413	2896.03070206394	2095.42788965373
gene-b0244	208.99164575035	286.53504150725	195.844678851713	158.850244392546	177.17408373654	213.149941827062
gene-b0245	25.0789974900419	29.5566231927249	35.0060537077942	56.3013524429278	86.3997075011521	49.1884481139374
gene-b0246	51.2029532088356	22.1674673945437	51.0899162221861	58.3121150301753	101.711048070977	100.563049477383
gene-b4504	28.2138721762972	22.9884847054527	31.2216154691137	55.2959711493041	95.1490449696232	64.4915208604957
gene-b0247	65.8323684113601	38.5878136127242	84.20375081064	119.640373941222	166.237411900951	94.0045897288582
gene-b0248	59.5626190388496	48.4400213436325	126.778680995795	205.097783899237	167.33107908451	169.426876836896
gene-b0249	282.138721762972	185.54991226544	249.77292375291	356.910359236418	281.072466174634	465.650642145274
gene-b0250	718.931261381202	889.982765025383	392.635467263097	529.835941739696	654.012975768215	609.936756612824
gene-b0251	67.9222848688636	67.32341949454	71.9043265349286	89.4789351325103	56.8706935450622	113.679968974433
gene-b0252	44.9332038363252	105.090215796355	56.7665735802068	98.5273667751237	97.336379336741	111.493815724925
gene-b0253	423.208082644458	517.240905872686	486.300313670438	395.114848394119	526.053915291825	513.746013634458
gene-b0254	120.170196306451	92.7749561327198	64.3354500575677	135.726474639201	110.460385539448	104.9353559764
gene-b0256	681.31276514614	598.521619652679	560.096859324707	601.21801358698	549.020926146562	567.306768247412
gene-b4690	38.6634544638147	32.019675125452	13.2455338353816	51.2744459748093	13.1240062027067	13.11691949705
gene-b0258	301.992928109255	230.705864365436	193.952459732373	322.727395253211	310.601480130724	245.942240569687
gene-b0259	37.6184962350629	23.8095020163617	52.9821353415263	86.4627912516392	54.6833591779444	59.0261377367249
