	featureCounts on ROC_-_1	featureCounts on ROC_-_3	featureCounts on ROC_-_2	featureCounts on ROC_LEVO_1	featureCounts on ROC_LEVO_3	featureCounts on ROC_LEVO_2
gene-b0110	8.11562774095357	7.51304928337589	8.41228679892538	8.96235493600062	8.39493286081231	7.94038778715947
gene-b0111	9.92545358074981	9.62811708299951	9.86144977894815	10.4653589901481	10.1034548958689	9.91940665892479
gene-b0112	9.64573792377833	9.97269594996484	9.71646288406403	9.69108118300025	9.64070090375992	10.1084129529104
gene-b0113	11.0497351796775	11.3993131238948	11.326426954647	11.2816838618494	10.6289438603041	11.3751040271457
gene-b0114	18.0592767800863	16.967807471928	19.0216376110962	18.6757041422964	19.0569747721449	19.2480322065721
gene-b0115	16.5749301661685	14.8533133854295	17.7669180214055	17.1655562055894	17.7016886964594	17.4518713096596
gene-b0116	17.2992132717117	15.9876574068612	18.0643754115104	17.6566218407213	17.9639716999941	18.0735238157316
gene-b0117	7.54173931408042	7.95676827426241	8.06999322405089	8.34791384795352	8.31290883364785	8.89605630157632
gene-b0118	17.1581689620304	16.0323304971351	16.5532488865837	16.8111079936811	16.7743953988766	15.9988307766279
gene-b0119	9.38664490511516	9.14339923029175	9.77684006324978	10.2174648455913	9.74184158111956	9.73738652537933
gene-b0120	11.574525348514	11.0345314732215	11.762930675936	12.1620108737137	12.3465107815523	12.6839330474582
gene-b0121	10.851858044077	10.0607291246988	11.2617466176123	11.719089981971	11.854517044434	12.0814838708921
gene-b0122	11.3829119488276	12.4943660528031	11.0057254015502	10.5266234063349	11.2059470683764	11.3378156119313
gene-b0123	10.2278577384125	9.93083301353663	9.82127486143345	10.0524289107937	10.0553289751643	10.0590036342924
gene-b0124	9.84249195305614	9.73901166370675	9.37579612268488	9.4238637214333	9.40500096460045	9.33510572536561
gene-b0125	11.3618720148706	11.6963049206277	11.8601273763972	11.8474419556478	11.8940231833425	12.1002817368023
gene-b0126	11.752849918095	11.9848775702116	12.3052087611174	12.0863142874159	11.9461362309893	12.0657523100813
gene-b0127	10.9296633709858	10.22809019535	10.5071511493904	11.0399571721436	11.2428751327839	11.2505401787689
gene-b0128	10.5204325017369	10.9448381972109	10.3381863589975	10.7999141480313	10.9047269783927	10.948525358279
gene-b0129	9.07618527899601	9.94171434899606	9.32561614029563	9.11928732090142	9.56146838054214	9.08217678164651
gene-b0130	9.35706023617655	9.61458078169108	9.77216425604334	9.69283497350442	9.66033477947497	9.90960174872323
gene-b0131	9.50964388997101	9.87893908337585	10.0011992309003	10.0038089161208	9.94279526899477	9.91614575505022
gene-b0132	10.4840532551903	11.4150143188815	10.0573646400792	10.3106375911249	10.4121667798208	10.5011816978694
gene-b0133	12.8461673889098	12.5668271922269	12.785674450253	12.9599867823122	12.9150256163955	12.8417729577806
gene-b0134	9.54034129233018	8.92679837193463	10.0764538383071	10.1034245425833	10.0759424450731	9.68470178356822
gene-b0135	6.0794205778288	6.47053203674864	5.94573231261706	5.89421749455989	5.93556092897108	6.1532043352302
gene-b0136	5.05111523086519	5.87622878162706	5.0992715210966	5.94306532081007	5.13931707635214	5.98649247061458
gene-b0137	6.40155254906673	8.00833431362744	5.94573231261706	6.47581049111124	6.70472426367645	7.11170548941134
gene-b0138	4.89681886265019	5.38744208379255	4.64641036023108	5.10990828559736	5.31607233928342	6.3022127817835
gene-b0139	6.32765108213813	6.15489333792315	5.43287957087189	6.3195872419215	6.71986364916149	6.36155083509053
gene-b0140	5.53187565154185	5.50024975637336	4.96587282494975	5.01767051678056	5.57811622468918	4.68887163085071
gene-b0141	3.91179088117609	3.81440794510205	4.10460015088591	4.13616912729972	4.28477038911475	4.37827106323901
gene-b0142	9.4719232336296	8.91947621457179	9.78614645077887	9.64833749733477	10.0404226109208	10.0663767070474
gene-b0143	12.7938413226518	11.7405921382762	12.6203638825333	12.9435096647631	13.1007093553392	13.2629755846563
gene-b0144	11.1089531063367	10.737771701923	10.9802759759201	11.383461852217	11.6089252348395	11.7138042547685
gene-b0145	13.5612540494586	12.9844535908049	12.9885698589051	14.3190847354963	13.6326216201026	14.3586377678687
gene-b0146	13.3485084374567	13.7896197949139	12.9976105072094	13.2128134761623	12.9931577170451	13.082220600561
gene-b0147	9.12831075444744	9.23864752859524	9.27141967459133	9.13227207195762	9.22420210993953	9.43646563940971
gene-b0148	12.2706570245739	12.3716671702534	12.2981794769367	12.4041506482709	12.559091079885	12.4679550401288
gene-b0149	11.8030748995051	11.3003996777273	11.7951666218105	11.9869035660038	12.124216169381	11.9121927904008
gene-b0150	13.1314934372656	12.1975145148556	12.9289081653045	12.6543613463286	12.742261894099	13.6358133257165
gene-b0151	10.6667198212147	9.74178144188742	10.7720278199589	10.4088649402967	10.7899968885446	11.2164837295283
gene-b0152	9.50134636166345	8.91211668372302	9.65683372639263	8.89385542547871	9.81198314519501	9.9595579011328
gene-b0153	11.2110528032303	10.8778054587264	11.4035271959767	10.9489685233907	11.4346316297006	11.9288718181444
gene-b0154	11.6552668655202	10.8226273553984	11.9162976576717	12.1025664557019	12.187824932206	11.912601898597
gene-b0155	11.0064207284029	11.6689194683561	10.69342729532	10.7982860092532	10.9324421931605	10.8865663652586
gene-b4728	10.3541681108884	10.4736029040696	10.5052741050232	10.954826569247	10.6682598296694	11.0193740213346
gene-b0156	13.0286257292906	13.7443338526662	12.6706365390058	13.1572150850515	13.2295003992429	13.3812025947148
gene-b0157	9.30318369832453	8.86461315471016	9.44402249739587	9.46959575712853	9.75468486254482	9.91777712844122
gene-b0158	9.03365987062693	9.68534938908842	10.0586451424071	9.62464467276815	10.097706246535	9.89476827775195
gene-b0159	11.0561216232125	10.7266302602795	11.7158246611979	11.9124749103194	11.7075201756479	11.583696431574
gene-b0160	10.1753694212485	10.0099357272518	9.76276692331317	10.3186103667393	10.2492979503092	9.97374305971815
gene-b0161	13.8510066714376	13.6590913954106	14.0826508248984	13.0415560730418	13.7922824414927	13.4306000613903
gene-b0162	11.9150551291192	11.4509992521227	11.451105220635	11.6294537546756	11.3994340069103	11.3745101848425
gene-b0163	10.212691989933	10.0662639976528	10.1503805628289	10.4591900235657	9.91691190884637	10.3218247943608
gene-b0164	8.18466713259719	7.69010924379717	8.42426333342627	8.2271740271198	8.30793533769403	8.05166161891672
gene-b0166	10.6988201231474	10.0076361955524	11.4344335391083	11.3030813022298	10.9738263027785	10.2130954013912
gene-b0167	11.7946123878135	11.0019797627382	12.3424810492831	11.8272265971296	12.232445141859	11.9179097748536
gene-b0168	11.7383619209768	11.30742724822	12.8292759359435	12.0573397827366	12.305954825254	12.2831994766252
gene-b4414	12.5148235951234	11.9065160625522	12.6552723960184	12.7376325393385	12.6707431074814	13.2943950982409
gene-b0169	17.0383825339861	15.9986078195909	17.452170949621	17.4257623128804	17.3923417452684	17.8747643248439
gene-b0170	15.7891219715062	14.0699355170362	16.7866613852703	16.4615000929863	16.5891810304466	16.4176564401596
gene-b0171	15.8795454092005	15.5913761690253	16.0986719543731	15.7673260584843	16.1335250921029	16.5176556448432
gene-b0172	14.7556606937047	13.8484602175121	14.771208096849	14.8508921231221	14.8365307760515	15.2056679606914
gene-b0173	11.0827791942184	10.5203221760843	11.5037598619348	11.3692760875809	11.7580498281577	11.7020191366892
gene-b0174	11.6355011610689	11.2117876422056	11.7451474789772	11.9656645455768	11.9340900498589	11.4837177019042
gene-b0175	11.6912712502407	11.5703157915745	11.8104485128057	11.8778218309586	12.1060774794546	11.8761487947751
gene-b0176	13.5292226862514	13.3294953633221	13.4875944285563	13.2901463336283	13.5753469640026	13.3044062950843
gene-b0177	16.0699172947714	15.7675415946141	15.773542116077	15.6575118657385	15.8496842258233	15.7418090535316
gene-b0178	13.8940254259277	14.3723522295866	13.7508212380953	13.7505018181692	13.6511370287852	13.5217803630069
gene-b0179	14.5371292943825	15.080881865751	14.40019359882	14.4273259802656	14.5203475356796	14.5903195257904
gene-b0180	14.4480710116911	14.7018567436899	14.3310798173	14.4698151136104	14.8409461557917	15.391515867186
gene-b0181	13.3392284303961	12.8128451679682	13.4065735349967	13.7111350120544	13.8660997590044	13.8946093897053
gene-b0182	12.7976576183265	12.510289767888	12.8554811967805	13.0950844037714	13.4026717329107	13.4182643058924
gene-b0183	10.1424010803932	9.3206009242279	10.700006652602	10.433198206428	11.0132931210136	10.8528551366315
gene-b0184	13.8808942368423	13.8761380274841	14.1582071231298	14.1514665744869	14.4755462158504	14.6624522662297
gene-b0185	13.0793224417044	12.1539940620442	13.7154381301023	13.6486961273573	13.7594361398619	13.4940287600101
gene-b0186	9.41563489185304	10.0145238226323	9.43813067213732	9.25843854648564	9.58631441998813	9.35451069890595
gene-b0187	8.85304897007703	9.54651055075108	8.75021991087655	8.72582765146898	8.76515261358581	8.63942398750213
gene-b0188	11.7941879563809	11.7423218294388	11.4160692028898	11.3516229974956	11.5385339469671	11.5185365018456
gene-b0189	10.5668912070494	10.4534697947545	10.3169415359206	10.860460036923	10.4555122298791	10.5785032240054
gene-b4406	9.61722517894677	9.32614849992084	9.31493855415677	10.3026205068508	9.55098820137101	9.84247508098549
gene-b0190	8.31354781573067	7.95198755585646	8.94564141958474	8.73266568614867	8.95202811210122	8.60337071862175
gene-b0191	8.44920732008085	7.69010924379717	8.80924371475994	8.92702230979215	9.13157657304014	8.62750614604813
gene-b0192	9.82098396545563	9.70677096555338	9.57507923823247	9.73259459457111	9.82943192566192	9.71879067281066
gene-b0193	7.80067705232709	7.58897762451932	7.95356126661591	7.79549366310641	7.70410051614297	7.94038778715947
gene-b0194	14.6707557944219	13.8660193137388	14.9671303744169	15.0818956970714	15.1168357549309	15.3796538851571
gene-b0195	10.7833676739728	9.63409268018894	10.375655974436	11.0399571721436	10.9162036809856	11.0708666624287
gene-b0196	10.0214155580713	9.53058154223594	10.1212629050931	10.550031834131	10.3626928992775	10.304470710035
gene-b0197	10.8656592519438	11.3393203212079	10.4320738533451	10.7901176383143	10.6884796221705	10.2640023215698
gene-b0198	7.19502246344017	7.49999517567181	7.52676174475532	7.88422685218408	7.80646451965253	7.31412037723969
gene-b0199	7.73841448836662	7.36967970348356	7.661186152331	8.17287967186836	7.94111679840872	7.81278039049181
gene-b0200	9.05082081571447	9.73206385974654	9.74855512502399	9.69283497350442	9.43038153685915	9.40656615708401
gene-b0201	12.6904433684992	16.8492281320107	12.8639284753468	13.164658398906	13.3512073978978	12.2411461415295
gene-b0202	6.63352520490478	7.29602660537456	5.58753588464505	5.62017490367988	7.42936575034798	7.63350922261563
gene-b0203	8.11562774095357	10.3619258067234	7.54151843623727	8.31182909454686	9.11743913339449	9.02579580696999
gene-b0204	13.2719316777541	15.9024678973765	13.5336718441222	13.5348862763889	13.7627319236094	12.8967779284971
gene-b0205	8.83994483760968	10.0087864196168	9.71321403700736	9.05254964304672	9.61275659473807	9.9436312627422
gene-b0206	8.45351652572735	9.12654121999458	10.0573646400792	9.11406050570626	9.74184158111956	9.89311065886243
gene-b0207	10.1410665448352	10.0573979784335	10.0927959086999	10.2320111348126	10.209872594619	10.2051016302685
gene-b0208	10.0852595648839	10.2061975058156	9.57865420129778	9.82984082246093	9.45532318920563	9.48569412259966
gene-b0209	10.8624237670932	10.8607082964207	10.8982598473609	10.6563117611867	10.3482401641212	10.5217088360645
gene-b0210	9.43536889942155	9.17858126013386	9.40629454034493	9.13485505083282	8.98042743271544	9.40656615708401
gene-b0211	13.5484763872068	13.7431249809297	13.2948862472513	13.6968968088888	13.6826780300806	14.1019095985393
gene-b0212	9.33388253840437	9.81198987402262	9.43813067213732	9.67874457710541	9.51477499998905	9.54812060357194
gene-b0213	9.46767049954836	9.89146517679435	9.61043628920162	9.60801094756657	9.35285927937143	9.75574568780231
gene-b0214	8.60452423284411	9.05037830033509	8.58936276700246	8.92702230979215	8.63621013892105	8.57882427026615
gene-b0215	11.6519913300986	12.2902945059802	11.4145699064614	11.7378973949623	11.6274960721323	12.1991721400296
gene-b0216	7.4753801100729	7.53880702302924	7.52676174475532	7.09296279188383	7.42016192668154	7.58496806918375
gene-b0217	6.1018650027825	6.20454279888005	5.89990180734397	7.54628290833928	7.90202714844654	8.53270710569535
gene-b4586	5.69045215230671	5.97542579065655	5.58753588464505	5.4247975856833	6.21962919702951	6.87590551184426
gene-b0219	8.08816726170292	8.26879548897067	7.94803843667435	8.53168321625071	8.05239424699364	7.94038778715947
gene-b0220	8.30403307918194	7.38396744781744	8.28232504521586	8.62652470139355	8.53770673993198	8.3657718171033
gene-b0221	12.8211792835897	11.9015709698816	11.5335336051048	12.3847536875957	12.2093083087416	11.3703464302218
gene-b0222	11.3857317930024	11.3153506624701	11.3475329291969	11.7156439535117	11.3549470945724	11.2004900423604
gene-b0223	12.3542266903938	12.0913148476729	11.9060198866996	12.18617798571	12.145964331849	12.0708930709351
gene-b0224	11.9840378939578	12.0080683685742	11.0750639181402	11.8462606259224	11.8416775179534	12.0431369909514
gene-b0225	10.6915456303479	11.088835878929	10.9802759759201	10.6143645035428	11.0110011921484	11.3875185803548
gene-b0226	9.17340406641646	9.81987526465816	9.68364034840469	9.38533705560842	9.66811410435863	10.0780957943619
gene-b0227	5.62921460629746	5.01602912264543	6.24858467459997	5.10990828559736	5.85449617208894	6.24027121702354
gene-b0228	8.42746586444287	8.20595569974287	8.44792186955793	8.79279088027609	8.41357251790275	8.13262868091766
gene-b0231	9.54640314432731	8.87474478703011	9.13966089309769	11.6077741809286	11.7824421750116	11.8820101183184
gene-b0232	8.18466713259719	7.98512390823136	7.84482272095176	9.72747028856013	10.0788633269975	10.0291286086945
gene-b0233	8.74823262069629	8.56321811812318	8.15871591046474	10.0248470312162	10.5149507147609	10.8756963860363
gene-b0234	6.00984432228562	6.35844149638085	6.05412089346494	7.26365096632006	7.62624924130589	7.81278039049181
gene-b0237	13.1026475534194	12.5386363536056	13.1988608921807	13.2554136297497	13.0635936007515	12.7086440378351
gene-b0238	12.6044571020011	11.6938041995189	12.6480602572028	12.9216172263061	13.1046555835242	13.8806671452374
gene-b0239	12.0337829948818	11.5601528358378	11.9331498775705	12.0155620940768	12.1323223372743	12.5611870939989
gene-b4710	10.3747528575035	9.88145301903024	10.3858937781333	10.8408227270271	10.1332651003008	10.1822090530728
gene-b4709	4.25816278197497	4.20872695319835	4.64641036023108	4.69140222929959	4.18129317409458	4.18099836872989
gene-b0241	5.74907269613927	5.38744208379255	5.2949013415277	5.52600683583498	5.31607233928342	5.39577802339032
gene-b0242	12.257477812253	11.9089822670029	12.2633431149794	12.0617571579901	12.0247293238213	11.5852369876093
gene-b0243	11.7563403571726	11.1733251260343	11.7471342493277	11.6562153215315	11.5079788269149	11.0442303500234
gene-b0244	7.81415473709881	8.2416397322219	7.72719086672973	7.44982056821164	7.59388883728414	7.84060148133135
gene-b0245	5.3132204570417	5.47292208868618	5.64478140242312	6.16454811429296	6.67395422142709	6.01155930734563
gene-b0246	6.05661073858766	5.19801468917149	6.05412089346494	6.20493660782986	6.87658327289199	6.86234915601511
gene-b4504	5.42699812972046	5.23153619517854	5.52777716872753	6.14391028461229	6.79323935523806	6.32227026536493
gene-b0247	6.34649161702682	5.74699403023867	6.64237936222329	7.08226004752148	7.50964936852384	6.77819192344883
gene-b0248	6.22948214277679	5.9944447964978	7.15657395484643	7.78894117977233	7.51829901930775	7.53473028371623
gene-b0249	8.22051550518669	7.65522221774923	8.05465976364485	8.54339923406149	8.21534515237583	8.91251752118988
