	featureCounts on ROC_-_1	featureCounts on ROC_-_3	featureCounts on ROC_-_2	featureCounts on ROC_MMC_1	featureCounts on ROC_MMC_3	featureCounts on ROC_MMC_2
gene-b0090	11.7894820071349	11.8961423468562	11.88651039789	10.7761936211578	10.6433121972237	10.6134404318883
gene-b0091	12.2030072427378	11.9965775536204	12.6047417948922	11.0318499858376	11.0111512712796	11.0899885690431
gene-b0092	12.4270023960183	12.3423874720026	12.5299318747368	11.2153813830787	11.0344283666501	11.162936683648
gene-b0093	13.0063230383307	12.8079037143445	12.9027993004648	11.677786543832	11.7135644405214	11.6754641243605
gene-b0094	13.856789508717	13.7179196208461	13.8594596819013	12.4822005654807	12.3765463666241	12.3951619167726
gene-b0095	15.3254168550928	15.8005779008972	15.3392616282376	13.7701486828055	13.691623167288	13.7396986145205
gene-b0096	15.2996146027352	15.1876618914145	15.3599116272074	16.7056904988708	16.369469605898	16.927250022346
gene-b0097	11.8151464618004	11.9623494539275	12.0008995571934	12.4261653682844	12.425967065041	12.3924130922393
gene-b0098	14.8513155501947	14.6053164845315	14.7409211609968	14.1889261960539	14.2665282752587	14.2979553925749
gene-b0099	9.94960310998465	9.82704679955836	9.58194429508317	8.95738686356824	9.27847772941213	9.12875910281997
gene-b0101	11.2370625008778	11.3720557969575	11.1520599692215	10.1970926833863	10.4310934856628	10.2401703162463
gene-b0102	11.345663722427	11.0700560666461	11.4268589866901	11.0055138647972	10.9448847060285	10.9781390999203
gene-b0103	10.9017107831295	10.9155672513388	10.6743496327239	10.3441104588272	10.3171735131601	10.4427320961942
gene-b4727	3.72387873141656	5.37066047346689	4.43332423209351	5.59437423947334	5.87753872874493	5.07029281845548
gene-b0104	13.091978408844	12.4595462258806	12.4976878132081	11.9396087383954	11.784492616125	11.8032414713568
gene-b0106	10.1893781673026	9.34276569688598	9.68693380622504	9.7569301475502	9.90747956177263	9.6491962876006
gene-b0107	8.20971458862953	8.1925007871786	8.50344104935868	9.20645944716348	9.35535835488954	9.28569880965762
gene-b0108	5.29543671658742	4.59864940146179	4.7179875962087	6.37888521920986	6.25566651321833	6.31104107603974
gene-b0109	9.61022327183824	9.78577460286985	10.1010038949527	9.17193866102048	8.73804593956265	8.92367768790017
gene-b0110	8.07458293411959	7.67690886288925	8.30507480954446	6.76278891273786	7.39266637021158	7.0726801672482
gene-b0111	9.96305829567652	9.78492125514754	9.93483106302821	8.94643345516161	8.80610504159525	9.05374185458207
gene-b0112	10.0034693988016	10.2506614665336	10.0659169107036	10.3426461501762	9.90674064078939	10.1285109172611
gene-b0113	11.289689526933	11.5596706334521	11.4956703249013	10.7730180762411	10.6447747973697	11.0680625894444
gene-b0114	17.9363166952197	17.1935578691214	18.6728668432316	15.7892083051533	15.8682277829125	15.8961472269661
gene-b0115	16.4069273595479	15.2289318266727	17.3256885606373	14.0623025717794	14.2764896997382	14.1434059297947
gene-b0116	17.1647912259136	16.2702654919417	17.7514861429616	15.1565148901055	15.0784562529624	15.1303509004279
gene-b0117	8.13173935640714	8.42485810134562	8.48746848554642	9.27879367251614	8.91556981599271	9.31053414340085
gene-b0118	16.8138145529419	16.011647319011	16.3783119926528	14.0016636469784	13.920516524712	13.6163520489995
gene-b0119	9.84812065515631	9.72052456872141	10.1194090088032	10.4260359261403	10.4200926589817	10.3953968765209
gene-b0120	12.294030762557	12.0040839416679	12.4233899279072	13.6953035846714	13.6798252487752	13.8023165033805
gene-b0121	11.6409933697146	11.2196007534999	11.903642585173	13.2942050835587	13.1480735625464	13.4201258290889
gene-b0122	11.5564963266838	12.3800969412098	11.3164934104435	10.7411265616288	10.8945513983774	10.6701164484648
gene-b0123	10.5647686333392	10.3999157665545	10.3191121377961	10.934145859666	10.8122414750667	10.6989280598046
gene-b0124	10.2424949300449	10.202972009342	9.95793213281131	10.8389796176426	10.5888267740497	10.7329942706635
gene-b0125	11.745479295549	11.9964136778447	12.0934620749273	11.7657826435005	11.6954562029774	11.92666906688
gene-b0126	11.9364903950234	12.1272547810501	12.3388644450857	11.1431246889798	11.1594195320626	11.2358765088293
gene-b0127	11.2123547132018	10.7820767928905	10.948888933345	11.2926927198564	11.2702343264397	11.3913457319462
gene-b0128	10.8206895042784	11.1349733670271	10.7157985897739	10.6047901445003	10.5920210444404	10.9359179091473
gene-b0129	9.40489237065479	10.0141098027267	9.58730675592133	9.60123005330557	9.07712344950477	9.2441504863306
gene-b0130	9.77208896911025	9.96869788252802	10.0614830500097	10.1155953321292	10.240465978532	9.81157763816812
gene-b0131	9.81592749679272	10.0935134187117	10.1628800348598	9.57612796331649	9.68073693502058	9.70307782438945
gene-b0132	10.6708295866496	11.3569078843637	10.3983930712397	10.0367252671185	10.3425089057224	9.72687398149009
gene-b0133	12.890362783742	12.7253639228664	12.8648443945842	11.7838852122205	11.7245318742772	11.7252788626075
gene-b0134	9.90014827510781	9.5311511909475	10.2776780746333	10.1761565151666	9.91884874477894	10.3267001774014
gene-b0135	7.10233571499529	7.3587847340799	7.03345668081331	9.90469083239467	9.85944808260486	9.74844868455527
gene-b0136	5.99592965264876	6.5560190974461	6.03341565042613	9.07060453734994	9.14523385253037	8.76462446142706
gene-b0137	7.31835601025018	8.37358095611879	7.06003562558037	9.35146037936472	9.64356287282092	9.44400644444889
gene-b0138	5.76480117597314	6.10990582280493	5.60623053727219	8.74037131725954	9.12307676807137	8.8704217087223
gene-b0139	7.43674830162885	7.35591790628016	6.95944305828673	10.5559574572472	10.632517723487	10.3933196681071
gene-b0140	6.19208847738599	6.18766017101379	5.8206829269164	8.62350610242672	8.74537230138889	8.49372029298737
gene-b0141	4.10027021878789	4.0123241883326	4.24891410178659	7.26812835308091	7.00721024528515	7.1400332794394
gene-b0142	9.59445770593949	9.24565871916416	9.8312823989063	9.1132770879607	9.05477886832129	8.68911238229015
gene-b0143	12.8873565088107	12.2054751966205	12.7835934233072	12.2139969238012	12.0947575147153	12.2017550213367
gene-b0144	11.1359806434205	10.9059778154674	11.0621110576034	10.1009965646106	10.1284865284251	9.76192950534105
gene-b0145	13.4042408543153	13.018312641539	13.0073382604183	11.5774129142875	11.4256316493933	11.2428964789459
gene-b0146	13.3242136293391	13.6757429669657	13.0924775861168	11.829983891785	11.744302793493	11.6165672363544
gene-b0147	9.25515633391205	9.36184866175459	9.37143183196686	8.54375870052639	8.60003000340337	8.55138203187427
gene-b0148	12.5439829011376	12.6411325331279	12.5786915794629	12.2935490949248	12.2895257975637	12.3372895978013
gene-b0149	12.0535635474089	11.7494752220501	12.0645020355774	11.8243946965209	11.8580426537199	11.9390350595692
gene-b0150	13.2225044836939	12.6182358588316	13.0985545878702	12.4594817519389	12.4634348460691	12.4876909798628
gene-b0151	10.7867235962998	10.1915074919675	10.8769286122695	10.1672828749797	10.1170026618184	10.2025832051012
gene-b0152	9.66354606820743	9.29315165805094	9.78815615789107	9.3273855225638	9.00044950589461	9.34896099815954
gene-b0153	11.4571776077231	11.2636587954815	11.602805184444	11.2448123396512	11.0874861332099	11.2477507493117
gene-b0154	11.8832345952116	11.3631426701294	12.0793673219222	11.5110262725639	11.4875042263218	11.8658942884748
gene-b0155	11.2412033666127	11.7310155009402	11.0471543094263	10.8901868125627	10.806569822753	10.7648484140893
gene-b4728	10.838142033125	10.939865458888	10.9477509373984	11.3565028403622	11.5751295489406	11.2054349819481
gene-b0156	13.5115267819779	14.0131221925854	13.3014702761636	14.036161040148	14.0941877343188	13.8958818089698
gene-b0157	9.72951286861217	9.47569999810243	9.837358459969	10.2728122817092	10.2790419555869	10.2842483011572
gene-b0158	9.62886741406109	10.0761481801533	10.3138337566739	10.3057297902608	10.3072618983059	10.3815140352221
gene-b0159	11.6541740883324	11.4798133991784	12.0926401781168	12.6552486611288	12.3110904164028	12.7456864731533
gene-b0160	10.3860311541789	10.3035821831974	10.1253240961127	10.1617043078441	10.1211522554469	10.0943290099342
gene-b0161	14.2031261590678	14.1062963534279	14.373577632605	14.202631848018	14.3929263636196	14.256846091879
gene-b0162	11.9758671071877	11.6840446676418	11.6708207965579	10.9927420700591	11.1630686478738	11.0350218249227
gene-b0163	10.2659634293335	10.1935906097265	10.2390380820588	9.46794698618508	9.11486251328985	9.14801635093167
gene-b0164	8.42947990457995	8.12550364866244	8.6092480759584	8.36603082560817	8.52205469738657	8.52926802901366
gene-b0166	10.8277597288989	10.3875570296015	11.364861648743	10.0440101948754	9.97008510432954	10.1032314498757
gene-b0167	11.9207960772675	11.4137352294115	12.3238057208974	11.0447072641993	11.1662105924606	11.2215477715073
gene-b0168	11.9408152883496	11.6796055268073	12.7305544176045	11.2513825447383	11.2945786382604	11.3098347707119
gene-b4414	12.7119348724615	12.3362809396422	12.8222358777952	12.2263786741899	12.3503483684968	12.3120934788517
gene-b0169	17.3089244781036	16.6683085086337	17.6089236349307	17.2446942896991	17.2382372598975	17.1072507842005
gene-b0170	16.0921898718579	15.05702184593	16.7995520814252	16.0365069523703	16.0151105277739	16.2753297177092
gene-b0171	15.8709810823202	15.6977489498132	16.0459018045119	14.360718279378	14.5161408983509	14.2630107076863
gene-b0172	14.706814439365	14.1006961284057	14.7355591916755	13.1547189610706	13.2257480855907	13.2406122912808
gene-b0173	11.2885928344314	10.9435858594296	11.5860124619601	10.8064305484113	10.7422966514962	11.0578103490539
gene-b0174	11.67397593725	11.4085896456571	11.768666429559	10.5538420501195	10.4816142820345	10.5378016830757
gene-b0175	11.7767686175197	11.7227886950311	11.8774362503427	10.6982942745179	10.8726779200824	10.7377244626214
gene-b0176	13.500199508519	13.3889061554072	13.4877630393482	11.8575175643645	12.0377450788041	11.9898338203505
gene-b0177	15.926406849984	15.7381407715928	15.7283699342903	13.8429198443249	13.9428398157873	13.7887949866777
gene-b0178	13.8103982157371	14.1938101020447	13.7244893258485	11.8356359819611	11.8062896143143	11.8971652428548
gene-b0179	14.5126528963439	14.9397264775347	14.4322351103058	12.8457975030641	12.8948818370448	12.7556145542721
gene-b0180	14.5678239891157	14.7763588758846	14.5035765584401	13.6306565405356	13.5867902500767	13.7215025649011
gene-b0181	13.5167874016147	13.1906051172565	13.5801153109962	13.0180745379692	12.8088460112449	13.1535514239461
gene-b0182	12.9629028082714	12.7962084375975	13.0197953114091	12.3785883948015	12.2430211901226	12.3982924167795
gene-b0183	10.387831034847	9.87508943766459	10.7891032401094	10.2223026850026	9.90264231587191	10.4390538775159
gene-b0184	14.0731343103602	14.0998819264458	14.2816301971252	13.4147451123532	13.3645745476972	13.556366056191
gene-b0185	13.2433667784026	12.6677930932104	13.6808046863462	12.6873547911293	12.4765455437505	12.7820717524019
gene-b0186	9.82864747302318	10.2552691062012	9.85836593265615	10.1428458607405	10.1459342524434	10.0463109972566
gene-b0187	9.11876047408193	9.62708457261294	9.06525579930762	8.97507467037629	8.93211970499916	8.88844728700875
gene-b0188	11.8667069258992	11.8609417029705	11.6210912079382	10.9092467207939	10.7669943497155	11.0133372052512
gene-b0189	10.5903341386597	10.5407856460692	10.4311968311426	9.57944148482876	9.55454422279408	9.17781630390078
gene-b4406	9.71051198372852	9.53846987824127	9.51764175513589	9.12117682313467	9.12202906419271	8.79739070653913
gene-b0190	8.60475542013884	8.39109779517358	9.05456917712698	8.69467168109081	8.29112176277855	9.02042683363134
gene-b0191	8.71772667001872	8.24325789148241	8.97984749435194	8.60995835770506	8.67576023439144	9.19120907695634
gene-b0192	9.96787185991137	9.91869278001611	9.81524580138536	9.33063045809702	9.46572839221121	9.46046107306091
gene-b0193	8.08486083568	7.96964190176759	8.20402151972144	8.57480519957262	8.35032512316766	8.00156198402051
gene-b0194	14.777014235696	14.2599949844825	15.0023458502404	13.9948196380799	13.8397551042881	13.9804976617814
gene-b0195	10.7471452396048	9.98059787496638	10.4759687660992	9.81548410330062	9.45607271764862	9.47576384279568
gene-b0196	10.08710868687	9.7767453180592	10.1742443465842	9.31438074566011	9.0029648955266	9.22047848196863
gene-b0197	10.9714602009376	11.336555512032	10.6896497627392	10.010150233254	10.1655775018393	10.0550794180172
gene-b0198	7.50758259145177	7.74016030809853	7.7462885994257	7.85260744513456	7.93650904106124	7.68946749542362
gene-b0199	8.02973670188937	7.81649073771659	7.99334843950335	8.3704592373633	8.17311848955196	8.57221910763898
gene-b0200	9.25338397618982	9.75932575062025	9.75737045031773	8.83215883840162	8.38915744901161	8.61578368656265
gene-b0201	14.0178656226333	16.6953445000045	14.1174123980296	15.8810113605115	15.9435536632898	16.0166150475353
gene-b0202	6.49044829757668	7.005389814095	5.7455372787974	5.76192116791296	6.2035269807222	5.76364988937158
gene-b0203	8.41319845083619	10.0579852780703	8.04521751921737	8.13337878500764	8.49333829649706	7.95654841537177
gene-b0204	14.494739116285	16.1234880075976	14.6446186889833	16.5020812163768	16.2976313990134	16.8145453463001
gene-b0205	8.88876418060293	9.77257813489381	9.53854803444043	7.33518075012238	7.69542769317157	7.38340797673882
gene-b0206	8.59618365723859	9.10424488712468	9.7743627827952	7.54372585198013	7.71333509876271	7.51671943813343
gene-b0207	10.2210169856814	10.1927519083867	10.204021152938	9.36102885463198	9.36532093368755	9.18874946640867
gene-b0208	10.2840219717755	10.3945678862105	9.96103932703936	9.90477282694373	9.9257083726579	9.98922700515224
gene-b0209	10.9607565158485	10.9899354037011	11.0026505228706	10.036987069186	10.1144508210224	9.96059461171388
gene-b0210	9.7584346996525	9.61684991322028	9.75486281037533	9.67953557155321	10.2505839567606	9.83721655693693
gene-b0211	14.0573761748526	14.2105077575363	13.913360995154	14.5931117926462	14.899219376925	14.7192312000473
gene-b0212	9.80563453242577	10.1430613781248	9.88577597850339	10.0679778140016	10.4688678576518	10.3369636014744
gene-b0213	9.79974343206756	10.113537237317	9.91096481505323	9.68144150846981	9.82386454341444	9.90561945901833
gene-b0214	8.94962878130997	9.27799562559017	8.95496428262761	9.09585126108786	9.00604830584912	9.26716390670737
gene-b0215	11.812303305283	12.2913671520282	11.6663395756628	11.236356574244	11.1153036067069	10.7801901302993
gene-b0216	7.57331387170397	7.64599503248978	7.6248725676169	7.37915865680641	7.13966716927354	7.13260644249815
gene-b0217	6.88174240086444	6.96772833140007	6.76504415974243	9.26380551271991	9.01118541012347	9.13501027373441
gene-b4586	6.3511505880895	6.56367405218259	6.29269670265411	8.56974992545547	8.89211035962709	7.95840751404512
gene-b0219	8.23004030780561	8.38509565789584	8.14905178438292	7.93194212723036	7.95041830089282	7.68459916457831
gene-b0220	8.3549749210939	7.74944815814782	8.35599702810209	7.93533554680189	7.98202263531495	7.50995122820911
gene-b0221	12.6675155218027	12.0436203145759	11.7764534741591	10.8971966929495	11.104898622592	10.9532376076999
gene-b0222	11.418303627694	11.3993444024755	11.4083690984011	10.2458037490928	10.1440183759253	10.2097640987566
gene-b0223	12.3831244085123	12.2291256436389	12.0869897018323	11.2500190059409	11.4710211766999	11.0621855096622
gene-b0224	12.2750203310782	12.3204740976463	11.7054917732665	12.3727504533837	12.4958526963156	12.1250953591108
gene-b0225	11.4941939131276	11.7592215361076	11.6808835131377	13.0752770508666	13.0836375788768	12.757194996332
gene-b0226	9.97403865174119	10.3961021880492	10.2982870557874	11.2925961067886	11.7427772164689	11.1726060752985
gene-b0227	6.17827692407094	5.77496889423052	6.62131714860399	8.0891785205992	7.73523425618481	8.46119411925516
gene-b0228	8.68971023542852	8.56916239333918	8.71921027187305	8.88881712465688	8.90673547030198	8.41830824935859
gene-b0231	10.276919852685	9.91052128256961	10.0506014485986	11.8705749430418	11.9459989798099	12.0098614189681
gene-b0232	8.69986946716142	8.59847964505943	8.4986585637886	9.71359977289123	9.82216187782594	9.6381154538102
gene-b0233	9.15971570800436	9.06646333301508	8.79745172116996	9.834271891986	9.88126975151662	9.72849306257513
gene-b0234	6.66386235410544	6.91695048380435	6.70453270302036	8.30312692901975	8.75085448013927	8.51005724578505
gene-b0237	13.0947488932945	12.7288763467963	13.1811288703727	11.7361183176236	11.5426498092292	11.8755246214014
gene-b0238	12.6701711744382	12.0777955363314	12.7178684118617	11.8152898425738	11.7725011503816	11.654533716919
gene-b0239	12.1298231672874	11.833583846901	12.0765952128062	11.2706254824407	11.2593411956674	11.3499302021523
gene-b4710	10.3271616556515	10.007664366718	10.3524590046929	8.94069833279934	9.01233656276668	8.69913062843767
gene-b4709	3.69043680756084	3.66388408613626	3.98098427770531	4.34373723527586	4.68428227734368	4.00294124166098
gene-b0241	6.3286263533479	6.09902192983741	6.02989158136984	8.19161737024821	8.71917266802505	8.49009921203191
gene-b0242	12.348619541227	12.1375508725674	12.3696588623796	11.526316724699	11.3267286787488	11.4413035092274
gene-b0243	11.8910555933548	11.5294794939517	11.9010645211666	11.2536785334659	11.2503589579282	11.3021315129758
gene-b0244	7.98792879626174	8.31562521988607	7.94359936271529	7.69265967961392	7.96425339268003	7.53912201225396
gene-b0245	6.07132054956976	6.19408101052804	6.30361238002391	8.47013302437524	8.73180091397662	8.56009990199787
gene-b0246	6.81507731611175	6.29119333093358	6.8247675178531	9.20890114753512	9.08953265953578	9.37650550094091
gene-b4504	6.10234960810188	5.98434791551199	6.18099359096837	8.52863938555393	8.16757046176728	8.84791735556692
gene-b0247	7.16535002682721	6.8171253699368	7.36431714355049	9.24014244930319	9.42264722161531	9.71680941343016
gene-b0248	7.02065873224945	6.89317462996781	7.6340823263596	9.1401234857927	8.90240846933605	9.12505112697614
gene-b0249	8.63334337991204	8.29576827769483	8.53989697986288	9.40171773873475	9.36836541354355	9.30264665509725
