	featureCounts on ROC_-_1	featureCounts on ROC_-_3	featureCounts on ROC_-_2	featureCounts on ROC_MMC_1	featureCounts on ROC_MMC_3	featureCounts on ROC_MMC_2
gene-b0123	10.5520775034106	10.2976795499046	10.1686154381044	11.1037731931868	10.9222896531424	10.7536835776814
gene-b0124	10.165964059428	10.1053433265028	9.72183500140556	11.0500546588691	10.6858243525059	10.8967644134493
gene-b0125	11.6874272460224	12.0657212147343	12.210212272568	11.7185720906247	11.6101507061428	11.9616173997721
gene-b0126	12.0786714687571	12.3544889422552	12.6555293378601	10.8664477028521	10.8928482873763	11.0151487242377
gene-b0127	11.2548273120418	10.5956123349566	10.8558603685651	11.3740638701927	11.3408169222705	11.519045455555
gene-b0128	10.8451016890051	11.3135202065267	10.6866155932026	10.5154306544239	10.4954887076352	11.0171183119742
gene-b0129	9.39743685848254	10.3085881172108	9.67148209765573	9.69215264620486	8.87407768739939	9.14784224420579
gene-b0130	9.67926235871696	9.98054051553611	10.1193799487147	10.1998620606125	10.3852254523596	9.74094085678455
gene-b0131	9.8322912793169	10.2456529234916	10.3489631369883	9.4626214849052	9.62655496980332	9.66089172204593
gene-b0132	10.8086713486901	11.7841991309025	10.405250370823	9.84981541515812	10.3210699008525	9.34892604903432
gene-b0133	13.1724442491431	12.9367312508814	13.1361799025399	11.5105838431891	11.4141793131584	11.4153334097902
gene-b0134	9.86307281252024	9.2900241840569	10.4243799188649	10.2755443222333	9.89149497106908	10.4956698206332
gene-b0135	6.36621603829505	6.80334258980531	6.2481767038715	10.5223513105626	10.4616046063423	10.3132020015369
gene-b0136	5.30360992822372	6.19175530076444	5.36937893979866	9.74382711216837	9.84166134526907	9.33635852162745
gene-b0137	6.69573353547946	8.36524682207042	6.2481767038715	9.76565698533854	10.1653516871973	9.89312659903498
gene-b0138	5.14253811907001	5.68383321396321	4.89315181711865	9.38662973637255	9.88861075887808	9.55821146363704
gene-b0139	6.62025739364536	6.47926052874906	5.71740486424332	11.2455381327861	11.345732073626	11.0308306439273
gene-b0140	5.80264356412678	5.8014990135322	5.22955885465157	9.25033866864139	9.41165132398644	9.07658130694103
gene-b0141	4.10383924214062	4.01269916284472	4.31766005000274	8.16046794293034	7.82167309957408	7.9950670155803
gene-b0142	9.79446480784683	9.28266552326691	10.1333981265629	9.08385453316244	8.9952490083735	8.42541643540227
gene-b0143	13.1201033336665	12.1100409537243	12.9708125250177	12.1231549701228	11.9383498047022	12.1043180657595
gene-b0144	11.4342936006722	11.1061750779422	11.3296163612033	9.89622442062003	9.93966427376246	9.34683905192042
gene-b0145	13.8876880969648	13.3545058218897	13.3391367149549	11.1782754117043	10.9218195285145	10.6009746672495
gene-b0146	13.6749035462722	14.1598609039637	13.3481799037635	11.4192562206803	11.274979617772	11.0546778201834
gene-b0147	9.4497526719254	9.60327152386319	9.61709212906036	8.38551966769929	8.47307400293934	8.39744384245537
gene-b0148	12.59673688749	12.7414858716396	12.6484968669948	12.2175479519166	12.2113313454565	12.2849083413055
gene-b0149	12.1289257418962	11.6694765062214	12.1452106498107	11.7846137271131	11.8357781121051	11.9578625992425
gene-b0150	13.4578424537058	12.5672466860812	13.2794578513595	12.3229435327386	12.329110055943	12.366734508791
gene-b0151	10.9915820453801	10.1081210295369	11.1211154870368	10.0709302832859	9.99345387335568	10.1251142652279
gene-b0152	9.82397070697744	9.27526912038113	10.0037391431268	9.3268871200997	8.82462004295538	9.35931597085201
gene-b0153	11.536484512143	11.2464015770179	11.7532819156272	11.217790596814	10.974450627021	11.2222596509072
gene-b0154	11.9810285170098	11.1911497364922	12.2664164431722	11.4213733257622	11.3851440633476	11.9554680825335
gene-b0155	11.3316629310731	12.0383151492146	11.0424097595499	10.8037209085631	10.6747062299912	10.6097027982405
gene-b4728	10.6785930098156	10.8415880363427	10.8539803888996	11.4728054576106	11.7993885891579	11.2476452737221
gene-b0156	13.3549503575416	14.11456690013	13.0211031503642	14.1484192554795	14.2333290527936	13.9410135283592
gene-b0157	9.62521724145906	9.22752313636871	9.79028722098275	10.4370280755687	10.4459950939234	10.4536258260738
gene-b0158	9.35475111996685	10.0515245186136	10.4065335963498	10.3945531374331	10.3967741839066	10.50599210682
gene-b0159	11.381412338338	11.0950174886445	12.0658162210799	12.8927441520572	12.392574831509	13.0217090501322
gene-b0160	10.499498577866	10.376975682963	10.109958238198	10.1649073922044	10.1036801640032	10.0629132749209
gene-b0161	14.1774853186639	14.0293085652138	14.4334339493646	14.1767364693619	14.4622803062553	14.2586467465856
gene-b0162	12.2409677344733	11.8202162433581	11.8008993989047	10.7700586747057	11.037432184448	10.8370666666493
gene-b0163	10.5368859089208	10.4334354380245	10.4984580216022	9.35817353032599	8.80026384502234	8.85364186773174
gene-b0164	8.50138148556107	8.04377051405766	8.76577883723758	8.40706106717159	8.63793788653693	8.64861197625441
gene-b0166	11.0237221711893	10.3746706750678	11.784214037958	9.84509132121197	9.72793061109959	9.93817650140316
gene-b0167	12.1204583656718	11.3707319228047	12.6928182668363	10.7955827452649	10.9884366545378	11.0749892178392
gene-b0168	12.0641748315791	11.6765109462052	13.1797953203942	11.0140333917892	11.0827168624515	11.1067808082746
gene-b4414	12.8409966775726	12.2760782467809	13.0057335819508	12.1041710529232	12.2977491243295	12.2386739671873
gene-b0169	17.3650397700503	16.3690471330225	17.8031263482651	17.2692465563388	17.2595771076445	17.0618017241284
gene-b0170	16.1157488687501	14.4402212740961	17.137605964154	16.0321122905065	15.9998288526532	16.3871785400309
gene-b0171	16.2061754877768	15.9617976371314	16.4495986434261	13.9115203767324	14.1705572359845	13.7445104091974
gene-b0172	15.0822327755556	14.2187114304022	15.1220635934556	12.746532566329	12.8647652216948	12.8892653361814
gene-b0173	11.4080952532401	10.8883869105	11.8535962253442	10.6721094648949	10.5675858046605	11.0629638451093
gene-b0174	11.9612501805811	11.5807749340277	12.0951587654396	10.2802180892969	10.1629666193402	10.2543039994725
gene-b0175	12.0170554733337	11.9396339396329	12.1605023205517	10.3815628935789	10.6623765058821	10.4458480460638
gene-b0176	13.8556512314611	13.6996415154882	13.8382802315549	11.3520357677042	11.6560975362204	11.5762706280411
gene-b0177	16.3965534535764	16.137971403453	16.1244568829155	13.2336273352669	13.4088240858385	13.1369847698654
gene-b0178	14.2205099644528	14.7426773622075	14.1015550599964	11.1870123189097	11.1343539105622	11.2965740518823
gene-b0179	14.863683850979	15.4512725310276	14.7510143944933	12.3130003688601	12.3978241819821	12.1546885387806
gene-b0180	14.7746176295631	15.0722163568469	14.6818931041744	13.3535018695641	13.2822357135698	13.499336023685
gene-b0181	13.6656217066657	13.1828416419415	13.7572427079446	12.9197647944255	12.5913070221658	13.1268361267511
gene-b0182	13.1239207306065	12.8801702725237	13.2060087547112	12.2479862326109	12.0343279038093	12.278628034457
gene-b0183	10.4664716360826	9.68554589180755	11.0489981427305	10.2194623337181	9.72900598023746	10.5420053922741
gene-b0184	14.2073769956618	14.2463938525724	14.5089999761927	13.208562326526	13.1287704817242	13.430560412233
gene-b0185	13.4056593062895	12.5237029329224	14.0661659949907	12.5556601418735	12.1960550274438	12.7072829525637
gene-b0186	9.73801342882896	10.3815746788861	9.7843763032068	10.2145871761056	10.2191472460833	10.0705205650209
gene-b0187	9.17340557637993	9.91225305854179	9.09361973196095	8.9582114996964	8.89339523936332	8.82693373388562
gene-b0188	12.1200336895125	12.1117718949769	11.765834450229	10.6853838615826	10.4564201800102	10.8496476540666
gene-b0189	10.8916238152094	10.8214198277733	10.6653332118548	9.39311757539644	9.35426384075033	8.74370543011878
gene-b4406	9.94015985182243	9.69111455581397	9.66076694948306	9.07042278949648	9.07184913960494	8.56846145858551
gene-b0190	8.63109623191022	8.308372719064	9.28998826196355	8.76494201101338	8.15536355605812	9.24068963111831
gene-b0191	8.76755982202581	8.04377051405766	9.15294281864248	8.6064218009925	8.70507741070626	9.45736168627923
gene-b0192	10.1444082525294	10.073009270521	9.92174944592815	9.18951583785138	9.39819332326104	9.39004402767447
gene-b0193	8.11444124846716	7.94145592839393	8.2915213377638	8.83016155617336	8.5060848209086	7.98972110809397
gene-b0194	14.9973213805314	14.2362734628999	15.3180008983372	13.8279050829278	13.5817154473077	13.8054195542532
gene-b0195	11.1083705007499	10.0001128437185	10.7241501303775	9.75057925336206	9.18903034659218	9.22031402873029
gene-b0196	10.3452593618266	9.89627174550258	10.4692816537358	9.20188736927486	8.71162250579366	9.05628710441802
gene-b0197	11.190754697129	11.7084347798022	10.7806626652379	9.73704321377324	9.98447700829756	9.80922150346048
gene-b0198	7.50234469174223	7.85136650774422	7.86039515406158	8.01648300763743	8.13926128125842	7.77650849603759
gene-b0199	8.0516264444536	7.71931080390692	7.99631399207492	8.55718205642463	8.26627119600621	8.85657912305467
gene-b0200	9.37197732073177	10.0983755774894	10.0957092743695	8.741399695662	8.04214035558987	8.40549158559556
gene-b0201	13.0166744081177	17.2196918211443	13.2144586365727	16.0864062598079	16.1760976795451	16.2802462987427
gene-b0202	6.93222420685137	7.64460784199355	5.87798211261449	5.9028787808888	6.52843440603087	5.9057940704332
gene-b0203	8.43186513884318	10.7297099802985	7.87532232095467	8.01086344410589	8.55057846276763	7.73874781616694
gene-b0204	13.5983113066157	16.2729034401858	13.8843666968927	16.8144271102792	16.5242804218429	17.2487257879005
gene-b0205	9.16024458084694	10.375823639399	10.0602741866723	6.80395425642575	7.38636903098869	6.8839252978953
gene-b0206	8.77189339745068	9.49069621303112	10.405250370823	7.18072228556297	7.45052490780373	7.13784890426951
gene-b0207	10.4651347004132	10.4245490581098	10.440756115688	9.18204164937764	9.18903034659218	8.90845138099861
gene-b0208	10.4092253641334	10.5736744457125	9.92533497060695	9.83876836503086	9.87118331673538	9.96835181947339
gene-b0209	11.1875156689576	11.2292818656939	11.2475050033541	9.79697939492256	9.92002427413994	9.67426821675677
gene-b0210	9.75780530696706	9.54295840261917	9.7524356718549	9.63855785628117	10.4789657518822	9.87586341566661
gene-b0211	13.8749082544056	14.1133578097124	13.6455309113885	14.6892362478341	15.1334705735982	14.8738115640654
gene-b0212	9.65601289316201	10.1785254147088	9.7843763032068	10.0655253964886	10.6635017546055	10.4671368448474
gene-b0213	9.7901999726358	10.2582114795284	9.95720983048117	9.6091382537715	9.82667063934813	9.9492225192294
gene-b0214	8.92371226823601	9.41419371791293	8.93188404669417	9.14407831653125	9.00948241406529	9.3981287936296
gene-b0215	11.9777509001366	12.6600740709142	11.7643339000881	11.1155890794283	10.9265138948106	10.3820683891226
gene-b0216	7.78599651347949	7.89066903036147	7.86039515406158	7.50294336155237	7.14905959727513	7.13784890426951
gene-b0217	6.38922041094462	6.53034335928497	6.20093785213823	9.85452408766255	9.51252409923526	9.68091022919484
gene-b4586	5.96635352443142	6.29425917674648	5.87798211261449	9.14664053754194	9.57724948481845	8.31011158303416
gene-b0219	8.40420881973683	8.6279059255101	8.28594987854949	7.96509905208904	7.99280042103368	7.59112992573753
gene-b0220	8.62152232884694	7.73379653704372	8.62288270758692	8.01086344410589	8.07975471461439	7.37001044383508
gene-b0221	13.1474491196806	12.2711299598179	11.8833931525356	10.5144392733841	10.8554271826937	10.6079613915419
gene-b0222	11.7113054153015	11.6844420658111	11.6972395204632	9.95147925411361	9.78591662440084	9.89312659903498
gene-b0223	12.6803402452611	12.4609889048449	12.2561325691784	10.9828352268411	11.3327054987805	10.6743652344707
gene-b0224	12.3099862362327	12.377693794139	11.4245078657231	12.4551400650492	12.635699614946	12.0841053944701
gene-b0225	11.016438730468	11.457689517975	11.3296163612033	13.4223736201011	13.4340157688595	12.9721454248805
gene-b0226	9.49500531288677	10.186432232167	10.0306200770227	11.5288629807066	12.1602334324724	11.3563977441462
gene-b0227	5.90318352166728	5.29440471858986	6.55947644309362	8.62492104093553	8.13926128125842	9.12610128360261
gene-b0228	8.74569433845053	8.564570050487	8.78958840072847	9.04042499810296	9.06675371723344	8.33139028556506
gene-b0231	9.86915107106972	9.23770713382349	9.48483214679699	12.2595698783156	12.3637896528743	12.4517115393748
gene-b0232	8.50138148556107	8.34182156062205	8.18179213072533	10.0061067249702	10.1589827219609	9.89883538410469
gene-b0233	9.06812004725582	8.92439518898616	8.49836253699628	10.0668785179609	10.1340339079051	9.91441903330598
gene-b0234	6.29485834402845	6.68843116834359	6.35975640246079	8.70012470385457	9.3132628471985	8.98560539029186
gene-b0237	13.4289899052388	12.9085287828234	13.5494829150892	11.3871210711981	11.0628130012755	11.6136313264556
gene-b0238	12.9306606438486	12.0632186274427	12.9985188764107	11.6601589380184	11.5931268639507	11.4058435297489
gene-b0239	12.3597560712282	11.9294626885633	12.2832785767483	11.0724564445172	11.0546881609428	11.1969986043753
gene-b4710	10.6992095347735	10.248173396585	10.7344053841005	8.63955134434404	8.75451304847459	8.24432169851366
gene-b4709	4.47103584280605	4.43677884750083	4.89315181711865	5.39840269293645	5.86524026853478	4.92472929397277
gene-b0241	6.02676641151995	5.68383321396321	5.5737423878789	8.68609947251557	9.39413131139602	9.08912164925689
gene-b0242	12.5835521818893	12.2785460402076	12.613644481589	11.3559150461997	11.0378661089754	11.221690421127
gene-b0243	12.0821639765044	11.542271818696	12.0971468579734	11.1142809721553	11.1089729177983	11.1917766296249
gene-b0244	8.12803555076903	8.60053832762305	8.06300613927916	7.69055257550989	8.09319258699619	7.45793960128408
gene-b0245	5.57619797653334	5.77301978798958	5.93730233835901	9.02936009886401	9.37913861138806	9.1502377958699
gene-b0246	6.34282982420938	5.48561301741416	6.35975640246079	9.80348779801447	9.64262255746274	10.0268722923456
gene-b4504	5.69413485074956	5.5207496766545	5.81599084412232	9.14151153463083	8.65388583129877	9.56540863261829
gene-b0247	6.63950587487036	6.05793271677148	6.96224951617282	9.70958397942077	9.95720627252664	10.3522130124068
gene-b0248	6.51988898258041	6.31389158116517	7.48535778156899	9.64581994117251	9.31898793743139	9.62517653242359
gene-b0249	8.53746905359755	8.00848415807399	8.39347948516585	9.6709531040559	9.62308850368654	9.52905817156802
