	featureCounts on 30min_-_1	featureCounts on 30min_-_3	featureCounts on 30min_-_2	featureCounts on 30min_MOXI_1	featureCounts on 30min_MOXI_3	featureCounts on 30min_MOXI_2
gene-b0201	16.453188555677	16.1073633931092	16.4837669405679	16.8376147246048	16.5817736175748	16.6753900442481
gene-b0202	1.48503529705777	1.59713480694584	1.72453713221859	1.48865416058045	1.48529413094198	1.4849011750602
gene-b0203	3.37694765798914	3.69316599982085	3.4899002871925	3.42036157566889	3.71867981715787	3.61507665954133
gene-b0204	17.5564626482999	16.958758445641	17.525996199134	17.7180946743534	17.7082649584384	17.7937856605778
gene-b0205	6.94138632449218	6.75516967307214	6.35958116047267	7.2019911245991	7.37706819872081	7.10873076095594
gene-b0206	7.75679104067745	7.71732016237225	7.19245963252941	8.02205678060702	8.09236275607939	7.84316604860919
gene-b0207	9.46760595225772	9.69438429054895	10.0088020232305	9.79602341072587	9.79658200870632	9.677970871632
gene-b0208	9.56399333580503	9.98278012340687	9.86371109904796	9.91969377387341	9.33554243787839	9.37732301755296
gene-b0209	12.9505300202818	12.8071430980058	13.1497507032794	13.0606388724374	12.3527477095075	12.909446538899
gene-b0210	9.6677533149745	9.43761983572453	9.33992297690249	9.58400731889863	8.99274375339541	9.33855706829001
gene-b0211	9.85586849922568	9.93768978673182	9.89129872371342	10.6040111556359	10.8837106869612	10.4295446744411
gene-b0212	8.20886641127219	8.50592207288586	8.21335060715119	7.97919357735836	8.53831901358738	8.52598995456175
gene-b0213	9.08885937100468	9.34030082039608	9.24806798376345	9.56302455118683	9.09991675930872	9.15705571501701
gene-b0214	8.28360053955164	8.58478271827506	8.65910639306121	8.84571868633921	8.12495100220496	8.67929600934747
gene-b0215	12.5002354752895	12.5763289345377	11.5710760567492	11.7685090832292	11.7221183545417	11.6606292011391
gene-b0216	7.5261607763406	7.99599055986014	7.17117313064851	7.85260182484485	7.34690598566538	7.08402879263493
gene-b0217	4.03672989160801	3.8754452940082	3.74932764572785	3.74515136197832	4.03465987937626	3.86053910476634
gene-b4586	3.76166241429029	3.70541408062328	4.06464501670338	3.58656061498329	3.62144836581872	3.52330907759668
gene-b0219	11.261405132728	11.0364182917495	11.3460684547123	11.3024209069589	10.877791811205	11.1912347935523
gene-b0220	9.12925261471177	9.0830355125421	10.3195786010836	8.77957974471242	10.0619700533912	10.3343726642164
gene-b0221	15.514100460961	14.8187312353462	15.0574327735077	14.8891814992215	14.1072053238819	14.1661118277814
gene-b0222	10.1073034138338	10.4714175543946	10.3810194973253	10.1043182687635	10.6823040966893	10.4663556242284
gene-b0223	9.88079988521858	10.0234405099561	10.1414301814473	9.97814714584098	10.2564151600879	10.0314865318195
gene-b0224	9.51452879108142	9.85540709813393	9.38814754083544	9.90026960698525	9.61305684177483	9.48110224614394
gene-b0225	12.7791319367682	13.0178714980296	12.1869075383984	12.686493896679	12.3352982974132	12.67106505538
gene-b0226	12.6883957937644	12.8387814034293	12.5183562016776	12.5975185566507	12.3566701132531	12.8899563695112
gene-b0227	8.34091206398998	7.80353481102863	8.65770729786668	7.95321036066942	7.92294995515422	8.07176772101654
gene-b0228	7.5843579498082	7.72232172173853	7.7724689753573	7.70573975828443	7.42297676392127	7.13763775524636
gene-b0231	11.2398952124119	11.1716376190142	11.4841814915025	11.1406941584544	11.2252580469509	11.3903630455966
gene-b0232	8.44877717867542	8.58379139679231	8.8033820306637	8.62752651853009	8.45882495399361	8.8679714964701
gene-b0233	8.40146415326169	8.71191316289113	8.67864979606293	9.13833556066636	8.55622391526597	8.86263251404007
gene-b0234	4.1878783395524	3.98793289348971	3.98998703153442	3.74513161236809	4.10502788920045	4.01445176599269
gene-b0237	11.4743040095442	10.9006959501333	11.8580586587977	11.3602462410268	11.4351005962241	11.546877967727
gene-b0238	8.79233106500356	8.86788021867022	8.5965229276416	9.07576785663416	9.25554665044705	8.68204645825016
gene-b0239	11.047527694802	10.9364592872311	11.2245455357186	11.1517195633021	11.2351481130475	11.2074360768119
gene-b4710	9.42178024160328	9.6880543741599	9.41478092099691	9.44247884241102	9.42229935181559	9.05680653410394
gene-b4709	1.2111355525851	1.25930014742813	1.14313835054513	1.14565539054622	1.21544885884228	1.14312348621297
gene-b0241	4.16010495545507	4.1867137205179	3.75147883888235	3.71428706640001	4.13617287161053	3.9247977396928
gene-b0242	11.9550920628815	11.9614245890146	12.2199641667152	12.0415298724148	12.0826210823739	12.198670304411
gene-b0243	11.9344459309519	11.7644429670528	11.8962727391431	11.5983047210685	11.6155660857542	11.6989686683745
gene-b0244	7.22842090178117	7.17387108199416	6.59835156089099	6.47969893632743	6.90834271740012	7.03099591494683
gene-b0245	5.56655656095985	5.53273679787965	5.80527761339494	5.49185734604105	5.5049186902164	5.42607269408908
gene-b0246	5.95802073945004	5.62725962014035	6.02298019381834	5.59728154903105	6.12433706933379	6.57776319514927
