	featureCounts on 30min_-_1	featureCounts on 30min_-_3	featureCounts on 30min_-_2	featureCounts on 30min_MOXI_1	featureCounts on 30min_MOXI_3	featureCounts on 30min_MOXI_2
gene-b0098	13.2529729537792	13.1436908370941	13.3734030496579	13.4798064055104	13.8481840150616	13.3152837855962
gene-b0099	8.02924817205416	8.14563668018969	7.19046573690411	7.46882636802737	7.90422626883035	7.31297439804448
gene-b0101	9.62137575790253	9.98349836347178	9.15096418141339	8.69356415398919	9.06845497342955	8.60710247567259
gene-b0102	11.0198258089894	11.0733042698912	11.1308684703921	9.7243615096068	10.7302177441998	10.8224843932832
gene-b0103	11.6201379202643	11.4040079508924	11.360274082528	10.6556030062886	10.9911584660903	11.0608273651382
gene-b4727	5.1307709650319	6.45894679003841	5.4132407589237	4.65824235253084	5.05751266667309	5.57520482609585
gene-b0104	8.90166929543872	8.87011159460884	9.38685794420552	9.78566756041573	10.1815628315791	9.52562890112887
gene-b0106	7.39120735613242	7.79131137355536	7.77578229157789	6.88873921896158	7.50998077360283	7.57994469348284
gene-b0107	7.08752320917485	7.00662127610106	7.53846715682867	8.22736120704877	7.65172520548813	7.46759451786864
gene-b0108	4.65824235253084	5.13977067189867	5.68227141238901	4.65824235253084	5.44938358783279	5.85700636025721
gene-b0109	8.77798534714933	8.03972080300092	9.01423509115601	9.70227260910277	9.24807289580647	9.09042250009849
gene-b0110	8.41781183185567	7.82371944375778	8.73378364980198	8.14497300193796	8.55754991824415	9.18296779968794
gene-b0111	10.2207617350062	9.67420951763969	9.9119145376787	10.5588876797461	9.60834151498512	9.72029520115135
gene-b0112	11.2325261367448	11.167146005885	11.944160449711	11.8959588373651	10.6050690722526	10.8942183657425
gene-b0113	9.87637113322008	9.23281032214503	10.0793797081022	10.4400498605146	9.72253320463911	10.3941957188162
gene-b0114	14.2852373620289	13.9784895914012	14.4752767360146	14.3476175051273	14.3799485076402	13.9427733612023
gene-b0115	13.224967257286	12.477197193135	13.407736244736	13.4056529942681	13.1478023649465	12.9963166491342
gene-b0116	12.6199084411899	12.5406180121922	12.6344263252499	13.5843455682933	13.4097854555804	12.7361121418727
gene-b0117	8.50039125175262	8.23737918604747	9.02654842381996	7.10424246517033	8.39099268331913	8.29436382307241
gene-b0118	14.3112674095368	13.7110460370872	14.5409209786136	14.5679319701383	14.2772711881953	14.1597323649472
gene-b0119	13.2570064777427	12.3258488182041	13.4842119205483	14.7512642332069	12.5722238087617	14.3589506405077
gene-b0120	10.6444747995344	10.9678246370492	10.0603773076098	10.7119273332838	10.5158031394241	10.4129276778765
gene-b0121	9.35213708691905	9.83208852988417	9.50935784257562	9.25022682940894	10.5592664790824	8.90661502857616
gene-b0122	9.30920621081566	9.62443056394102	8.12885494798521	8.96725136819986	9.61373331614685	9.13178793163682
gene-b0123	10.0538897951015	10.5556997314155	9.8259058320545	9.18339463901807	9.87546413994537	9.92215630857325
gene-b0124	14.3377885632989	14.625718072823	14.7020950715487	13.2721062440386	14.2041740226527	14.3516291058203
gene-b0125	9.36017108484854	9.67044087377736	9.49349647908158	8.64129136138394	10.3110380412033	9.64619041577215
gene-b0126	9.85664519155285	9.99659662314609	10.5123117027082	9.29311576098609	11.16572981593	10.6595123609479
gene-b0127	9.95797910786247	9.87746323004781	10.0793797081022	9.61712717888429	9.50380010132553	10.1856093829697
gene-b0128	9.9566561710921	9.58626675111334	10.0840914141006	9.80947751561689	9.40149837526618	10.2093808599861
gene-b0129	8.82235286265782	7.86875935756788	8.745762909678	9.67336545299459	9.06057058777316	9.72330165773479
gene-b0130	8.59562041728118	8.80959141483667	8.71257583571135	8.9566094212659	9.08668529272405	8.82202092650111
gene-b0131	9.66740475745654	8.90051499315504	10.8118372409338	10.3435073947293	10.8430757875911	11.551356658965
gene-b0132	9.5599473822308	9.37243534167253	9.29424233955987	10.0877672095337	8.91070523871132	9.44047075020484
gene-b0133	10.6271231133683	10.852910441901	10.7751710976036	11.5951145523042	11.4484557179869	11.2842526127021
gene-b0134	9.5210751756643	8.9981140160353	10.3349462336375	10.1520134917893	11.1134505440203	10.830168909702
gene-b0135	7.49903920463444	7.16282982870004	6.8075877111407	6.37844002162175	7.22294811612351	7.84353859816427
gene-b0136	5.79151456550397	6.72109919128904	5.61412006439273	6.79164729268257	6.68205260199889	6.27479540490599
gene-b0137	7.79801907953582	8.01595687163186	7.81074349186138	7.75706104820201	7.83747721740691	7.80386203235722
gene-b0138	4.93186765662981	5.96034416318331	5.31391935099017	4.65824235253084	6.09662748874752	5.49758423703861
gene-b0139	7.57824824319438	7.28950147376071	7.47407391311956	7.49899499519505	8.05581751723609	7.46759451786864
gene-b0140	6.26342403117477	5.5176037036851	4.65824235253084	5.59425251924962	5.94375121849787	5.1224745054427
gene-b0141	5.79151456550397	4.65824235253084	4.92783862607634	4.65824235253084	5.99719843263837	5.77239269707226
gene-b0142	6.50553349684779	6.67923934537052	6.33303719021726	5.20489999623173	8.19757112610032	6.90572408710153
gene-b0143	9.20820904946075	9.71989621295526	9.99557977334315	9.02441235878793	11.7668151995322	10.4686016672126
gene-b0144	10.0723290203212	10.2523361226222	9.56269104074488	10.6324424823244	10.4103602884074	10.4560127917286
gene-b0145	14.5469505164807	14.1344962678092	14.1315641325466	15.2042910546691	14.2906440214501	14.4052175173685
gene-b0146	15.6315762878749	15.3140408240874	15.3112790996808	15.8766686104825	14.7044052806721	14.9750914617129
gene-b0147	7.63986397967003	7.44201312564206	7.13533906411584	7.21869697034196	7.84367767155408	6.55167769165259
gene-b0148	11.7532690727206	11.7124536435659	11.7934418763134	12.0942046310749	12.2178083751451	12.0846913301325
gene-b0149	12.0349620839818	11.4636044049073	11.8345460066287	12.1839667419862	11.9361787996077	11.8561096472642
gene-b0150	13.3710650258392	13.2001657603936	13.2523241607483	13.7128993380721	13.2967119291277	13.1490446759685
gene-b0151	9.43433627146407	9.28964166061659	9.73443365673301	9.63389708721891	10.2173997766023	9.58799642369264
gene-b0152	7.08752320917485	6.39380570559892	7.57979610056464	7.9317955412602	7.67981602950664	6.39658079209265
gene-b0153	10.590075704821	10.7935588157071	8.1516471204666	11.0742657702869	8.90484257530055	8.36573214217346
gene-b0154	12.6066932236558	11.8472459681439	12.740769716823	13.3001902854129	11.5238263879842	12.4135430733155
gene-b0155	12.6132110786773	12.9102223075737	12.6438264815868	12.7131853509918	12.3479342341037	12.6262659670025
gene-b4728	11.7490746640087	11.9615536609249	11.7343788207835	13.3168857334067	11.231444883121	11.8144610435698
gene-b0156	14.0582883999736	14.4055927381263	13.5857651916731	15.4629430469342	13.4380187030389	13.8301681570243
gene-b0157	7.6988767151242	8.37100956059984	7.71550720383561	9.56211178486706	8.49636739641497	8.77922443243313
gene-b0158	7.54280243231244	8.12729386843477	7.79337157237688	8.70633951556376	8.88413250626813	8.42630405332896
gene-b0159	11.4019118412772	10.8362006096618	11.7124946910971	12.7190852678375	11.8306560188171	12.2781341433969
gene-b0160	8.96896225512185	9.20700531679358	8.81844638113579	8.94588797829629	9.0526426814618	8.6957479593985
gene-b0161	12.2950635906595	11.9615536609249	11.9246014471071	12.1476797073048	12.4465601997105	12.4816481657098
gene-b0162	9.86372121825731	9.1877828107868	9.63032380022464	8.83982764039124	8.90777690151628	9.52045162250693
gene-b0163	11.0305486469573	11.0279191206263	11.8584516479455	11.522297658033	11.1260709517934	11.6720908030154
gene-b0164	7.08752320917485	5.71611778395451	6.75868315175603	7.3411038478763	7.44568610686133	6.86069224512965
gene-b0166	10.0009682582353	9.78639894058441	10.259903041954	10.3994634876688	10.098156230992	10.2072359442101
gene-b0167	11.0261430112775	11.1149977806745	11.3728379899786	10.8842811133771	11.331277752199	11.1815111604257
gene-b0168	11.1562475470253	11.0006862550561	11.2282218996932	11.7537485001964	11.6641246598738	12.0195932621466
gene-b4414	11.4091800453073	12.3023205079476	10.882486028521	11.0705782307827	11.9788937884928	11.3124540314066
gene-b0169	15.5687920931624	16.3310200006609	15.0864740989051	15.4317269885605	16.3633646211603	15.5268019712728
gene-b0170	13.1926215449319	13.2961356096016	13.3033200676425	12.8822153472745	15.0405169234055	13.9564799369793
gene-b0171	11.2723961358066	11.8902356521471	11.1382466496236	11.268103150772	11.8701996184949	11.1880494935147
gene-b0172	14.1433320269982	14.2414600615378	14.3838842223782	14.2127836787363	14.3619243845913	14.3396288522883
gene-b0173	10.6632424786535	10.5611337264182	10.8308777841477	10.2068120957442	11.0891632090426	10.7521520949173
gene-b0174	9.11628485101765	9.53052400790903	9.67162303493653	8.56614874998734	9.9094631689503	9.64460527698042
gene-b0175	11.3317387243567	11.1769108667082	11.3752416301671	10.4646139535277	10.9939153195734	11.0435047786084
gene-b0176	11.5543549108478	11.683167837029	11.862911594067	11.2734593762919	11.8641860968503	12.2712235148419
gene-b0177	12.6975458673714	12.6850756617185	13.2814470744262	12.5699325854058	12.5286916391612	13.0413912880226
gene-b0178	13.4685539245211	13.3603501603596	14.1552523548791	13.4029677582786	12.2310115808894	13.3651746910175
gene-b0179	13.7816819192203	14.0900915567334	13.7803028452891	13.4151333044165	12.598043299107	13.2527321829618
gene-b0180	12.8123649513988	12.7952095740077	12.3117381212752	13.3155883365243	12.7549591331935	12.8610349663384
gene-b0181	12.207178059631	11.6230745518818	12.0864903110054	13.0293922837126	12.4483198422678	12.4285744504658
gene-b0182	10.1403222347072	10.2690372193678	9.94596580725568	10.5918521816828	10.8184028337022	10.8433464757006
gene-b0183	6.6807831267307	6.43330812427	7.40654151011352	7.543052889152	8.15849353595337	7.84353859816427
gene-b0184	12.2641342066705	12.7722651297667	12.2940634498979	11.7406597846995	12.8336167370466	12.5641694206005
gene-b0185	11.7502198037001	11.5043620055712	12.0299510050052	11.5195956308485	11.9039328301044	11.8557674973359
gene-b0186	12.1007786153365	12.5929390078749	12.1541140304297	11.1449348366785	11.6632590831538	11.595059451242
gene-b0187	9.8207341005626	10.1984260425007	9.56100110627074	9.28888397799714	8.85097167638596	9.25335576706542
gene-b0188	9.86372121825731	10.0429826093196	10.2101284613499	10.0382599623449	9.70916452195884	9.66976044091323
gene-b0189	12.718953785424	12.927281865671	12.3889369513267	13.1355509728786	11.6237605770531	12.8018802304992
gene-b4406	12.7640553026076	12.6664516516095	12.7389045395248	13.30516694331	11.69790602836	13.0986095000562
gene-b0190	8.29268661913924	8.10120902423247	9.40581692583063	8.70633951556376	9.14748923052167	9.2801649809797
gene-b0191	9.80464509649861	9.51238901807903	10.2826240950167	8.03731621855778	9.92255174818807	10.246409259286
gene-b0192	10.7978240115342	10.557060151273	11.3966960303423	9.9037341514381	10.6874273091636	10.9459310402561
gene-b0193	7.25666114169146	7.38050579611442	7.78166988078007	8.16369874450114	7.88633315814597	8.03651206555435
gene-b0194	13.0408722992	12.5156532021151	13.1260079944405	13.363082775468	13.2912600158719	13.2455680605392
gene-b0195	8.28846156810704	8.32998026468249	8.84929555365848	8.4644203503863	8.79182320838333	8.57740212522259
gene-b0196	7.89062817712363	7.890750690704	9.3772839275337	8.54495110593545	9.70580286946409	9.39592405643242
gene-b0197	9.68987898311063	10.1305884943059	10.0483722938576	9.66032917017392	10.676313783884	10.0304714436131
gene-b0198	6.834843938275	6.87618143230601	6.88899452824569	7.95353910492612	8.52345757696704	6.94927028300447
gene-b0199	6.92828846136978	7.53507002941036	6.99720955696302	7.75706104820201	10.1460523185381	7.67132617070241
gene-b0200	7.93474681832529	8.02788869103511	8.21790836450532	9.25022682940894	9.22944891542313	9.44776293357467
gene-b0201	16.4017882534896	15.7658279443645	16.4553926538105	17.0520397649002	16.6248164098345	16.7835029625294
gene-b0202	4.65824235253084	5.33613805276029	5.68227141238901	4.65824235253084	4.65824235253084	4.65824235253084
gene-b0203	5.04463136829631	5.94047074256219	5.45793137913512	5.20489999623173	5.99719843263837	5.77239269707226
gene-b0204	17.566259809445	16.4508067158736	17.513461935011	17.8409116116628	17.8244528107971	17.9666254752059
gene-b0205	7.39120735613242	7.07129658574972	6.33303719021726	7.82957699638979	8.1080841961862	7.67132617070241
gene-b0206	8.03431766271299	7.96719728507615	7.01783462057933	8.47940399222874	8.59084824614587	8.18011951364358
gene-b0207	9.3400013208181	9.74280551198316	10.2723407186716	9.91749237872921	9.91820208683761	9.71426339283597
gene-b0208	9.56863746572407	10.2748371870361	10.0793797081022	10.172807880975	9.1573776857788	9.23449829711723
gene-b0209	13.0166518877607	12.7688944795334	13.3495221830449	13.2022178884265	11.9221371831635	12.9464180316954
gene-b0210	9.95533201851802	9.57152198739928	9.40393223126028	9.81830574753475	8.77905373466006	9.40156840781031
gene-b0211	9.58414862734844	9.73801269367044	9.65112148564134	10.8870793085247	11.3318226004665	10.5994592321137
gene-b0212	8.32604329191088	8.83004993848934	8.33389954378729	7.90971194127418	8.88413250626813	8.86357689951894
gene-b0213	9.08266978852247	9.51659434271794	9.35988846766645	9.88704894734729	9.10212922501497	9.20250885547725
gene-b0214	8.27997367045187	8.80270651088015	8.92758086329906	9.2371066452474	7.9904407874045	8.9612116922104
gene-b0215	12.862466423638	12.9814670722655	11.2691221984175	11.6347745422438	11.5507541243283	11.4375317414411
gene-b0216	7.88501507028305	8.64991076641282	7.26917927273325	8.42625856230304	7.57892282580552	7.11048508528022
gene-b0217	6.07620292675045	5.71611778395451	5.36546288136849	5.32579967803493	6.07261585071538	5.67933490007815
gene-b4586	5.79151456550397	5.66397690782017	6.38454662619753	5.32579967803493	5.44938358783279	5.1224745054427
gene-b0219	11.3580171799116	10.9678246370492	11.5003086645101	11.4274646067661	10.6797424617616	11.2382661335419
gene-b0220	8.83106394141814	8.74400858177044	10.8364714842931	8.11641301171198	10.4349184754603	10.8591388243642
gene-b0221	15.9848135311349	14.8645428655001	15.2634911941946	14.9841811359556	13.5313354257991	13.6532640071353
gene-b0222	9.9593008310626	10.5972871072428	10.4434112005259	9.95266077434345	10.9470281741261	10.5887908568218
gene-b0223	9.81636398244584	10.0689698222854	10.2713083347127	9.98959840181064	10.4660326646738	10.0828917545747
gene-b0224	9.5210751756643	10.1001084546713	9.29627627658024	10.175099957769	9.69227723099186	9.46223736319438
gene-b0225	12.907297710676	13.2987801499333	11.848452567474	12.7509184765941	12.1287531555663	12.7245410109917
gene-b0226	12.7286686449952	12.9828592165424	12.4315939318002	12.5712378317567	12.1378167126896	13.0677752090901
gene-b0227	8.71660762314095	7.79598707406287	9.22545551185866	8.05750804129272	8.0070702088799	8.26561429530482
gene-b0228	7.92930681010144	8.16014220586023	8.24357167239141	8.1355167077505	7.65172520548813	7.13867215974133
gene-b0231	11.2428686547993	11.1232856055734	11.6574716639871	11.0681146229111	11.2173602214335	11.5006091993114
gene-b0232	8.47833900308286	8.71739963917237	9.09127535729486	8.79271246899578	8.49636739641497	9.20035070011911
gene-b0233	8.3136258896179	8.86130521655431	8.80420155916165	9.56910479284629	8.59084824614587	9.11584259078563
gene-b0234	6.16327640060981	5.74109299901235	5.74551977902894	4.65824235253084	5.99719843263837	5.80143671458156
gene-b0237	11.5327787904564	10.480979869651	12.1672110576935	11.3352049842902	11.465438043609	11.6560672174825
gene-b0238	8.87384282514582	9.00412406375523	8.5270822262277	9.35514218949877	9.64742033191322	8.68031567991021
gene-b0239	11.0153872460534	10.8175933691456	11.3209149127438	11.1965993588542	11.3388869629512	11.2918607934001
gene-b4710	9.53355784838655	9.97842869620142	9.5215747299047	9.56910479284629	9.53445178882385	8.88525736394713
gene-b4709	5.20307022975367	5.37645277957153	4.65824235253084	4.65824235253084	5.22112261586351	4.65824235253084
gene-b0241	6.14214022041457	6.18977925409002	5.12385315310171	4.65824235253084	6.09662748874752	5.64602329916187
gene-b0242	11.8796867089503	11.8910447647189	12.3385897911354	12.0323662538613	12.1037699632317	12.3024405869599
gene-b0243	12.0848307944172	11.7948881985359	12.0201549596579	11.5014516003445	11.53285826827	11.6810023205607
gene-b0244	7.91836351020715	7.82828882114943	6.84309746110476	6.60195083855888	7.38686785781442	7.59337127517239
gene-b0245	6.5211118540255	6.45894679003841	6.94420555723619	6.37844002162175	6.40653977704406	6.2563212457609
gene-b0246	6.70777143892142	6.10713975587126	6.8195318897978	6.01028055880196	6.99138226876056	7.72706718986782
gene-b4504	5.6279350946287	5.60850422558142	5.88711330272584	6.1467793018073	6.33161166498178	6.66318003794541
gene-b0247	5.72959726145494	5.85683984775227	6.07892863267686	6.30621652723359	6.68205260199889	5.80143671458156
gene-b0248	7.6988767151242	6.4071170678551	7.96847279377735	7.58575778299857	7.89232278346209	7.45288889931976
